main_position,player_id,player_name,team,team_id,minutes_played,progressive_passes_per90,chances_created_per90,dribbles_completed_per90,pass_completion_rate,duels_won_per90,pressures_per90,goals_scored_per90,goal_assists_per90,dribble_success_rate,duel_success_rate,ball_recoveries_per90,rating
Right Center Midfield,10919,Juraj Kucka,AC Milan,243,2337,30.69637883008356,27.55417956656346,36.17571059431525,50.497203231821,91.1111111111111,40.70884398807552,4.0,15.555555555555555,47.85287528005975,93.20964749536176,41.95804195804195,44.8080796299736
Left Center Midfield,18027,Matteo Brighi,Bologna,240,1308,16.43454038997214,10.835913312693496,8.785529715762273,75.01553760099439,56.44444444444444,54.5213646902948,0.0,0.0,46.676624346527255,33.654916512059366,46.853146853146846,31.711962487301253
Left Center Midfield,20004,Paul Pogba,Juventus,224,3076,39.387186629526454,39.93808049535603,59.68992248062016,69.08017402113114,40.8888888888889,23.583968201391194,30.66666666666667,64.44444444444444,62.22927557879013,59.387755102040806,66.6083916083916,46.89342191330224
Right Center Midfield,24722,Emmanuel Agyemang-Badu,Udinese,230,2799,12.200557103064062,12.693498452012383,17.054263565891475,57.582349285270354,15.555555555555555,16.72739317654853,16.0,6.666666666666667,54.798356982823,59.276437847866404,47.55244755244755,26.80685452354865
Right Center Midfield,31273,Marco Crimi,Carpi,1683,1033,19.442896935933145,16.099071207430338,23.255813953488374,26.196395276569312,95.99999999999999,100.0,0.0,17.77777777777778,25.59746079163555,53.1725417439703,52.09790209790209,38.04928265589624
Right Center Midfield,32807,Fredy Alejandro Guarín Vásquez,Inter Milan,238,1027,32.92479108635097,29.721362229102162,45.99483204134367,43.443132380360474,18.666666666666664,31.136137793971525,10.666666666666668,17.77777777777778,77.80059746079164,34.489795918367335,46.50349650349649,34.8423920088798
Right Center Midfield,36364,Dávid Ivan,Sampdoria,234,1120,2.061281337047349,16.718266253869967,0.5167958656330747,75.9788688626476,94.2222222222222,53.59390526664459,10.666666666666668,0.0,0.0,48.49721706864564,7.867132867132861,30.557100684440876
Left Center Midfield,40251,Daniele Croce,Empoli,290,1778,4.011142061281335,24.767801857585138,19.896640826873387,81.41702921068986,36.00000000000001,50.44716793640279,0.0,11.111111111111112,20.537714712471995,65.04638218923932,50.34965034965033,30.793420646234036
Left Center Midfield,40349,Ivaylo Chochev,Palermo,2256,1959,14.317548746518105,8.978328173374612,5.684754521963824,55.09633312616532,51.11111111111112,43.62371646240478,0.0,20.0,68.22255414488424,71.0204081632653,29.37062937062937,34.177450797856714
Left Center Midfield,45591,Franco Brienza,Bologna,240,1499,54.150417827298035,55.108359133126925,28.9405684754522,47.420758234928535,20.0,27.194435243458102,24.0,40.0,59.297983569828226,78.66419294990725,55.94405594405594,46.22339388068529
Left Center Midfield,386512,Alessandro Frara,Frosinone,291,1302,26.629526462395535,6.811145510835911,6.976744186046512,27.563704164077073,1.333333333333332,19.012918184829424,17.333333333333336,0.0,65.34727408513817,11.0760667903525,36.36363636363635,20.259465346408973
Left Center Midfield,387476,Raphael Martinho Alves de Lima,Carpi,1683,939,3.231197771587744,3.7151702786377703,18.6046511627907,29.552517091361103,26.66666666666667,18.582312023848957,0.0,0.0,37.34129947722181,66.17810760667902,3.3216783216783203,19.872958683864564
Right Center Midfield,3097,Pascal Groß,Ingolstadt,189,2970,100.0,84.8297213622291,14.987080103359174,16.46985705407084,25.777777777777782,45.279894004637306,4.0,26.666666666666668,93.35324869305451,47.88497217068646,36.713286713286706,55.86297747880262
Left Center Midfield,5208,Thiago Alcântara do Nascimento,Bayern Munich,169,1467,89.13649025069635,58.204334365325074,62.7906976744186,91.73399627097572,88.88888888888889,27.591917853593912,16.0,40.0,93.35324869305451,83.54359925788498,63.461538461538446,69.95353982596563
Right Center Midfield,5562,Thomas Müller,Bayern Munich,169,2377,7.966573816155986,62.229102167182646,24.547803617571063,56.215040397762586,0.0,3.1467373302418054,100.0,24.444444444444443,63.81628080657207,42.931354359925784,0.0,35.932506226680026
Left Center Midfield,8206,Arturo Erasmo Vidal Pardo,Bayern Munich,169,2196,50.91922005571029,51.39318885448916,5.684754521963824,98.29086389061526,80.0,22.590261676051675,21.333333333333336,44.44444444444445,65.34727408513817,73.69202226345082,29.02097902097901,54.706494757799206
Right Center Midfield,10287,İlkay Gündoğan,Borussia Dortmund,180,2024,92.3676880222841,23.52941176470588,51.42118863049095,91.05034182722184,23.111111111111114,19.774759854256384,5.333333333333334,28.888888888888893,89.11501120238985,97.30983302411873,78.14685314685315,57.86632365292384
Left Center Midfield,12304,Alfredo Morales,Ingolstadt,189,1675,21.169916434540383,8.359133126934983,25.322997416020677,0.0,60.88888888888889,37.92646571712488,6.666666666666667,11.111111111111112,46.676624346527255,100.0,35.66433566433565,32.14977824938565
Left Center Midfield,12551,Max Christiansen,Ingolstadt,189,1108,22.339832869080777,14.551083591331265,6.718346253229974,30.981976382846476,37.333333333333336,36.00529976813515,0.0,17.77777777777778,25.13069454817028,69.8330241187384,85.13986013986012,27.440091039405317
Right Center Midfield,20010,Clemens Fritz,Werder Bremen,176,2687,29.860724233983277,9.287925696594428,24.806201550387602,49.72032318210067,60.00000000000001,16.46240476979133,4.0,13.333333333333334,84.3913368185213,66.84601113172542,100.0,37.08211989327087
Left Center Midfield,24914,Edgar Prib,Hannover 96,178,1474,30.083565459610025,25.69659442724458,21.44702842377261,32.970789310130506,34.22222222222222,37.79397151374628,0.0,26.666666666666668,29.929051530993277,49.220779220779214,39.51048951048951,30.04815352963669
