main_position,player_id,player_name,team,team_id,minutes_played,xg_total_per90,goals_minus_xg_per90,goals_scored_per90,shot_accuracy,chances_created_per90,dribble_success_rate,dribbles_completed_per90,goal_assists_per90,penalties_won_per90,key_passes_per90,progressive_carries_rate,headed_shot_duel_rate,fouls_won_per90,progressive_carries_per90,pass_completion_rate,ball_recoveries_per90,pressures_per90,rating
Center Forward,6602,Miguel Ángel Guerrero Martín,Sporting Gijón,1041,1206,11.363636363636363,37.704918032786885,12.612612612612612,33.14687549944063,34.07079646017699,85.20615384615385,46.20689655172414,17.073170731707318,0.0,33.49514563106796,51.920053896249726,80.0,13.397129186602871,18.820224719101127,71.22281841287771,14.532019704433496,71.42857142857143,29.633399958496913
Right Center Forward,6630,Jorge Molina Vidal,Real Betis,218,933,18.18181818181818,19.672131147540984,8.108108108108107,31.69250439507751,29.20353982300885,82.05538461538463,19.6551724137931,21.951219512195124,50.0,27.669902912621367,79.0927464630586,60.0,42.105263157894726,26.779026217228463,32.10957356678904,46.05911330049261,28.616493916178452,23.877866596935164
Center Forward,6677,Imanol Agirretxe Arruti,Real Sociedad,210,1298,57.95454545454546,93.44262295081967,81.08108108108108,50.45548985136647,0.0,35.16307692307692,14.13793103448276,0.0,0.0,0.0,56.5012351223894,46.67,33.253588516746404,14.794007490636703,51.36966958486303,20.197044334975367,21.586300135196037,50.83320749830421
Right Center Forward,6700,Sergio Enrich Ametller,Eibar,322,2319,22.72727272727273,54.0983606557377,30.630630630630627,48.64951254594853,38.93805309734514,61.53846153846154,29.310344827586203,65.85365853658537,38.88888888888889,29.611650485436904,47.49607006512463,54.55,42.34449760765549,27.34082397003746,51.397910194860216,63.054187192118235,72.73546642631817,42.44890039307885
Left Center Forward,6707,Charles Días Barbosa de Oliveira,Málaga,223,3067,26.136363636363637,49.18032786885246,31.531531531531527,48.26594214479783,34.955752212389385,71.00307692307692,15.172413793103448,19.51219512195122,0.0,33.980582524271846,69.59353245003369,54.55,21.77033492822966,20.131086142322097,58.85343123411467,26.600985221674883,27.3997296079315,35.21467639208791
Center Forward,6721,Willian José da Silva,Las Palmas,208,1766,23.86363636363636,68.85245901639344,40.54054054054054,43.4233658302701,38.49557522123895,82.05538461538463,45.51724137931035,12.195121951219514,0.0,39.32038834951457,27.329889961823493,60.0,30.62200956937799,20.78651685393259,66.61959898333805,26.354679802955665,32.49211356466877,41.95647025576472
Center Forward,6732,Lucas Pérez Martínez,RC Deportivo La Coruña,219,3252,39.77272727272727,49.18032786885246,42.342342342342334,48.697458846092374,73.00884955752214,68.19692307692307,38.96551724137931,46.34146341463415,11.111111111111112,70.873786407767,69.39142151358634,100.0,27.033492822966497,52.05992509363296,65.57469641344254,43.84236453201971,41.14465975664714,48.915786210421956
Left Center Forward,6735,Adrián López Álvarez,Villarreal,222,930,19.318181818181817,65.57377049180327,34.234234234234236,94.91769218475307,63.716814159292035,46.15384615384615,30.0,92.6829268292683,0.0,50.97087378640778,73.05187514035481,0.0,14.593301435406694,48.59550561797752,47.04885625529511,15.270935960591132,26.633618747183412,44.41868152773949
Right Center Forward,6744,Luciano Vietto,Atlético Madrid,212,1116,15.909090909090912,19.672131147540984,7.207207207207207,0.0,33.6283185840708,79.40923076923076,55.51724137931034,58.536585365853654,0.0,25.24271844660195,65.77588142825061,40.0,31.100478468899517,52.24719101123596,80.57046032194296,49.7536945812808,47.408742676881474,28.809526447921648
Right Center Forward,6761,Leonardo Carrilho Baptistão,Villarreal,222,1114,19.318181818181817,40.983606557377044,21.62162162162162,5.2900751158702235,19.46902654867257,50.239999999999995,55.51724137931034,19.51219512195122,44.44444444444445,17.475728155339812,97.77677969907928,50.0,73.68421052631578,100.0,40.49703473595031,61.822660098522164,74.49301487156377,37.86219173797761
Center Forward,6766,Gerard Moreno Balaguero,Espanyol,214,1767,32.95454545454545,40.983606557377044,31.531531531531527,37.84561291353683,26.991150442477885,68.11076923076924,100.0,36.58536585365854,0.0,22.330097087378643,44.86862789130924,55.559999999999995,18.421052631578945,50.84269662921348,61.45156735385486,56.40394088669951,52.861649391617846,38.15950082148909
Center Forward,6832,Rubén Castro Martín,Real Betis,218,3544,38.63636363636363,54.0983606557377,43.24324324324324,53.012625859037875,24.77876106194691,53.981538461538456,21.724137931034484,24.39024390243903,0.0,22.330097087378643,53.51448461711206,30.43,27.990430622009566,26.40449438202247,62.29878565377014,37.931034482758626,0.0,38.599008787257084
Right Center Forward,6847,Adalberto Peñaranda Maestre,Granada,1049,1957,0.0,67.21311475409836,19.819819819819816,37.84561291353683,21.238938053097346,74.59692307692308,63.10344827586207,31.70731707317073,22.222222222222225,16.990291262135926,71.36761733662699,0.0,31.818181818181813,56.46067415730337,65.80062129341994,36.94581280788178,54.799459215863,36.45493713860532
Right Center Forward,6862,Cédric Bakambu,Villarreal,222,1960,39.77272727272727,63.93442622950819,49.549549549549546,59.277609077832814,23.45132743362832,69.93230769230769,39.3103448275862,31.70731707317073,0.0,18.93203883495146,81.65281832472489,60.0,26.315789473684205,40.449438202247194,59.418243434058205,33.2512315270936,51.14916629112213,45.74068371456006
Center Forward,6880,Arnaldo Antonio Sanabria Ayala,Sporting Gijón,1041,2513,36.36363636363637,40.983606557377044,35.13513513513513,26.945820680837464,11.504424778761063,62.65846153846153,34.48275862068966,7.317073170731707,0.0,10.679611650485437,51.40354816977318,69.23,23.444976076555022,35.767790262172284,63.40016944365999,42.857142857142854,38.21541234790446,34.787494940989724
Center Forward,7781,Felipe Salvador Caicedo Corozo,Espanyol,214,2420,21.59090909090909,47.540983606557376,26.12612612612612,35.688029407064086,14.159292035398233,69.80923076923077,48.62068965517241,0.0,16.666666666666664,15.533980582524276,60.27397260273973,70.0,22.24880382775119,26.02996254681648,67.410336063259,11.576354679802957,25.326723749436685,31.49176418895951
Center Forward,8167,Sergio Ezequiel Araújo,Las Palmas,208,1863,28.40909090909091,27.86885245901639,21.62162162162162,34.64919290394758,31.41592920353982,61.53846153846154,43.10344827586207,34.146341463414636,0.0,27.669902912621367,73.6806647204132,40.0,14.354066985645927,47.19101123595507,62.97656029370234,59.11330049261084,33.48355114916629,31.88754578758205
Right Center Forward,8419,Duje Čop,Málaga,223,2327,27.27272727272727,34.42622950819672,24.324324324324323,48.26594214479783,21.68141592920354,41.02153846153846,21.03448275862069,26.82926829268293,0.0,18.446601941747574,76.60004491354144,41.67,8.851674641148325,28.277153558052436,50.77661677492236,36.206896551724135,41.18972510139702,29.78981830885653
Center Forward,8584,Jonathas Cristian de Jesus,Real Sociedad,210,1579,37.49999999999999,40.983606557377044,35.13513513513513,41.0420329231261,28.761061946902654,63.815384615384616,54.82758620689656,26.82926829268293,0.0,26.213592233009713,38.10913990568156,65.0,38.51674641148325,18.726591760299627,57.44140073425588,22.906403940886694,51.64488508337088,35.97427212710502
Center Forward,11542,Javier Guerra Rodríguez,Rayo Vallecano,360,2137,42.04545454545455,50.81967213114753,45.04504504504504,43.75898993127698,35.840707964601776,57.612307692307695,31.724137931034484,0.0,22.222222222222225,39.32038834951457,29.014147765551318,53.849999999999994,52.15311004784687,21.16104868913858,62.072860773792726,28.32512315270936,43.53312302839116,40.19850170187766
Center Forward,19677,Karim Benzema,Real Madrid,220,2405,64.77272727272728,83.60655737704917,80.18018018018017,54.21128336263386,52.21238938053098,67.81538461538462,34.827586206896555,43.90243902439025,16.666666666666664,48.05825242718447,57.42196272176061,52.629999999999995,11.004784688995214,34.73782771535581,79.89268568201075,24.87684729064039,10.635421360973409,58.10635483578188
Center Forward,20542,Álvaro Negredo Sánchez,Valencia,207,1118,44.31818181818181,31.147540983606554,36.03603603603604,14.623621543870863,40.707964601769916,69.56307692307692,35.862068965517246,39.02439024390244,0.0,36.893203883495154,64.20390747810465,90.0,19.37799043062201,16.666666666666668,42.72804292572719,31.77339901477833,20.41460117169896,33.41066015035105
Center Forward,23416,Stefan Šćepović,Getafe,216,1575,24.999999999999996,49.18032786885246,30.630630630630627,60.22055298066166,44.24778761061947,45.34153846153847,13.793103448275861,12.195121951219514,27.77777777777778,45.63106796116506,35.07747585897149,50.0,45.45454545454545,17.134831460674157,55.12567071448743,16.00985221674877,25.326723749436685,35.77748515772489
