main_position,player_id,player_name,team,team_id,minutes_played,dribbles_completed_per90,dribble_success_rate,crosses_completed_per90,key_passes_per90,ball_recoveries_per90,pressures_per90,fouls_won_per90,goal_assists_per90,progressive_carries_per90,goals_scored_per90,goals_minus_xg_per90,progressive_carries_rate,chances_created_per90
Left Midfield,6934,Jerónimo Figueroa Cabrera,Las Palmas,208,1395,44.81481481481481,89.23444976076554,25.69832402234637,42.31974921630094,50.324675324675326,31.656700668308126,38.71733966745843,32.758620689655174,46.78794769755543,0.0,21.21212121212121,23.345035105315933,44.412607449856736
Right Wing,7105,Fabián Ariel Orellana Valenzuela,Celta Vigo,209,3076,54.8148148148148,52.27272727272727,19.553072625698327,35.109717868338564,61.850649350649356,22.265212803376713,59.14489311163895,34.48275862068966,53.09835133598636,21.276595744680854,21.21212121212121,31.14343029087262,38.108882521489974
Left Wing,7900,Tiago Manuel Dias Correia,Rayo Vallecano,360,2510,35.74074074074074,56.060606060606055,60.89385474860334,21.003134796238243,41.396103896103895,24.12944073162153,10.926365795724466,36.206896551724135,44.62762933484935,10.638297872340427,31.818181818181817,75.1755265797392,25.214899713467048
Left Wing,8522,Armindo Tué Na Bangna,Real Sociedad,210,1295,76.85185185185185,75.17942583732057,63.128491620111724,41.692789968652036,72.40259740259741,52.69081955680619,34.204275534441805,10.344827586206897,83.39965889710061,13.829787234042554,13.636363636363638,57.1715145436309,40.11461318051576
Left Wing,8523,Yevhen Konoplyanka,Sevilla,213,1396,45.92592592592592,59.94816586921849,94.41340782122904,64.57680250783699,40.90909090909091,28.209637706647904,35.62945368171022,43.10344827586207,84.13871517907903,26.595744680851062,33.33333333333333,80.46639919759276,66.47564469914039
Left Wing,10755,Jonathan Viera Ramos,Las Palmas,208,3349,31.666666666666664,53.84768740031897,17.877094972067038,48.58934169278997,38.14935064935065,45.585648962363706,50.831353919239895,41.37931034482759,52.075042637862424,27.659574468085108,30.303030303030305,29.087261785356073,51.28939828080229
Right Wing,11539,Adrián Embarba Blázquez,Rayo Vallecano,360,1767,24.074074074074073,33.75199362041467,62.569832402234624,32.288401253918494,50.000000000000014,46.99261343651073,32.066508313539195,34.48275862068966,48.55031267765775,10.638297872340427,18.181818181818183,56.820461384152466,35.24355300859598
Right Wing,18724,Sofiane Feghouli,Valencia,207,1217,15.0,16.387559808612437,71.50837988826815,58.93416927899686,44.15584415584416,31.621526556454445,31.828978622327792,12.06896551724138,40.25014212620807,7.446808510638299,10.606060606060606,56.01805416248745,55.873925501432666
Right Midfield,18867,Matías Nahuel Leiva Esquivel,Villarreal,222,1021,28.518518518518515,43.241626794258366,6.70391061452514,26.959247648902824,42.6948051948052,50.75624340485403,25.17814726840855,13.793103448275865,38.37407617964752,0.0,16.666666666666668,63.214643931795386,27.22063037249283
Left Wing,23785,Théo Bongonda Mbul''Ofeko Batombo,Celta Vigo,209,1306,22.59259259259259,23.066188197767143,12.29050279329609,15.36050156739812,30.194805194805202,18.18501582835033,48.693586698337285,10.344827586206897,44.51392836839113,13.829787234042554,25.757575757575758,71.43931795386158,16.045845272206304
Right Wing,23816,José Antonio Reyes Calderón,Sevilla,213,1306,16.296296296296298,32.25677830940988,54.7486033519553,60.81504702194357,48.05194805194806,58.42419978895532,60.09501187648456,10.344827586206897,37.066515065378056,6.382978723404255,15.151515151515152,51.7803410230692,57.593123209169065
Right Wing,23848,Carlos Carmona Bonet,Sporting Gijón,1041,1488,18.148148148148145,43.241626794258366,30.72625698324022,29.780564263322884,37.5,62.92648610622582,19.952494061757722,31.03448275862069,18.02160318362706,12.76595744680851,24.242424242424242,36.03309929789367,32.664756446991404
Left Wing,23994,Alejandro Menéndez Díez,Sporting Gijón,1041,1028,20.185185185185187,44.77671451355661,31.284916201117312,26.959247648902824,37.98701298701299,46.57052409426663,0.0,13.793103448275865,21.546333143831724,18.085106382978726,39.39393939393939,58.77632898696089,26.934097421203436
Left Wing,24070,Saúl Berjón Pérez,Eibar,322,1489,14.814814814814813,4.7846889952153075,34.07821229050279,58.30721003134796,42.370129870129865,30.320084417868454,6.88836104513064,41.37931034482759,26.208072768618536,25.53191489361702,15.151515151515152,50.125376128385156,60.17191977077364
Right Midfield,25859,Sérgio Paulo Barbosa Valente,Málaga,223,930,42.4074074074074,60.984848484848484,45.81005586592178,100.0,81.33116883116884,44.35455504748505,100.0,15.517241379310345,51.56338828880046,9.574468085106384,15.151515151515152,21.940822467402203,94.26934097421203
Left Wing,25921,Rubén Gracia Calmache,RC Deportivo La Coruña,219,1113,16.851851851851848,38.33732057416267,6.145251396648044,14.106583072100316,27.435064935064936,30.988392543088285,10.688836104513065,0.0,20.409323479249572,0.0,24.242424242424242,35.68204613841524,12.893982808022923
Left Wing,26020,Ángel Lafita Castillo,Getafe,216,1118,19.62962962962963,28.05023923444976,15.083798882681565,11.598746081504704,33.766233766233775,40.41505451987338,35.62945368171022,27.58620689655173,14.269471290505969,25.53191489361702,40.909090909090914,33.27482447342025,15.18624641833811
Left Wing,26723,Álvaro Cejudo Carmona,Real Betis,218,1957,28.148148148148145,45.434609250398715,25.139664804469277,24.137931034482758,58.603896103896105,52.83151600422089,43.23040380047506,15.517241379310345,28.766344513928367,4.255319148936171,27.272727272727277,47.91875626880642,24.641833810888254
Right Midfield,2966,Stéphane Sessègnon,West Bromwich Albion,27,1974,37.96296296296296,66.96570972886762,27.37430167597766,31.03448275862069,68.18181818181817,19.064368624692225,53.44418052256532,15.517241379310345,52.245594087549755,9.574468085106384,34.84848484848485,68.20461384152456,30.945558739255013
Left Wing,2988,Memphis Depay,Manchester United,39,1504,32.407407407407405,47.98644338118022,33.5195530726257,16.300940438871475,47.40259740259741,23.144565599718607,45.13064133016628,0.0,51.27913587265491,11.702127659574469,7.575757575757577,52.15646940822466,14.899713467048711
Left Wing,3043,Christian Dannemann Eriksen,Tottenham Hotspur,38,3094,16.851851851851848,50.61802232854864,32.402234636871505,80.56426332288402,70.2922077922078,41.47027787548364,6.175771971496436,58.62068965517242,41.44400227401933,18.085106382978726,33.33333333333333,35.3309929789368,83.66762177650429
Right Midfield,3049,Matt Ritchie,AFC Bournemouth,28,3108,9.814814814814815,54.08692185007975,37.430167597765355,25.705329153605017,60.876623376623385,47.02778754836441,32.304038004750595,29.31034482758621,21.60318362706083,11.702127659574469,27.272727272727277,8.350050150451349,28.36676217765043
Left Wing,3076,Ayoze Pérez Gutiérrez,Newcastle United,37,2071,42.59259259259259,55.36283891547049,28.49162011173184,29.15360501567399,57.14285714285714,72.42349630671826,43.23040380047506,13.793103448275865,33.882888004548036,27.659574468085108,45.45454545454546,33.70110330992978,29.22636103151862
Right Wing,3091,Moussa Sissoko,Newcastle United,37,3483,33.148148148148145,53.36921850079746,62.01117318435754,34.48275862068966,56.98051948051949,38.586000703482235,13.06413301662708,31.03448275862069,48.20920977828312,2.1276595744680855,19.696969696969695,65.3961885656971,36.67621776504298
Left Midfield,3196,Wahbi Khazri,Sunderland,41,1226,18.88888888888889,45.13556618819777,41.899441340782126,63.00940438871474,36.52597402597403,58.14280689412593,17.577197149643705,12.06896551724138,23.536100056850483,14.893617021276597,42.42424242424242,27.80842527582747,59.598853868194844
Left Wing,3233,Raheem Sterling,Manchester City,36,2150,32.96296296296296,63.59649122807017,8.379888268156426,37.30407523510972,47.88961038961038,29.546253957087583,47.26840855106889,13.793103448275865,46.27629334849346,26.595744680851062,27.272727272727277,51.554663991975914,36.38968481375358
Right Midfield,3286,Nathan Redmond,Norwich City,56,2255,40.925925925925924,74.98006379585325,23.463687150837988,40.125391849529784,47.40259740259741,44.143510376363,29.453681710213775,18.965517241379313,50.54007959067653,24.46808510638298,50.0,57.72316950852559,40.11461318051576
Right Wing,3293,Jesse Lingard,Manchester United,39,1790,7.037037037037036,16.666666666666664,5.58659217877095,15.987460815047022,30.194805194805202,53.64052057685543,17.102137767220903,8.620689655172415,28.254690164866403,21.276595744680854,36.36363636363637,44.03209628886658,16.045845272206304
Right Wing,3294,Juan Manuel Mata García,Manchester United,39,3189,16.666666666666668,79.00717703349282,12.849162011173188,34.48275862068966,37.98701298701299,23.074217376011255,17.102137767220903,24.13793103448276,31.495167708925525,17.021276595744684,30.303030303030305,8.274824473420253,35.53008595988538
Right Wing,3297,Andros Townsend,Newcastle United,37,1131,63.703703703703695,73.92344497607655,59.217877094972074,63.63636363636365,56.33116883116883,61.30847696095674,19.952494061757722,25.862068965517242,73.16657191586128,32.97872340425532,60.60606060606061,58.70110330992979,62.75071633237822
Left Midfield,3307,Marc Albrighton,Leicester City,22,3206,27.59259259259259,69.91626794258373,46.927374301675975,42.31974921630094,43.993506493506494,44.0028139289483,10.926365795724466,32.758620689655174,22.62649232518476,5.319148936170214,27.272727272727277,47.56770310932798,44.412607449856736
Left Wing,3325,Marko Arnautović,Stoke City,30,3100,37.222222222222214,62.858851674641144,22.905027932960895,33.85579937304076,36.201298701298704,33.802321491382344,12.351543942992874,29.31034482758621,28.311540648095505,32.97872340425532,28.787878787878785,16.950852557673013,36.10315186246418
Right Wing,3347,André Ayew Pelé,Swansea City,26,3198,17.222222222222218,46.79027113237639,0.0,8.777429467084637,17.20779220779221,43.05311290889905,43.705463182897866,8.620689655172415,14.553723706651505,35.10638297872341,48.484848484848484,23.946840521564685,9.742120343839542
Left Wing,3385,Alexis Alejandro Sánchez Sánchez,Arsenal,1,2623,61.29629629629628,72.74720893141946,39.10614525139665,50.78369905956114,72.24025974025975,32.043615898698555,54.15676959619952,22.413793103448278,50.4832291074474,46.808510638297875,37.878787878787875,16.449348044132385,50.429799426934096
Right Wing,3449,Wayne Routledge,Swansea City,26,2066,15.185185185185185,62.220893141945766,21.22905027932961,30.721003134796238,20.616883116883116,34.47062961660218,18.52731591448931,6.896551724137932,17.396247868106876,8.510638297872342,24.242424242424242,38.640922768304904,29.22636103151862
Left Wing,3450,Jordan Ayew,Aston Villa,59,2545,51.481481481481474,55.562200956937794,14.52513966480447,9.404388714733543,39.772727272727266,70.69996482588815,30.878859857482187,0.0,30.471859010801595,25.53191489361702,39.39393939393939,22.567703109327983,8.595988538681947
Left Midfield,3463,Junior Stanislas,AFC Bournemouth,28,1606,31.111111111111107,57.63556618819777,44.1340782122905,48.275862068965516,37.98701298701299,36.0182905381639,10.926365795724466,18.965517241379313,42.46731097214326,17.021276595744684,34.84848484848485,44.558676028084236,47.277936962750715
Right Wing,3469,Bakary Sako,Crystal Palace,31,1035,29.629629629629626,50.41866028708133,26.256983240223462,15.67398119122257,51.62337662337663,38.832219486457966,12.351543942992874,13.793103448275865,48.49346219442866,18.085106382978726,27.272727272727277,57.37211634904714,16.9054441260745
Right Wing,3472,Willian Borges da Silva,Chelsea,33,3019,34.44444444444444,82.49601275917065,35.19553072625698,64.89028213166144,50.000000000000014,34.50580372845585,41.33016627078385,34.48275862068966,53.78055713473565,14.893617021276597,34.84848484848485,36.33400200601805,65.32951289398281
Left Wing,3491,Dimitri Payet,West Ham United,40,2739,41.481481481481474,84.23046251993621,66.48044692737429,96.86520376175548,55.032467532467535,18.782975729862816,24.70308788598575,67.24137931034484,44.05912450255827,30.851063829787233,48.484848484848484,35.98294884653962,100.0
Left Wing,3501,Philippe Coutinho Correia,Liverpool,24,2262,33.33333333333333,57.63556618819777,12.29050279329609,47.64890282131661,48.538961038961034,37.35490678860359,25.653206650831358,32.758620689655174,53.72370665150653,32.97872340425532,34.84848484848485,43.731193580742215,48.9971346704871
Right Wing,3507,Wilfried Zaha,Crystal Palace,31,2821,66.1111111111111,68.12200956937798,59.217877094972074,28.840125391849536,69.64285714285715,41.89236721772775,66.9833729216152,5.172413793103448,61.114269471290505,6.382978723404255,27.272727272727277,73.8716148445336,27.22063037249283
Left Midfield,3514,James McClean,West Bromwich Albion,27,2633,17.962962962962962,50.91706539074959,58.10055865921788,26.01880877742947,30.194805194805202,50.01758705592684,26.12826603325416,10.344827586206897,30.98351335986356,6.382978723404255,28.787878787878785,71.86559679037113,25.78796561604585
Right Wing,3533,Xherdan Shaqiri,Stoke City,30,2534,23.518518518518515,45.673843700159495,26.81564245810056,41.692789968652036,31.49350649350649,15.371086880056279,17.577197149643705,29.31034482758621,23.42239909039227,10.638297872340427,31.818181818181817,20.13540621865597,43.266475644699135
Right Wing,3585,Erik Lamela,Tottenham Hotspur,38,2624,18.703703703703702,42.743221690590104,10.614525139664805,62.695924764890286,40.42207792207792,61.83608863876188,27.078384798099762,46.55172413793104,24.161455372370668,18.085106382978726,25.757575757575758,14.343029087261783,65.0429799426934
Left Wing,3589,Yannick Bolasie Yala,Crystal Palace,31,2163,52.037037037037024,56.10047846889952,57.54189944134078,23.824451410658305,52.75974025974026,24.90327119240239,29.216152019002372,20.689655172413794,53.666856168277434,21.276595744680854,33.33333333333333,75.35105315947844,25.50143266475645
Left Wing,3621,Eden Hazard,Chelsea,33,2355,48.88888888888888,82.99441786283892,35.19553072625698,68.02507836990596,48.538961038961034,14.80830109039747,62.23277909738717,18.965517241379313,85.21887436043205,15.957446808510639,39.39393939393939,49.02206619859577,65.61604584527221
Right Wing,3635,Jordon Ibe,Liverpool,24,1125,61.11111111111111,62.220893141945766,32.960893854748605,39.18495297805642,75.00000000000001,40.872317973971164,22.090261282660336,13.793103448275865,80.50028425241614,8.510638297872342,25.757575757575758,45.51153460381143,37.82234957020057
Left Midfield,3646,Marc Pugh,AFC Bournemouth,28,1408,28.888888888888886,41.347687400318975,32.402234636871505,17.86833855799373,38.14935064935065,34.365107281041155,32.066508313539195,20.689655172413794,50.198976691301866,20.21276595744681,33.33333333333333,54.56369107321966,20.057306590257877
Left Wing,3668,Theo Walcott,Arsenal,1,1404,26.666666666666668,56.29984051036683,15.083798882681565,20.06269592476489,25.974025974025977,18.04431938093563,32.304038004750595,20.689655172413794,25.582717453098354,34.04255319148937,13.636363636363638,60.83249749247742,22.063037249283667
