main_position,player_id,player_name,team,team_id,minutes_played,saves_per90,save_percentage,xg_against_minus_goals_conceded_per90,keeper_sweeper_per90,penalty_save_percentage,aerial_dominance_index_per90,pass_completion_rate,rating,rating_normalizado,tackle_success_rate,tackles_successful_per90,interceptions_per90,interception_success_rate,pressures_per90,chances_created_per90,progressive_carries_per90,crosses_completed_per90,duels_won_per90,fouls_committed_per90,goals_scored_per90,goal_assists_per90,clearances_per90,blocks_per90,times_dribbled_past_per90,progressive_passes_per90,duel_success_rate,ball_recoveries_per90,dribbles_completed_per90,dribble_success_rate,key_passes_per90,shots_total_per90,xg_total_per90,fouls_won_per90,goals_minus_xg_per90,progressive_carries_rate,shot_accuracy,penalties_won_per90,headed_shot_duel_rate
Goalkeeper,6730,Rubén Iván Martínez Andrade,Levante UD,221,1396,44.027303754266214,11.227364185110664,22.3404255319149,34.71502590673576,33.33,15.745856353591162,38.1665932128691,50.073227166927595,49.22447133167288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goalkeeper,6792,Pau López Sabata,Espanyol,214,3259,49.829351535836174,20.44265593561368,29.787234042553205,48.70466321243524,0.0,36.04972375690608,37.5275451740855,56.91092081436362,51.218425379461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goalkeeper,6823,Sergio Rico González,Sevilla,213,3166,57.679180887372006,61.52917505030185,58.51063829787234,28.497409326424876,0.0,46.40883977900553,62.7148523578669,98.38958255150669,63.31410408811795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goalkeeper,6884,Sergio Álvarez Conde,Celta Vigo,209,2795,49.488054607508516,33.8430583501006,42.553191489361716,48.186528497409334,25.0,41.4364640883978,43.74173644777435,72.07141344804326,55.63940812774819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goalkeeper,6898,Jaume Doménech Sánchez,Valencia,207,1579,76.45051194539248,81.60965794768615,80.85106382978724,18.134715025906736,100.0,12.569060773480665,45.130013221683555,101.96242463103928,64.3559879884391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goalkeeper,8697,Andrés Eduardo Fernández Moreno,Granada,1049,3455,42.66211604095563,14.004024144869206,28.723404255319164,41.96891191709845,0.0,48.61878453038675,41.22961657117673,57.839870823003224,51.48931842109563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goalkeeper,10763,Asier Riesgo Unamuno,Eibar,322,3159,31.39931740614334,10.663983903420519,41.48936170212767,69.94818652849742,25.0,56.76795580110499,21.022476862053765,50.593690721008265,49.376244789785396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goalkeeper,23843,Diego Mariño Villar,Levante UD,221,2144,64.16382252559725,33.44064386317909,34.04255319148937,48.70466321243524,0.0,37.43093922651934,69.56809167033936,87.21254517793665,60.05474500266579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goalkeeper,24255,Juan Carlos Martín Corral,Rayo Vallecano,360,1767,66.89419795221842,30.181086519114697,18.08510638297874,81.86528497409327,25.0,34.25414364640884,71.77170559717936,84.89259662454342,59.37821998601296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goalkeeper,25144,Diego Alves Carreira,Valencia,207,1209,67.91808873720136,47.2032193158954,51.06382978723405,9.844559585492227,0.0,7.044198895027624,59.277214631996465,84.49746197625045,59.26299395045043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
