player_id,player,ultimo_equipo,ultimo_team_id,competicion
40464,Moritz Hartmann,Ingolstadt,189,Germany - 1. Bundesliga
40467,Peter Niemeyer,Darmstadt 98,872,Germany - 1. Bundesliga
40468,Cleber Janderson Pereira Reis,Hamburger SV,171,Germany - 1. Bundesliga
40469,Marcel Schäfer,Wolfsburg,179,Germany - 1. Bundesliga
40470,Georg Niedermeier,VfB Stuttgart,174,Germany - 1. Bundesliga
40473,Artoms Rudņevs,Hamburger SV,171,Germany - 1. Bundesliga
40474,Jens Hegeler,Hertha Berlin,173,Germany - 1. Bundesliga
40477,Jan Rosenthal,Darmstadt 98,872,Germany - 1. Bundesliga
40479,Janek Sternberg,Werder Bremen,176,Germany - 1. Bundesliga
40480,Markus Feulner,Augsburg,172,Germany - 1. Bundesliga
40481,Dominik Stroh-Engel,Darmstadt 98,872,Germany - 1. Bundesliga
40483,Benjamin Gorka,Darmstadt 98,872,Germany - 1. Bundesliga
42301,Maximilian Beister,FSV Mainz 05,177,Germany - 1. Bundesliga
42462,Alexander Manninger,Augsburg,172,Germany - 1. Bundesliga
43055,Arianit Ferati,VfB Stuttgart,174,Germany - 1. Bundesliga
49010,Valmir Sulejmani,Hannover 96,178,Germany - 1. Bundesliga
49081,Sascha Mölders,Augsburg,172,Germany - 1. Bundesliga
51388,Assani Lukimya-Mulongoti,Werder Bremen,176,Germany - 1. Bundesliga
108336,Júnior Enrique Díaz Campbell,Darmstadt 98,872,Germany - 1. Bundesliga
155655,Václav Kadlec,Eintracht Frankfurt,184,Germany - 1. Bundesliga
352950,Florian Kohls,Hertha Berlin,173,Germany - 1. Bundesliga
400612,Marco Sailer,Darmstadt 98,872,Germany - 1. Bundesliga
400613,Leon Andreasen,Hannover 96,178,Germany - 1. Bundesliga
400614,Christian Schulz,Hannover 96,178,Germany - 1. Bundesliga
400619,Stefan Reinartz,Eintracht Frankfurt,184,Germany - 1. Bundesliga
400620,Tobias Werner,Augsburg,172,Germany - 1. Bundesliga
400621,Tohouri Zahoui Constant Djakpa,Eintracht Frankfurt,184,Germany - 1. Bundesliga
400622,Joel Gerezgiher,Eintracht Frankfurt,184,Germany - 1. Bundesliga
400623,Ronny Heberson Furtado de Araújo,Hertha Berlin,173,Germany - 1. Bundesliga
400627,Dario Kresic,Bayer Leverkusen,904,Germany - 1. Bundesliga
400654,Roel Brouwers,Borussia Mönchengladbach,185,Germany - 1. Bundesliga
400805,Stefan Wannenwetsch,Ingolstadt,189,Germany - 1. Bundesliga
400873,Mustafa Batuhan Altıntaş,Hamburger SV,171,Germany - 1. Bundesliga
400983,Devante James Parker,FSV Mainz 05,177,Germany - 1. Bundesliga
401376,Özkan Yıldırım,Werder Bremen,176,Germany - 1. Bundesliga
401501,David Yelldell,Bayer Leverkusen,904,Germany - 1. Bundesliga
3023,Yuri Berchiche Izeta,Real Sociedad,210,Spain - La Liga
3063,Danilo Luiz da Silva,Real Madrid,220,Spain - La Liga
3130,Gaël Kakuta,Sevilla,213,Spain - La Liga
3160,Rene Krhin,Granada,1049,Spain - La Liga
3240,Mathew Ryan,Valencia,207,Spain - La Liga
3253,Adil Rami,Sevilla,213,Spain - La Liga
3292,Abdoulaye Doucouré,Granada,1049,Spain - La Liga
3302,Nordin Amrabat,Málaga,223,Spain - La Liga
3324,Eric Bertrand Bailly,Villarreal,222,Spain - La Liga
3379,Alphonse Areola,Villarreal,222,Spain - La Liga
3486,Fernando Llorente Torres,Sevilla,213,Spain - La Liga
3497,Vicente Iborra De La Fuente,Sevilla,213,Spain - La Liga
3508,Sandro Ramírez Castillo,Barcelona,217,Spain - La Liga
3610,Roque Mesa Quevedo,Las Palmas,208,Spain - La Liga
3637,Grzegorz Krychowiak,Sevilla,213,Spain - La Liga
3638,Shkodran Mustafi,Valencia,207,Spain - La Liga
3990,Jesé Rodríguez Ruiz,Real Madrid,220,Spain - La Liga
4320,Neymar da Silva Santos Junior,Barcelona,217,Spain - La Liga
4324,Daniel Alves da Silva,Barcelona,217,Spain - La Liga
4353,Aymeric Laporte,Athletic Club,215,Spain - La Liga
4418,Matheus Dória Macedo,Granada,1049,Spain - La Liga
4498,Jean-Sylvain Claude Babin,Granada,1049,Spain - La Liga
4546,Dimitri Foulquier,Granada,1049,Spain - La Liga
4558,Pape Cheikh Diop Gueye,Celta Vigo,209,Spain - La Liga
4691,Claudio Andrés Bravo Muñoz,Barcelona,217,Spain - La Liga
4741,Juan Rafael Fuentes Hernández,Espanyol,214,Spain - La Liga
4788,Jesús Gámez Duarte,Atlético Madrid,212,Spain - La Liga
4926,Francisco Román Alarcón Suárez,Real Madrid,220,Spain - La Liga
5199,Jorge Resurrección Merodio,Atlético Madrid,212,Spain - La Liga
5200,Lucas Vázquez Iglesias,Real Madrid,220,Spain - La Liga
5201,Sergio Ramos García,Real Madrid,220,Spain - La Liga
5202,José Ignacio Fernández Iglesias,Real Madrid,220,Spain - La Liga
5203,Sergio Busquets i Burgos,Barcelona,217,Spain - La Liga
5207,Cristiano Ronaldo dos Santos Aveiro,Real Madrid,220,Spain - La Liga
5211,Jordi Alba Ramos,Barcelona,217,Spain - La Liga
5213,Gerard Piqué Bernabéu,Barcelona,217,Spain - La Liga
5216,Andrés Iniesta Luján,Barcelona,217,Spain - La Liga
5217,Iago Aspas Juncal,Celta Vigo,209,Spain - La Liga
5246,Luis Alberto Suárez Díaz,Barcelona,217,Spain - La Liga
5249,Diego Roberto Godín Leal,Atlético Madrid,212,Spain - La Liga
5259,José María Giménez de Vargas,Atlético Madrid,212,Spain - La Liga
5456,Mateo Kovačić,Real Madrid,220,Spain - La Liga
5463,Luka Modrić,Real Madrid,220,Spain - La Liga
5470,Ivan Rakitić,Barcelona,217,Spain - La Liga
5484,Lucas Hernández Pi,Atlético Madrid,212,Spain - La Liga
5485,Raphaël Varane,Real Madrid,220,Spain - La Liga
5487,Antoine Griezmann,Atlético Madrid,212,Spain - La Liga
5503,Lionel Andrés Messi Cuccittini,Barcelona,217,Spain - La Liga
5504,Éver Maximiliano David Banega,Sevilla,213,Spain - La Liga
5506,Javier Alejandro Mascherano,Barcelona,217,Spain - La Liga
5539,Carlos Henrique Casimiro,Real Madrid,220,Spain - La Liga
5552,Marcelo Vieira da Silva Júnior,Real Madrid,220,Spain - La Liga
5560,Carlos Alberto Vela Garrido,Real Sociedad,210,Spain - La Liga
5574,Toni Kroos,Real Madrid,220,Spain - La Liga
5577,Francisco Guillermo Ochoa Magaña,Málaga,223,Spain - La Liga
5582,Celso Borges Mora,RC Deportivo La Coruña,219,Spain - La Liga
5588,Antonio Rukavina,Villarreal,222,Spain - La Liga
5597,Keylor Navas Gamboa,Real Madrid,220,Spain - La Liga
5598,Óscar Esau Duarte Gaitán,Espanyol,214,Spain - La Liga
5633,Yannick Ferreira Carrasco,Atlético Madrid,212,Spain - La Liga
5671,Alfred John Momar N''Diaye,Real Betis,218,Spain - La Liga
5678,Jefferson Andrés Lerma Solís,Levante UD,221,Spain - La Liga
5695,James David Rodríguez Rubio,Real Madrid,220,Spain - La Liga
5718,Rodrigo Moreno Machado,Valencia,207,Spain - La Liga
5719,Marco Asensio Willemsen,Espanyol,214,Spain - La Liga
5721,Daniel Carvajal Ramos,Real Madrid,220,Spain - La Liga
5724,Fayçal Fajr,RC Deportivo La Coruña,219,Spain - La Liga
5737,Steven N''Kemboanza Mike Christopher Nzonzi,Sevilla,213,Spain - La Liga
5741,Enzo Nicolás Pérez,Valencia,207,Spain - La Liga
6038,John Guidetti,Celta Vigo,209,Spain - La Liga
6320,Filipe Luís Kasmirski,Atlético Madrid,212,Spain - La Liga
6332,Thomas Vermaelen,Barcelona,217,Spain - La Liga
6356,Michael Krohn-Dehli,Sevilla,213,Spain - La Liga
6357,Jonathan dos Santos Ramírez,Villarreal,222,Spain - La Liga
6375,Juan Francisco Torres Belén,Atlético Madrid,212,Spain - La Liga
6376,Stefan Savić,Atlético Madrid,212,Spain - La Liga
6377,Ángel Martín Correa,Atlético Madrid,212,Spain - La Liga
6378,Jan Oblak,Atlético Madrid,212,Spain - La Liga
6379,Sergi Roberto Carnicer,Barcelona,217,Spain - La Liga
6381,Saúl Ñíguez Esclapez,Atlético Madrid,212,Spain - La Liga
6382,Fernando José Torres Sanz,Atlético Madrid,212,Spain - La Liga
6383,Thomas Teye Partey,Atlético Madrid,212,Spain - La Liga
6384,Gabriel Fernández Arenas,Atlético Madrid,212,Spain - La Liga
6386,Eneko Bóveda Altube,Athletic Club,215,Spain - La Liga
6388,Ander Iturraspe Derteano,Athletic Club,215,Spain - La Liga
6389,Mikel San José Domínguez,Athletic Club,215,Spain - La Liga
6390,Markel Susaeta Laskurain,Athletic Club,215,Spain - La Liga
6392,Íñigo Lekue Martínez,Athletic Club,215,Spain - La Liga
6393,Iñaki Williams Arthuer,Athletic Club,215,Spain - La Liga
6394,Aritz Aduriz Zubeldia,Athletic Club,215,Spain - La Liga
6396,Beñat Etxebarria Urkiaga,Athletic Club,215,Spain - La Liga
6399,Gareth Frank Bale,Real Madrid,220,Spain - La Liga
6400,Aleix Vidal Parreu,Barcelona,217,Spain - La Liga
6401,Kevin Gameiro,Sevilla,213,Spain - La Liga
6402,Francisco Alcácer García,Valencia,207,Spain - La Liga
6557,Adrián González Morales,Eibar,322,Spain - La Liga
6559,Juan Carlos Pérez López,Málaga,223,Spain - La Liga
6561,Luis Hernández Rodríguez,Sporting Gijón,1041,Spain - La Liga
6563,Juan Pablo Añor Acosta,Málaga,223,Spain - La Liga
6566,Borja González Tomás,Eibar,322,Spain - La Liga
6569,Roberto José Rosales Altuve,Málaga,223,Spain - La Liga
6573,Bernardo José Espinosa Zúñiga,Sporting Gijón,1041,Spain - La Liga
6576,Gorka Iraizoz Moreno,Athletic Club,215,Spain - La Liga
6580,José Luis García del Pozo,Málaga,223,Spain - La Liga
6581,Jonathan Rodríguez Menéndez,Sporting Gijón,1041,Spain - La Liga
6592,Rúben Miguel Nunes Vezo,Valencia,207,Spain - La Liga
6594,Santiago Mina Lorenzo,Valencia,207,Spain - La Liga
6595,Daniel Parejo Muñoz,Valencia,207,Spain - La Liga
6596,José Luis Gayà Peña,Valencia,207,Spain - La Liga
6599,Rubén Salvador Pérez Del Mármol,Granada,1049,Spain - La Liga
6602,Miguel Ángel Guerrero Martín,Sporting Gijón,1041,Spain - La Liga
6605,Joseba Zaldúa Bengoetxea,Real Sociedad,210,Spain - La Liga
6606,Javier Eraso Goñi,Athletic Club,215,Spain - La Liga
6608,Nabil El Zhar,Las Palmas,208,Spain - La Liga
6610,Iván Cuéllar Sacristán,Sporting Gijón,1041,Spain - La Liga
6612,Rubén Duarte Sánchez,Espanyol,214,Spain - La Liga
6614,Alexis Ruano Delgado,Getafe,216,Spain - La Liga
6616,Munir El Haddadi Mohamed,Barcelona,217,Spain - La Liga
6617,Ibai Gómez Pérez,Athletic Club,215,Spain - La Liga
6622,Tomás Pina Isla,Villarreal,222,Spain - La Liga
6624,Jorge Franco Alviz,Espanyol,214,Spain - La Liga
6625,Vicente Guaita Panadero,Getafe,216,Spain - La Liga
6626,Mubarak Wakaso,Las Palmas,208,Spain - La Liga
6627,Damián Nicolás Suárez Suárez,Getafe,216,Spain - La Liga
6630,Jorge Molina Vidal,Real Betis,218,Spain - La Liga
6633,Markel Bergara Larrañaga,Real Sociedad,210,Spain - La Liga
6647,Zouhair Feddal,Levante UD,221,Spain - La Liga
6649,Óscar de Marcos Arana,Athletic Club,215,Spain - La Liga
6654,Antonio Adán Garrido,Real Betis,218,Spain - La Liga
6655,Fabián Ruiz Peña,Real Betis,218,Spain - La Liga
6656,Mikel Rico Moreno,Athletic Club,215,Spain - La Liga
6659,Víctor Camarasa Ferrando,Levante UD,221,Spain - La Liga
6662,Iago Herrerín Buisán,Athletic Club,215,Spain - La Liga
6663,Antonio Barragán Fernández,Valencia,207,Spain - La Liga
6665,Íñigo Martínez Berridi,Real Sociedad,210,Spain - La Liga
6666,Sabin Merino Zuloaga,Athletic Club,215,Spain - La Liga
6668,José Luis Morales Nogales,Levante UD,221,Spain - La Liga
6669,David Zurutuza Veillet,Real Sociedad,210,Spain - La Liga
6671,Asier Illarramendi Andonegi,Real Sociedad,210,Spain - La Liga
6672,Jorge Andújar Moreno,Sevilla,213,Spain - La Liga
6673,Sergio Canales Madrazo,Real Sociedad,210,Spain - La Liga
6674,Alberto De La Bella Madureño,Real Sociedad,210,Spain - La Liga
6675,Antonio Manuel Luna Rodríguez,Eibar,322,Spain - La Liga
6677,Imanol Agirretxe Arruti,Real Sociedad,210,Spain - La Liga
6679,Aritz Elustondo Irribaria,Real Sociedad,210,Spain - La Liga
6680,Rubén Rochina Naixes,Granada,1049,Spain - La Liga
6684,Roger Martí Salvador,Levante UD,221,Spain - La Liga
6685,Mikel Oyarzabal Ugarte,Real Sociedad,210,Spain - La Liga
6690,Xabier Prieto Argarate,Real Sociedad,210,Spain - La Liga
6692,Oier Olazábal Paredes,Real Sociedad,210,Spain - La Liga
6694,Gerónimo Rulli,Real Sociedad,210,Spain - La Liga
6697,Daniel Ceballos Fernández,Real Betis,218,Spain - La Liga
6699,Ander Capa Rodríguez,Eibar,322,Spain - La Liga
6700,Sergio Enrich Ametller,Eibar,322,Spain - La Liga
6701,Joan Jordán Moreno,Espanyol,214,Spain - La Liga
6702,David Rodríguez Lombán,Granada,1049,Spain - La Liga
6706,Francisco Casilla Cortés,Real Madrid,220,Spain - La Liga
6707,Charles Días Barbosa de Oliveira,Málaga,223,Spain - La Liga
6709,Anaitz Arbilla Zabala,Espanyol,214,Spain - La Liga
6712,Gonzalo Escalante,Eibar,322,Spain - La Liga
6713,Diego Javier Llorente Ríos,Rayo Vallecano,360,Spain - La Liga
6718,Sergio Escudero Palomo,Sevilla,213,Spain - La Liga
6720,Pablo Sarabia García,Getafe,216,Spain - La Liga
6721,Willian José da Silva,Las Palmas,208,Spain - La Liga
6724,Manuel Agudo Durán,Celta Vigo,209,Spain - La Liga
6725,Zakaria Bakkali,Valencia,207,Spain - La Liga
6727,Raúl Albentosa Redal,Málaga,223,Spain - La Liga
6728,Federico Nicolás Cartabia,RC Deportivo La Coruña,219,Spain - La Liga
6730,Rubén Iván Martínez Andrade,Levante UD,221,Spain - La Liga
6732,Lucas Pérez Martínez,RC Deportivo La Coruña,219,Spain - La Liga
6733,Pedro Mosquera Parada,RC Deportivo La Coruña,219,Spain - La Liga
6734,Luis Carlos Correia Pinto,RC Deportivo La Coruña,219,Spain - La Liga
6735,Adrián López Álvarez,Villarreal,222,Spain - La Liga
6736,Álvaro Medrán Just,Getafe,216,Spain - La Liga
6737,Alfonso Pedraza Sag,Villarreal,222,Spain - La Liga
6738,Juan Francisco Moreno Fuertes,RC Deportivo La Coruña,219,Spain - La Liga
6742,Sergio Gontán Gallardo,Eibar,322,Spain - La Liga
6744,Luciano Vietto,Atlético Madrid,212,Spain - La Liga
6745,Mehdi Lacen,Getafe,216,Spain - La Liga
6751,Javier Fuego Martínez,Valencia,207,Spain - La Liga
6752,Víctor Ruíz Torre,Villarreal,222,Spain - La Liga
6755,Sergio Asenjo Andrés,Villarreal,222,Spain - La Liga
6758,Víctor Sánchez Mata,Espanyol,214,Spain - La Liga
6761,Leonardo Carrilho Baptistão,Villarreal,222,Spain - La Liga
6762,Álvaro González Soberón,Espanyol,214,Spain - La Liga
6763,Pablo Daniel Piatti,Valencia,207,Spain - La Liga
6764,Pablo Fornals Malla,Málaga,223,Spain - La Liga
6766,Gerard Moreno Balaguero,Espanyol,214,Spain - La Liga
6770,Esteban Félix Granero Molina,Real Sociedad,210,Spain - La Liga
6771,Manuel Trigueros Muñoz,Villarreal,222,Spain - La Liga
6772,Mario Gaspar Pérez Martínez,Villarreal,222,Spain - La Liga
6775,Daniel García Carrillo,Eibar,322,Spain - La Liga
6776,David Juncà Reñé,Eibar,322,Spain - La Liga
6777,Sidnei Rechel da Silva Júnior,RC Deportivo La Coruña,219,Spain - La Liga
6778,Iván Ramis Barrios,Eibar,322,Spain - La Liga
6783,Samuel García Sánchez,Villarreal,222,Spain - La Liga
6784,Antonio García Aranda,Levante UD,221,Spain - La Liga
6787,Pedro López Muñoz,Levante UD,221,Spain - La Liga
6788,Xabier Etxeita Gorritxategi,Athletic Club,215,Spain - La Liga
6789,Mikel Balenziaga Oruesagasti,Athletic Club,215,Spain - La Liga
6791,Javier López Rodríguez,Espanyol,214,Spain - La Liga
6792,Pau López Sabata,Espanyol,214,Spain - La Liga
6794,Gustavo Daniel Cabral Cáceres,Celta Vigo,209,Spain - La Liga
6795,Rubén Blanco Veiga,Celta Vigo,209,Spain - La Liga
6796,Nemanja Radoja,Celta Vigo,209,Spain - La Liga
6797,Daniel Wass,Celta Vigo,209,Spain - La Liga
6801,Pedro Pablo Hernández,Celta Vigo,209,Spain - La Liga
6802,Jonathan Castro Otto,Celta Vigo,209,Spain - La Liga
6804,Sergi Gómez Solà,Celta Vigo,209,Spain - La Liga
6805,Hugo Mallo Novegil,Celta Vigo,209,Spain - La Liga
6807,Roberto Suárez Pier,RC Deportivo La Coruña,219,Spain - La Liga
6823,Sergio Rico González,Sevilla,213,Spain - La Liga
6825,Daniel Filipe Martins Carriço,Sevilla,213,Spain - La Liga
6828,Jaume Vicent Costa Jordá,Villarreal,222,Spain - La Liga
6829,Samuel Castillejo Azuaga,Villarreal,222,Spain - La Liga
6832,Rubén Castro Martín,Real Betis,218,Spain - La Liga
6834,Gerard Gumbau Garriga,Barcelona,217,Spain - La Liga
6837,Mauro Javier Dos Santos,Eibar,322,Spain - La Liga
6838,Hernán Arsenio Pérez González,Espanyol,214,Spain - La Liga
6840,Marcos Llorente Moreno,Real Madrid,220,Spain - La Liga
6841,Víctor Machín Pérez,Sevilla,213,Spain - La Liga
6842,Iker Muniain Goñi,Athletic Club,215,Spain - La Liga
6845,Ager Aketxe Barrutia,Athletic Club,215,Spain - La Liga
6852,Jozabed Sánchez Ruiz,Rayo Vallecano,360,Spain - La Liga
6856,Carlos Martín Vigaray,Getafe,216,Spain - La Liga
6860,Mariano Damián Barbosa,Villarreal,222,Spain - La Liga
6861,Juan Torres Ruiz,Getafe,216,Spain - La Liga
6862,Cédric Bakambu,Villarreal,222,Spain - La Liga
6865,Francisco José Molinero Calderón,Real Betis,218,Spain - La Liga
6869,Alejandro Arribas Garrido,RC Deportivo La Coruña,219,Spain - La Liga
6872,Bruno González Cabrera,Real Betis,218,Spain - La Liga
6873,Francisco Portillo Soler,Real Betis,218,Spain - La Liga
6878,Miguel Torres Gómez,Málaga,223,Spain - La Liga
6880,Arnaldo Antonio Sanabria Ayala,Sporting Gijón,1041,Spain - La Liga
6884,Sergio Álvarez Conde,Celta Vigo,209,Spain - La Liga
6890,Andreu Fontàs Prat,Celta Vigo,209,Spain - La Liga
6898,Jaume Doménech Sánchez,Valencia,207,Spain - La Liga
6899,Rubén Pardo Gutiérrez,Real Sociedad,210,Spain - La Liga
6907,Pedro León Sánchez Gil,Getafe,216,Spain - La Liga
6913,Fernando Navarro i Corbacho,RC Deportivo La Coruña,219,Spain - La Liga
6914,Roberto Román Triguero,Rayo Vallecano,360,Spain - La Liga
6918,Isaac Ajayi Success,Granada,1049,Spain - La Liga
6926,Alen Halilović,Sporting Gijón,1041,Spain - La Liga
6927,David García Santana,Las Palmas,208,Spain - La Liga
6928,Pedro Taunausú Domínguez Placeres,Las Palmas,208,Spain - La Liga
6929,José Vicente Gómez Umpiérrez,Las Palmas,208,Spain - La Liga
6932,Dani Castellano Betancor,Las Palmas,208,Spain - La Liga
6934,Jerónimo Figueroa Cabrera,Las Palmas,208,Spain - La Liga
6935,Adrián Marín Gómez,Villarreal,222,Spain - La Liga
6998,Rafael Alcântara do Nascimento,Barcelona,217,Spain - La Liga
7005,João Pedro Cavaco Cancelo,Valencia,207,Spain - La Liga
7034,Mateo Pablo Musacchio,Villarreal,222,Spain - La Liga
7068,Marc Bartra Aregall,Barcelona,217,Spain - La Liga
7105,Fabián Ariel Orellana Valenzuela,Celta Vigo,209,Spain - La Liga
7154,Sebastián Carlos Cristóforo Pepe,Sevilla,213,Spain - La Liga
7158,Cristiano Biraghi,Granada,1049,Spain - La Liga
7161,Germán Alejandro Pezzella,Real Betis,218,Spain - La Liga
7170,Simone Verdi,Eibar,322,Spain - La Liga
7577,Carles Planas Antolínez,Celta Vigo,209,Spain - La Liga
7781,Felipe Salvador Caicedo Corozo,Espanyol,214,Spain - La Liga
7782,Luis Alberto Romero Alconchel,RC Deportivo La Coruña,219,Spain - La Liga
7788,Ciro Immobile,Sevilla,213,Spain - La Liga
7797,Rodrigo Javier De Paul,Valencia,207,Spain - La Liga
7900,Tiago Manuel Dias Correia,Rayo Vallecano,360,Spain - La Liga
7904,Javi Castellano Betancor,Las Palmas,208,Spain - La Liga
7905,Raúl Lizoáin Cruz,Las Palmas,208,Spain - La Liga
7906,David Simón Rodríguez Santana,Las Palmas,208,Spain - La Liga
7907,Pedro Bigas Rigo,Las Palmas,208,Spain - La Liga
7909,Nicolás Martín Pareja,Sevilla,213,Spain - La Liga
7948,Marco Andreolli,Sevilla,213,Spain - La Liga
8167,Sergio Ezequiel Araújo,Las Palmas,208,Spain - La Liga
8234,Ignacio Camacho Barnola,Málaga,223,Spain - La Liga
8264,Adnane Tighadouini,Málaga,223,Spain - La Liga
8419,Duje Čop,Málaga,223,Spain - La Liga
8440,Aythami Artiles Oliva,Las Palmas,208,Spain - La Liga
8522,Armindo Tué Na Bangna,Real Sociedad,210,Spain - La Liga
8523,Yevhen Konoplyanka,Sevilla,213,Spain - La Liga
8584,Jonathas Cristian de Jesus,Real Sociedad,210,Spain - La Liga
8697,Andrés Eduardo Fernández Moreno,Granada,1049,Spain - La Liga
8724,Carlos Martínez Díez,Real Sociedad,210,Spain - La Liga
8801,Iván López Mendoza,Levante UD,221,Spain - La Liga
8803,Daniel Giménez Hernández,Real Betis,218,Spain - La Liga
8818,Jorge Meré Pérez,Sporting Gijón,1041,Spain - La Liga
8866,Carlos Fernández Luna,Sevilla,213,Spain - La Liga
9246,Patrick Ebert,Rayo Vallecano,360,Spain - La Liga
9403,Izet Hajrović,Eibar,322,Spain - La Liga
10037,Danilo Barbosa da Silva,Valencia,207,Spain - La Liga
10476,Timothée Kolodziejczak,Sevilla,213,Spain - La Liga
10609,Jérémy Mathieu,Barcelona,217,Spain - La Liga
10727,Răzvan Dincă Raț,Rayo Vallecano,360,Spain - La Liga
10754,Héctor Hernández Ortega,Real Sociedad,210,Spain - La Liga
10755,Jonathan Viera Ramos,Las Palmas,208,Spain - La Liga
10763,Asier Riesgo Unamuno,Eibar,322,Spain - La Liga
10802,André Filipe Tavares Gomes,Valencia,207,Spain - La Liga
10852,Miguel Filipe Nunes Cardoso,RC Deportivo La Coruña,219,Spain - La Liga
10868,Ricardo Jorge Luz Horta,Málaga,223,Spain - La Liga
11094,Arda Turan,Barcelona,217,Spain - La Liga
11146,Luis Carlos Fariña Olivera,Rayo Vallecano,360,Spain - La Liga
11212,Fábio Ricardo Gomes Fonseca,Málaga,223,Spain - La Liga
11298,José Ignacio Martínez García,Rayo Vallecano,360,Spain - La Liga
11537,Alberto García Cabrera,Sporting Gijón,1041,Spain - La Liga
11539,Adrián Embarba Blázquez,Rayo Vallecano,360,Spain - La Liga
11543,José Antonio Dorado Ramírez,Rayo Vallecano,360,Spain - La Liga
11634,Cristiano Piccini,Real Betis,218,Spain - La Liga
11675,Moisés Gómez Bordonado,Getafe,216,Spain - La Liga
11813,Emiliano Buendía,Getafe,216,Spain - La Liga
12021,Óliver Torres Muñoz,Atlético Madrid,212,Spain - La Liga
12191,Gorka Elustondo Urkola,Athletic Club,215,Spain - La Liga
13107,Sergio Álvarez Díaz,Sporting Gijón,1041,Spain - La Liga
13552,Borja Fernández Fernández,Celta Vigo,209,Spain - La Liga
15297,Mickaël Ciani,Espanyol,214,Spain - La Liga
15602,Juan Carlos Valerón Santana,Las Palmas,208,Spain - La Liga
15805,Hernán Daniel Santana Trujillo,Las Palmas,208,Spain - La Liga
15893,Víctor Rodríguez Romero,Getafe,216,Spain - La Liga
16338,Uche Henry Agbo,Granada,1049,Spain - La Liga
16456,Enzo Pablo Roco Roco,Espanyol,214,Spain - La Liga
16539,Diego Antonio Reyes Rosales,Real Sociedad,210,Spain - La Liga
16622,Mikel González de Martín Martínez,Real Sociedad,210,Spain - La Liga
16723,Egor Filipenko,Málaga,223,Spain - La Liga
17054,Emiliano Daniel Velázquez Maldonado,Getafe,216,Spain - La Liga
17622,Jackson Arley Martínez Valencia,Atlético Madrid,212,Spain - La Liga
18398,Omar Mascarell González,Sporting Gijón,1041,Spain - La Liga
18407,José Alberto Cañas Ruiz Herrera,Espanyol,214,Spain - La Liga
18721,Robert Ibáñez Castro,Granada,1049,Spain - La Liga
18724,Sofiane Feghouli,Valencia,207,Spain - La Liga
18867,Matías Nahuel Leiva Esquivel,Villarreal,222,Spain - La Liga
18925,Ignacio Cases Mora,Sporting Gijón,1041,Spain - La Liga
19431,Fernando Damián Tissone,Málaga,223,Spain - La Liga
19677,Karim Benzema,Real Madrid,220,Spain - La Liga
19724,Rafael van der Vaart,Real Betis,218,Spain - La Liga
20016,Kléper Laveran Lima Ferreira,Real Madrid,220,Spain - La Liga
20055,Marc-André ter Stegen,Barcelona,217,Spain - La Liga
20064,Hugo Miguel Almeida Costa Lopes,Granada,1049,Spain - La Liga
20215,Álvaro Arbeloa Coca,Real Madrid,220,Spain - La Liga
20542,Álvaro Negredo Sánchez,Valencia,207,Spain - La Liga
20669,Tiago Cardoso Mendes,Atlético Madrid,212,Spain - La Liga
21147,Borja Mayoral Moya,Real Madrid,220,Spain - La Liga
21210,Mariano Ferreira Filho,Sevilla,213,Spain - La Liga
21229,Sergi Samper Montaña,Barcelona,217,Spain - La Liga
21877,Ignacio Monsalve Vicente,Atlético Madrid,212,Spain - La Liga
22102,Adriano Correia Claro,Barcelona,217,Spain - La Liga
22819,Bruno Soriano Llido,Villarreal,222,Spain - La Liga
23416,Stefan Šćepović,Getafe,216,Spain - La Liga
23761,Alhassane Bangoura,Rayo Vallecano,360,Spain - La Liga
23785,Théo Bongonda Mbul''Ofeko Batombo,Celta Vigo,209,Spain - La Liga
23791,Víctor Casadesús Castaño,Levante UD,221,Spain - La Liga
23799,Eddy Silvestre Pascual İsrafilov,Eibar,322,Spain - La Liga
23800,Laureano Sanabria Ruiz,RC Deportivo La Coruña,219,Spain - La Liga
23802,Juan Muñoz Muñoz,Sevilla,213,Spain - La Liga
23806,Alejandro Bergantiños García,RC Deportivo La Coruña,219,Spain - La Liga
23816,José Antonio Reyes Calderón,Sevilla,213,Spain - La Liga
23833,Borja Viguera Manzanares,Athletic Club,215,Spain - La Liga
23838,Pablo Pérez Rodríguez,Sporting Gijón,1041,Spain - La Liga
23848,Carlos Carmona Bonet,Sporting Gijón,1041,Spain - La Liga
23849,Francisco José Villalba Rodrigo,Valencia,207,Spain - La Liga
23924,Mamadou Sylla Diallo,Espanyol,214,Spain - La Liga
23936,Antonio Jesús Cotán Pérez,Sevilla,213,Spain - La Liga
23943,Rubén García Santos,Levante UD,221,Spain - La Liga
23970,José María Martín-Bejarano Serrano,Levante UD,221,Spain - La Liga
23974,Roberto Antonio Correa Silva,Espanyol,214,Spain - La Liga
23994,Alejandro Menéndez Díez,Sporting Gijón,1041,Spain - La Liga
24035,Álvaro Vázquez García,Getafe,216,Spain - La Liga
24070,Saúl Berjón Pérez,Eibar,322,Spain - La Liga
24072,Salvador Sevilla López,Espanyol,214,Spain - La Liga
24086,Antonio José Raillo Arenas,Espanyol,214,Spain - La Liga
24132,Francisco Miguel Varela Martín,Real Betis,218,Spain - La Liga
24138,Joaquín José Marín Ruiz,Rayo Vallecano,360,Spain - La Liga
