player_id,saves_per90,save_percentage,xg_against_minus_goals_conceded_per90,keeper_sweeper_per90,penalty_save_percentage,aerial_dominance_index_per90,pass_completion_rate,tackle_success_rate,tackles_successful_per90,interceptions_per90,interception_success_rate,pressures_per90,chances_created_per90,progressive_carries_per90,crosses_completed_per90,duels_won_per90,fouls_committed_per90,goals_scored_per90,goal_assists_per90,clearances_per90,blocks_per90,times_dribbled_past_per90,progressive_passes_per90,duel_success_rate,ball_recoveries_per90,dribbles_completed_per90,dribble_success_rate,key_passes_per90,shots_total_per90,xg_total_per90,fouls_won_per90,goals_minus_xg_per90,progressive_carries_rate,shot_accuracy,penalties_won_per90,headed_shot_duel_rate
3576,,,,,,,1.75,28.91,20.17,55.69,78.84,14.28,15.44,24.67,50.08,16.63,49.15,41.96,54.45,,,,,,,,,,,,,,,,,
3590,,,,,,,36.07,41.63,63.97,74.51,27.1,59.02,61.11,20.7,78.32,70.16,46.72,56.19,49.55,,,,,,,,,,,,,,,,,
3594,,,,,,,48.05,70.82,71.65,45.1,59.81,31.83,55.58,54.05,43.32,77.71,65.93,41.96,67.22,,,,,,,,,,,,,,,,,
3602,,,,,,,31.76,74.92,74.16,45.87,70.3,51.31,34.98,49.41,56.37,68.91,52.31,14.59,40.13,,,,,,,,,,,,,,,,,
3608,,,,,,,64.21,61.49,65.67,57.9,66.08,17.44,53.83,72.94,64.71,66.24,25.01,14.59,58.48,,,,,,,,,,,,,,,,,
3612,,,,,,,40.28,15.35,18.38,47.42,61.93,33.8,50.72,83.32,79.2,18.07,60.65,56.19,82.5,,,,,,,,,,,,,,,,,
3650,,,,,,,37.15,40.96,57.3,24.94,57.28,34.71,44.5,43.39,66.78,54.81,28.85,45.81,62.8,,,,,,,,,,,,,,,,,
3651,,,,,,,42.04,25.56,7.73,36.32,43.37,10.49,14.18,5.89,64.71,5.68,2.79,14.59,44.54,,,,,,,,,,,,,,,,,
3658,,,,,,,10.2,39.74,31.0,29.86,36.81,69.66,27.98,23.44,19.88,33.75,50.37,14.59,30.12,,,,,,,,,,,,,,,,,
3725,,,,,,,34.85,58.98,50.54,80.08,96.52,19.72,33.32,60.89,22.05,45.24,26.25,14.59,8.37,,,,,,,,,,,,,,,,,
3812,,,,,,,17.34,87.05,89.23,64.72,27.43,63.8,74.89,12.33,30.27,89.75,40.72,14.59,67.22,,,,,,,,,,,,,,,,,
3957,,,,,,,77.76,35.58,73.66,28.8,18.96,69.09,28.76,21.41,31.74,77.71,44.66,45.81,58.48,,,,,,,,,,,,,,,,,
3973,,,,,,,73.2,93.54,60.66,64.72,64.6,18.9,34.2,42.68,35.96,66.24,20.27,14.59,8.37,,,,,,,,,,,,,,,,,
3991,,,,,,,11.29,65.41,77.67,33.73,65.31,27.13,8.16,22.98,17.73,78.44,42.76,14.59,25.32,,,,,,,,,,,,,,,,,
4347,,,,,,,46.47,50.35,91.15,43.76,36.81,66.59,48.68,73.49,67.37,90.17,74.92,14.59,92.78,,,,,,,,,,,,,,,,,
4587,,,,,,,63.99,62.13,84.25,39.13,28.76,47.63,21.18,35.4,37.23,83.3,42.01,41.96,8.37,,,,,,,,,,,,,,,,,
4589,,,,,,,74.0,73.52,58.97,50.12,71.81,31.05,27.3,74.86,44.88,62.35,18.45,37.42,44.54,,,,,,,,,,,,,,,,,
4590,,,,,,,64.76,53.52,43.51,21.76,34.0,38.32,47.32,62.93,26.35,45.24,10.01,33.19,8.37,,,,,,,,,,,,,,,,,
4724,,,,,,,65.07,82.49,41.63,49.25,82.27,6.98,40.22,28.57,31.74,47.63,8.43,14.59,62.8,,,,,,,,,,,,,,,,,
4884,,,,,,,28.49,6.37,0.19,51.65,36.81,4.95,43.72,40.52,44.88,0.19,21.63,14.59,21.38,,,,,,,,,,,,,,,,,
5594,,,,,,,77.76,78.73,56.2,27.64,28.0,26.48,17.29,23.92,26.35,58.88,36.46,45.81,35.22,,,,,,,,,,,,,,,,,
5596,,,,,,,50.38,48.67,13.41,32.27,72.18,9.37,73.63,53.11,70.22,15.11,22.94,64.53,62.8,,,,,,,,,,,,,,,,,
5836,,,,,,,55.95,79.93,81.21,96.58,83.67,37.05,56.94,36.67,19.88,83.94,49.15,14.59,44.54,,,,,,,,,,,,,,,,,
6409,,,,,,,80.96,79.63,79.37,24.08,26.27,95.07,32.35,75.57,40.18,81.39,64.45,56.19,8.37,,,,,,,,,,,,,,,,,
7110,,,,,,,79.0,58.98,34.38,15.11,36.81,17.69,62.28,13.61,63.04,35.9,13.83,14.59,58.48,,,,,,,,,,,,,,,,,
9533,,,,,,,43.4,46.82,37.97,12.41,17.08,54.31,32.35,31.15,31.74,39.79,52.97,37.42,8.37,,,,,,,,,,,,,,,,,
9627,,,,,,,66.36,32.76,11.62,11.64,19.23,17.04,22.44,40.84,34.98,15.82,37.22,14.59,21.38,,,,,,,,,,,,,,,,,
9642,,,,,,,27.94,55.7,45.69,33.73,79.14,32.81,50.72,57.46,61.47,45.24,33.33,14.59,25.32,,,,,,,,,,,,,,,,,
10503,,,,,,,21.2,52.43,77.67,25.62,79.64,90.03,18.26,8.36,8.49,75.11,63.45,41.96,8.37,,,,,,,,,,,,,,,,,
10967,,,,,,,5.07,56.05,61.96,45.1,61.93,55.76,74.21,59.0,60.3,63.67,54.19,56.19,35.22,,,,,,,,,,,,,,,,,
12325,,,,,,,73.68,60.55,93.62,79.41,61.93,86.27,8.16,49.79,32.91,92.08,60.0,14.59,49.55,,,,,,,,,,,,,,,,,
20045,,,,,,,48.05,27.38,16.39,54.92,71.57,26.01,36.24,33.13,35.96,18.59,31.82,33.19,49.55,,,,,,,,,,,,,,,,,
20302,,,,,,,68.59,65.41,58.09,97.53,42.47,36.78,51.88,75.35,64.71,59.59,17.99,14.59,49.55,,,,,,,,,,,,,,,,,
21254,,,,,,,36.76,28.05,32.39,10.87,68.06,18.9,21.18,41.35,46.94,23.99,34.47,70.14,8.37,,,,,,,,,,,,,,,,,
27146,,,,,,,25.21,28.05,16.39,52.52,54.55,24.94,24.29,44.29,64.71,11.22,19.71,14.59,8.37,,,,,,,,,,,,,,,,,
30702,,,,,,,74.58,65.41,83.43,25.62,85.75,68.47,13.21,20.98,6.32,73.88,18.91,14.59,40.13,,,,,,,,,,,,,,,,,
40118,,,,,,,30.66,54.82,5.69,32.27,73.77,27.53,52.86,68.57,44.88,5.68,0.19,14.59,35.22,,,,,,,,,,,,,,,,,
3416,,,,,,,13.86,32.76,47.17,26.87,8.69,64.52,24.29,42.14,44.88,52.49,67.14,14.59,49.55,,,,,,,,,,,,,,,,,
3660,,,,,,,34.36,17.26,8.33,17.04,36.81,91.05,60.53,81.4,93.62,8.11,78.4,52.92,44.54,,,,,,,,,,,,,,,,,
3964,,,,,,,74.28,27.38,25.84,40.96,65.31,70.56,75.38,78.83,84.16,27.31,52.31,64.53,74.01,,,,,,,,,,,,,,,,,
5461,,,,,,,44.21,21.45,26.44,27.64,23.94,30.28,61.11,64.38,87.65,25.51,65.27,14.59,49.55,,,,,,,,,,,,,,,,,
5541,,,,,,,53.23,65.41,10.83,1.81,11.24,13.1,45.57,43.05,37.23,10.71,33.33,14.59,30.12,,,,,,,,,,,,,,,,,
5689,,,,,,,82.58,69.63,61.56,36.32,48.69,79.67,98.84,100.0,88.74,67.37,82.82,86.17,99.9,,,,,,,,,,,,,,,,,
5690,,,,,,,66.57,44.9,56.2,26.29,56.37,78.71,32.35,56.34,43.32,51.68,34.47,14.59,8.37,,,,,,,,,,,,,,,,,
5717,,,,,,,41.03,47.09,43.51,18.67,58.37,84.33,47.9,56.82,45.86,38.76,41.54,56.19,62.8,,,,,,,,,,,,,,,,,
6830,,,,,,,93.61,59.61,78.36,40.96,59.81,74.08,9.81,45.73,3.07,75.11,73.29,37.42,8.37,,,,,,,,,,,,,,,,,
6849,,,,,,,59.82,34.67,28.42,34.5,36.81,50.69,45.57,62.02,60.3,29.34,61.67,59.45,40.13,,,,,,,,,,,,,,,,,
6944,,,,,,,47.7,39.74,31.0,22.34,64.6,43.55,47.9,45.51,66.19,33.75,70.18,14.59,30.12,,,,,,,,,,,,,,,,,
6945,,,,,,,75.47,35.9,49.44,84.67,69.2,66.37,100.0,97.21,100.0,56.77,79.78,66.63,87.74,,,,,,,,,,,,,,,,,
6964,,,,,,,58.06,57.88,21.16,78.07,76.39,45.82,66.06,72.94,73.59,23.99,16.79,81.23,54.45,,,,,,,,,,,,,,,,,
6965,,,,,,,75.24,79.14,48.15,19.54,30.61,52.88,61.7,84.29,76.84,47.63,20.27,59.45,67.22,,,,,,,,,,,,,,,,,
6969,,,,,,,79.48,32.76,47.17,10.87,47.67,68.01,32.35,68.57,31.74,45.24,77.94,14.59,8.37,,,,,,,,,,,,,,,,,
6984,,,,,,,53.95,46.56,55.0,39.9,36.81,64.03,23.02,24.2,31.74,52.49,73.76,62.04,8.37,,,,,,,,,,,,,,,,,
6992,,,,,,,55.02,40.54,16.39,47.42,30.37,22.41,16.41,12.04,31.74,20.23,29.68,14.59,25.32,,,,,,,,,,,,,,,,,
6999,,,,,,,85.14,54.82,18.38,0.19,0.19,30.8,26.52,88.85,55.19,17.46,60.65,14.59,49.55,,,,,,,,,,,,,,,,,
7012,,,,,,,81.21,45.97,55.0,14.24,88.89,73.46,0.19,63.79,0.29,54.2,51.39,14.59,8.37,,,,,,,,,,,,,,,,,
7020,,,,,,,27.55,91.5,90.54,20.8,84.4,81.03,49.75,66.02,68.45,94.06,54.75,14.59,30.12,,,,,,,,,,,,,,,,,
7031,,,,,,,88.09,68.45,46.18,17.04,75.25,34.43,37.79,70.88,11.34,42.01,13.27,14.59,35.22,,,,,,,,,,,,,,,,,
7050,,,,,,,69.22,74.92,34.98,6.09,21.53,52.2,57.71,40.0,45.86,36.51,22.94,37.42,62.8,,,,,,,,,,,,,,,,,
7114,,,,,,,14.46,57.24,71.06,57.9,77.37,79.23,58.78,76.0,43.32,72.76,31.82,33.19,8.37,,,,,,,,,,,,,,,,,
7118,,,,,,,42.34,56.53,39.45,45.87,25.95,34.05,31.38,38.54,34.1,40.5,62.99,33.19,21.38,,,,,,,,,,,,,,,,,
7142,,,,,,,49.97,63.94,47.17,67.31,72.18,32.49,6.99,33.58,4.55,45.24,59.27,62.04,25.32,,,,,,,,,,,,,,,,,
7151,,,,,,,74.92,65.41,42.22,52.52,59.43,23.1,53.83,70.11,9.77,39.79,33.33,14.59,35.22,,,,,,,,,,,,,,,,,
7155,,,,,,,86.42,32.76,10.23,42.79,61.93,23.32,5.53,31.15,1.78,12.16,22.94,41.96,8.37,,,,,,,,,,,,,,,,,
7164,,,,,,,62.28,70.5,68.86,32.27,57.87,80.05,3.88,61.24,23.42,70.68,69.55,14.59,8.37,,,,,,,,,,,,,,,,,
7169,,,,,,,43.0,76.28,50.54,40.96,51.87,64.84,46.54,46.55,33.5,47.63,38.14,49.56,54.45,,,,,,,,,,,,,,,,,
7462,,,,,,,35.27,43.5,25.44,23.11,32.72,57.37,23.02,36.32,53.62,26.51,91.62,14.59,8.37,,,,,,,,,,,,,,,,,
7463,,,,,,,58.28,73.74,78.36,30.82,40.57,50.27,37.79,66.24,40.87,79.89,57.05,37.42,25.32,,,,,,,,,,,,,,,,,
7464,,,,,,,29.34,49.56,71.06,41.92,63.81,80.41,57.71,73.83,52.83,67.37,65.27,14.59,79.73,,,,,,,,,,,,,,,,,
7473,,,,,,,12.29,44.9,2.44,37.87,98.48,21.21,41.0,30.35,50.08,4.08,73.76,45.81,62.8,,,,,,,,,,,,,,,,,
7479,,,,,,,54.66,21.17,33.58,36.32,41.02,59.32,54.8,55.33,63.73,32.18,50.83,41.96,8.37,,,,,,,,,,,,,,,,,
7695,,,,,,,58.66,20.29,19.57,8.47,29.29,45.58,42.17,63.25,40.87,20.23,67.14,14.59,8.37,,,,,,,,,,,,,,,,,
7704,,,,,,,67.1,60.89,90.14,94.95,67.12,94.06,9.81,59.76,7.01,88.69,82.12,14.59,8.37,,,,,,,,,,,,,,,,,
7777,,,,,,,61.9,68.21,10.83,27.64,88.89,81.87,74.89,62.52,31.74,12.86,57.61,52.92,76.87,,,,,,,,,,,,,,,,,
7778,,,,,,,80.29,18.15,3.87,49.25,80.08,19.22,63.73,67.6,24.88,3.03,48.13,14.59,44.54,,,,,,,,,,,,,,,,,
7785,,,,,,,52.63,56.91,66.89,57.13,95.2,75.12,68.01,74.2,46.94,73.88,67.8,62.04,58.48,,,,,,,,,,,,,,,,,
7796,,,,,,,10.6,51.47,28.42,35.07,91.83,83.33,44.5,48.16,54.41,29.34,62.43,14.59,54.45,,,,,,,,,,,,,,,,,
8191,,,,,,,8.21,90.08,87.31,64.72,87.42,65.16,54.8,52.09,79.2,88.28,71.01,41.96,30.12,,,,,,,,,,,,,,,,,
8443,,,,,,,69.71,88.68,38.76,43.76,77.37,37.38,21.96,55.58,12.62,46.72,37.68,14.59,8.37,,,,,,,,,,,,,,,,,
8645,,,,,,,46.47,53.06,32.39,16.07,27.1,53.68,26.52,56.12,40.18,32.82,61.11,14.59,25.32,,,,,,,,,,,,,,,,,
8657,,,,,,,48.95,8.19,27.53,85.43,61.93,47.05,15.44,32.68,27.43,21.55,42.01,78.01,54.45,,,,,,,,,,,,,,,,,
8661,,,,,,,8.52,62.13,37.97,24.08,29.29,58.77,87.21,7.77,69.24,29.34,67.14,14.59,92.78,,,,,,,,,,,,,,,,,
8874,,,,,,,70.34,60.27,82.83,22.34,32.72,57.1,27.3,58.63,34.98,82.12,10.38,64.53,25.32,,,,,,,,,,,,,,,,,
8876,,,,,,,81.5,71.55,26.44,39.9,67.12,4.02,56.16,82.11,50.96,31.37,14.29,14.59,54.45,,,,,,,,,,,,,,,,,
10032,,,,,,,15.84,69.39,58.09,46.55,82.27,70.24,36.92,79.05,56.37,60.49,56.59,37.42,25.32,,,,,,,,,,,,,,,,,
11183,,,,,,,52.09,43.95,41.03,71.82,69.2,32.24,70.92,77.83,59.12,43.75,62.43,14.59,35.22,,,,,,,,,,,,,,,,,
11342,,,,,,,19.28,23.7,20.17,32.27,49.46,9.12,38.77,50.45,71.5,19.0,47.38,70.14,8.37,,,,,,,,,,,,,,,,,
11516,,,,,,,63.24,48.67,28.42,13.57,36.81,43.33,83.52,44.52,78.32,30.25,36.46,14.59,79.73,,,,,,,,,,,,,,,,,
11722,,,,,,,70.13,39.74,21.95,63.47,91.16,28.14,33.32,35.78,34.98,27.31,22.94,14.59,8.37,,,,,,,,,,,,,,,,,
19299,,,,,,,76.79,100.0,37.37,8.47,36.81,12.22,51.88,86.76,70.22,43.75,26.25,56.19,79.73,,,,,,,,,,,,,,,,,
20008,,,,,,,83.69,67.97,60.66,17.04,31.9,13.4,62.96,52.8,29.19,59.59,36.46,56.19,67.22,,,,,,,,,,,,,,,,,
23324,,,,,,,39.07,0.19,1.01,9.15,13.86,29.15,6.41,9.95,12.62,1.06,26.25,14.59,8.37,,,,,,,,,,,,,,,,,
24061,,,,,,,49.47,47.31,35.97,10.2,44.63,54.53,13.79,29.19,23.42,36.51,77.18,41.96,8.37,,,,,,,,,,,,,,,,,
25116,,,,,,,32.83,18.64,14.1,59.63,55.81,64.84,51.88,38.0,47.92,15.82,31.82,14.59,8.37,,,,,,,,,,,,,,,,,
25505,,,,,,,59.39,16.65,8.33,73.27,77.37,38.32,56.94,57.46,71.0,8.85,25.01,14.59,35.22,,,,,,,,,,,,,,,,,
26683,,,,,,,59.08,23.99,49.44,62.32,72.69,81.27,16.41,84.04,28.31,43.75,81.75,14.59,8.37,,,,,,,,,,,,,,,,,
28289,,,,,,,66.79,71.81,71.65,37.87,24.99,74.82,61.7,50.92,27.43,72.76,63.45,14.59,54.45,,,,,,,,,,,,,,,,,
30769,,,,,,,24.06,48.67,15.0,51.65,50.89,21.48,60.04,65.73,80.58,15.82,43.8,14.59,99.9,,,,,,,,,,,,,,,,,
31231,,,,,,,53.44,48.67,7.33,7.04,36.81,39.46,30.12,70.42,37.23,7.06,16.79,14.59,8.37,,,,,,,,,,,,,,,,,
31268,,,,,,,22.23,12.44,18.98,16.07,36.81,76.52,20.21,35.4,15.18,18.07,86.81,14.59,49.55,,,,,,,,,,,,,,,,,
31721,,,,,,,25.93,65.41,33.58,20.8,36.81,24.37,2.52,16.94,22.05,35.16,48.13,14.59,40.13,,,,,,,,,,,,,,,,,
32525,,,,,,,21.82,52.43,27.53,19.54,28.0,44.05,4.85,4.17,3.96,33.75,81.05,14.59,8.37,,,,,,,,,,,,,,,,,
40250,,,,,,,66.0,26.14,11.62,50.12,20.71,16.74,6.41,67.26,17.73,15.82,42.76,14.59,8.37,,,,,,,,,,,,,,,,,
296873,,,,,,,49.21,70.14,51.33,15.11,13.15,43.08,40.22,14.26,24.88,46.72,48.13,14.59,40.13,,,,,,,,,,,,,,,,,
386607,,,,,,,76.19,53.52,44.49,24.08,16.37,43.8,0.87,22.45,23.42,52.49,75.46,56.19,8.37,,,,,,,,,,,,,,,,,
387300,,,,,,,30.45,30.61,43.51,51.65,63.29,42.56,9.81,10.64,20.97,49.14,29.68,37.42,8.37,,,,,,,,,,,,,,,,,
387417,,,,,,,68.59,42.47,11.62,48.38,47.0,14.68,12.43,56.56,14.49,13.77,61.67,14.59,30.12,,,,,,,,,,,,,,,,,
3221,,,,,,,4.12,36.53,40.24,71.05,47.67,61.73,57.71,9.3,56.37,38.25,33.33,14.59,8.37,,,,,,,,,,,,,,,,,
3510,,,,,,,56.57,38.58,49.44,40.96,32.72,70.24,47.32,26.15,60.3,50.66,76.19,45.81,8.37,,,,,,,,,,,,,,,,,
3530,,,,,,,30.99,26.97,53.61,33.73,15.04,56.76,19.23,39.27,23.42,56.06,30.8,37.42,8.37,,,,,,,,,,,,,,,,,
5544,,,,,,,77.12,57.88,38.76,9.15,44.63,31.37,75.77,52.4,64.71,37.22,34.47,56.19,67.22,,,,,,,,,,,,,,,,,
5569,,,,,,,57.11,29.49,10.23,29.86,73.15,12.8,58.3,37.02,50.08,8.85,39.33,45.81,62.8,,,,,,,,,,,,,,,,,
5658,,,,,,,80.69,37.93,18.98,37.87,73.77,40.77,65.68,65.38,53.62,19.52,14.95,14.59,85.17,,,,,,,,,,,,,,,,,
5681,,,,,,,45.4,93.21,46.18,11.64,54.55,63.26,50.72,32.36,9.77,42.01,45.41,37.42,40.13,,,,,,,,,,,,,,,,,
6040,,,,,,,71.98,43.07,27.04,47.42,43.75,63.56,77.7,58.29,52.83,31.37,15.87,14.59,67.22,,,,,,,,,,,,,,,,,
6309,,,,,,,18.98,32.76,22.85,53.38,49.88,60.06,13.21,43.67,22.05,22.77,55.94,14.59,8.37,,,,,,,,,,,,,,,,,
6339,,,,,,,40.59,82.05,74.56,65.49,48.32,52.5,35.56,27.33,24.88,76.87,22.94,14.59,30.12,,,,,,,,,,,,,,,,,
7993,,,,,,,33.52,41.63,23.45,13.09,19.87,59.57,69.17,38.22,74.47,29.34,43.8,14.59,87.74,,,,,,,,,,,,,,,,,
8209,,,,,,,100.0,84.92,42.72,16.07,12.7,10.16,55.58,87.9,69.24,38.25,42.76,14.59,58.48,,,,,,,,,,,,,,,,,
8212,,,,,,,54.66,23.2,56.2,66.16,25.32,72.58,36.92,72.28,17.73,52.49,84.74,14.59,8.37,,,,,,,,,,,,,,,,,
8237,,,,,,,76.55,65.41,13.41,28.8,74.74,13.67,38.77,25.02,41.75,13.77,7.53,84.46,44.54,,,,,,,,,,,,,,,,,
8316,,,,,,,44.45,11.73,24.75,17.9,57.87,49.87,25.84,27.97,62.26,26.51,16.79,14.59,8.37,,,,,,,,,,,,,,,,,
8319,,,,,,,41.8,9.16,19.57,15.11,18.15,61.48,31.38,46.27,74.47,11.64,58.73,14.59,8.37,,,,,,,,,,,,,,,,,
8392,,,,,,,39.35,32.76,15.0,42.79,36.81,23.55,10.78,41.79,2.57,7.06,3.16,49.56,8.37,,,,,,,,,,,,,,,,,
8394,,,,,,,7.96,19.37,59.57,53.38,65.79,76.17,14.57,5.46,16.16,54.2,74.56,45.81,8.37,,,,,,,,,,,,,,,,,
8396,,,,,,,38.86,62.73,51.33,18.67,17.59,65.75,41.0,18.26,49.39,53.49,49.81,33.19,35.22,,,,,,,,,,,,,,,,,
8504,,,,,,,56.16,87.81,47.17,66.16,82.71,21.76,39.54,65.06,37.23,45.24,24.35,14.59,8.37,,,,,,,,,,,,,,,,,
8545,,,,,,,61.35,13.93,13.41,71.82,87.02,57.92,24.29,21.9,11.34,13.77,68.63,49.56,40.13,,,,,,,,,,,,,,,,,
8547,,,,,,,34.12,39.0,32.39,50.12,29.98,39.73,40.22,46.01,48.7,31.37,17.35,14.59,40.13,,,,,,,,,,,,,,,,,
8548,,,,,,,19.96,12.44,15.69,10.87,12.38,29.43,52.86,49.79,54.41,10.2,14.95,41.96,49.55,,,,,,,,,,,,,,,,,
8549,,,,,,,23.21,67.12,60.66,57.13,68.06,45.36,18.26,18.82,16.16,61.2,46.16,14.59,30.12,,,,,,,,,,,,,,,,,
8576,,,,,,,35.68,47.66,52.31,32.27,52.94,84.85,43.14,61.68,28.31,56.77,38.14,52.92,74.01,,,,,,,,,,,,,,,,,
8676,,,,,,,17.34,30.22,67.78,44.43,46.32,83.9,42.17,25.8,29.19,60.49,22.09,14.59,82.5,,,,,,,,,,,,,,,,,
8808,,,,,,,79.0,84.92,31.6,14.24,51.46,15.92,45.57,50.67,63.04,35.16,35.42,68.34,85.17,,,,,,,,,,,,,,,,,
8809,,,,,,,64.45,37.24,31.0,32.27,70.91,20.99,50.72,47.11,46.94,24.7,12.35,59.45,40.13,,,,,,,,,,,,,,,,,
8823,,,,,,,0.19,65.41,69.55,43.76,60.21,63.04,84.88,69.15,77.63,64.19,30.8,56.19,74.01,,,,,,,,,,,,,,,,,
8958,,,,,,,75.96,6.98,3.46,5.32,9.11,11.28,69.17,32.9,76.84,3.67,47.38,14.59,30.12,,,,,,,,,,,,,,,,,
9134,,,,,,,15.2,29.49,67.78,60.79,46.32,97.26,32.35,55.89,60.3,74.5,57.61,14.59,44.54,,,,,,,,,,,,,,,,,
9222,,,,,,,5.36,62.51,73.16,56.36,68.06,85.92,10.78,3.49,5.64,79.37,83.36,14.59,8.37,,,,,,,,,,,,,,,,,
9397,,,,,,,30.23,28.63,9.53,33.73,33.74,18.29,19.23,26.54,34.98,9.36,28.49,14.59,25.32,,,,,,,,,,,,,,,,,
9459,,,,,,,22.63,19.11,16.39,37.87,61.93,35.74,3.01,42.4,17.73,20.23,21.17,14.59,8.37,,,,,,,,,,,,,,,,,
9722,,,,,,,62.61,53.52,37.97,20.8,29.29,49.64,24.29,40.0,70.22,45.24,30.24,14.59,49.55,,,,,,,,,,,,,,,,,
9728,,,,,,,32.83,5.01,22.45,60.79,75.25,79.23,42.17,10.98,59.12,23.99,40.16,14.59,35.22,,,,,,,,,,,,,,,,,
10790,,,,,,,50.76,63.6,54.31,48.38,66.77,40.06,77.32,62.52,60.3,50.66,13.27,41.96,95.25,,,,,,,,,,,,,,,,,
11458,,,,,,,81.86,58.22,32.39,20.8,56.37,56.23,65.09,63.48,74.47,27.31,35.42,14.59,82.5,,,,,,,,,,,,,,,,,
12316,,,,,,,26.6,16.17,23.45,23.11,22.37,32.81,10.78,10.27,7.7,25.51,22.94,14.59,8.37,,,,,,,,,,,,,,,,,
12383,,,,,,,1.08,68.66,78.36,48.38,13.55,86.86,10.78,4.6,24.88,73.88,27.39,14.59,8.37,,,,,,,,,,,,,,,,,
12626,,,,,,,38.49,76.28,43.51,68.75,88.04,68.82,51.88,53.61,56.37,49.85,54.75,14.59,21.38,,,,,,,,,,,,,,,,,
13126,,,,,,,32.18,44.28,44.49,49.25,70.91,57.65,69.17,40.84,41.75,46.72,33.33,14.59,30.12,,,,,,,,,,,,,,,,,
13206,,,,,,,57.44,73.99,41.03,20.8,28.0,39.16,45.57,54.42,37.23,40.5,43.8,59.45,54.45,,,,,,,,,,,,,,,,,
15651,,,,,,,95.62,26.14,12.41,37.87,80.92,12.45,32.35,54.99,19.0,16.63,18.91,14.59,44.54,,,,,,,,,,,,,,,,,
18399,,,,,,,11.71,44.9,63.97,29.86,17.59,77.67,42.17,13.92,17.73,62.96,53.63,52.92,8.37,,,,,,,,,,,,,,,,,
19295,,,,,,,98.32,65.41,8.33,19.54,70.3,6.52,83.13,81.88,43.32,9.78,5.95,37.42,25.32,,,,,,,,,,,,,,,,,
20522,,,,,,,6.28,81.04,29.31,28.8,47.67,53.46,3.01,0.19,13.9,25.51,43.8,14.59,8.37,,,,,,,,,,,,,,,,,
20665,,,,,,,53.7,6.65,29.91,39.13,100.0,48.22,30.8,19.69,54.41,22.77,44.66,14.59,8.37,,,,,,,,,,,,,,,,,
20871,,,,,,,29.78,50.35,17.58,6.57,8.37,56.76,34.2,18.57,22.05,21.55,27.39,14.59,8.37,,,,,,,,,,,,,,,,,
20950,,,,,,,45.09,81.04,29.31,9.72,84.4,55.21,24.29,13.18,22.05,31.37,27.39,14.59,8.37,,,,,,,,,,,,,,,,,
23266,,,,,,,67.79,57.5,67.78,37.87,49.2,74.46,62.28,78.61,74.47,66.24,49.81,14.59,30.12,,,,,,,,,,,,,,,,,
25003,,,,,,,71.41,39.74,17.58,26.29,30.94,30.28,43.72,32.01,43.32,21.55,35.42,14.59,8.37,,,,,,,,,,,,,,,,,
26359,,,,,,,20.75,42.75,50.04,67.89,53.99,38.7,59.46,27.33,56.37,53.49,68.63,14.59,40.13,,,,,,,,,,,,,,,,,
30312,,,,,,,44.85,44.28,48.15,32.27,33.4,62.81,80.61,65.38,76.15,39.18,71.76,14.59,70.95,,,,,,,,,,,,,,,,,
40460,,,,,,,64.76,13.15,39.45,47.42,74.38,78.03,19.23,31.15,24.88,31.37,58.27,49.56,67.22,,,,,,,,,,,,,,,,,
40469,,,,,,,56.83,48.67,21.16,3.99,88.89,22.63,94.18,46.83,81.68,13.77,16.24,49.56,70.95,,,,,,,,,,,,,,,,,
40480,,,,,,,33.86,54.0,88.32,28.8,77.37,100.0,37.79,39.27,46.94,91.0,96.4,59.45,8.37,,,,,,,,,,,,,,,,,
40538,,,,,,,38.11,0.95,4.98,76.15,57.28,67.63,8.84,37.46,22.05,7.06,51.39,14.59,8.37,,,,,,,,,,,,,,,,,
6593,,,,,,,70.65,16.17,47.17,64.04,21.53,75.63,9.81,41.79,7.01,34.55,26.25,14.59,44.54,,,,,,,,,,,,,,,,,
3253,,,,,,,,45.85,4.12,38.89,100.0,,39.4,35.34,,4.97,,10.95,,17.12,16.54,8.86,39.04,53.64,,,,,,,,,50.84,,,
3324,,,,,,,,31.19,50.78,49.17,44.23,,24.71,27.68,,55.43,,10.95,,38.85,27.86,3.9,24.2,38.84,,,,,,,,,46.16,,,
3638,,,,,,,,54.14,85.56,78.09,61.95,,19.98,43.05,,86.42,,47.8,,52.73,70.88,69.57,65.82,50.42,,,,,,,,,40.76,,,
4353,,,,,,,,40.7,50.78,46.87,30.48,,51.41,60.11,,55.43,,67.54,,20.27,42.53,51.89,70.14,48.68,,,,,,,,,90.7,,,
4406,,,,,,,,70.12,47.58,72.79,67.57,,29.33,33.94,,38.78,,10.95,,20.91,52.99,55.48,19.6,42.4,,,,,,,,,38.24,,,
4498,,,,,,,,35.59,7.63,22.24,18.56,,14.94,14.15,,8.87,,67.54,,55.52,22.43,10.07,16.05,43.25,,,,,,,,,45.55,,,
5201,,,,,,,,73.4,48.67,80.01,78.76,,59.29,43.83,,52.21,,56.29,,19.01,56.27,59.41,59.97,76.47,,,,,,,,,26.15,,,
5202,,,,,,,,29.43,39.22,82.89,99.25,,36.47,9.98,,35.77,,10.95,,20.91,79.19,51.24,9.64,24.33,,,,,,,,,15.21,,,
