,main_position,player_id,player_name,team,team_id,minutes_played,progressive_carries_rate,progressive_carries_per90,tackle_success_rate,tackles_successful_per90,interceptions_per90,interception_success_rate,clearances_per90,blocks_per90,duels_won_per90,times_dribbled_past_per90,progressive_passes_per90,duel_success_rate,goals_scored_per90,chances_created_per90
721,Right Center Back,3960,José Miguel da Rocha Fonte,Southampton,25,3481,73.55371900826447,68.18181818181817,76.03305785123968,40.289256198347104,42.768595041322314,21.487603305785125,64.46280991735537,38.01652892561984,36.77685950413223,41.32231404958678,57.85123966942148,65.49586776859503,65.70247933884298,40.70247933884297
731,Right Center Back,4035,Ryan Shawcross,Stoke City,30,1879,78.099173553719,31.40495867768595,31.40495867768595,70.24793388429752,54.132231404958674,75.20661157024794,74.17355371900827,21.074380165289256,70.86776859504133,68.38842975206612,23.96694214876033,34.29752066115703,21.90082644628099,10.330578512396695
745,Right Center Back,4280,Winston Reid,West Ham United,40,2265,80.16528925619835,36.77685950413223,97.10743801652893,90.28925619834712,64.25619834710744,59.29752066115702,89.25619834710744,63.01652892561983,90.9090909090909,57.64462809917356,19.421487603305785,97.93388429752066,51.2396694214876,68.18181818181817
757,Left Center Back,4629,José Ramiro Funes Mori,Everton,29,2260,98.7603305785124,97.10743801652893,15.702479338842975,38.84297520661157,78.92561983471074,42.768595041322314,96.28099173553719,34.29752066115703,38.84297520661157,61.98347107438017,75.6198347107438,17.56198347107438,98.34710743801654,68.18181818181817
764,Left Center Back,4746,Younes Kaboul,Sunderland,41,2075,76.44628099173553,50.413223140495866,47.5206611570248,63.84297520661158,69.42148760330579,65.9090909090909,97.93388429752066,89.6694214876033,65.9090909090909,42.35537190082644,54.54545454545454,48.553719008264466,21.90082644628099,82.02479338842976
794,Right Center Back,6300,Sebastián Coates Nión,Sunderland,41,1316,73.96694214876032,22.727272727272727,25.6198347107438,98.55371900826447,54.54545454545454,21.074380165289256,48.96694214876033,47.93388429752066,98.7603305785124,95.86776859504133,37.60330578512397,27.892561983471076,21.90082644628099,44.214876033057855
797,Left Center Back,6560,Marc Muniesa Martínez,Stoke City,30,1124,91.32231404958677,76.44628099173553,65.28925619834712,88.84297520661157,90.08264462809917,89.25619834710744,4.958677685950414,95.45454545454545,89.0495867768595,97.93388429752066,66.32231404958677,63.22314049586777,21.90082644628099,89.87603305785123
801,Right Center Back,6746,Gabriel Armando de Abreu,Arsenal,1,1687,35.9504132231405,81.81818181818183,27.066115702479337,81.61157024793388,82.23140495867769,29.545454545454547,91.73553719008265,45.867768595041326,79.13223140495867,43.80165289256198,12.8099173553719,20.867768595041323,65.70247933884298,14.46280991735537
833,Right Center Back,9626,Tommy Elphick,AFC Bournemouth,28,1038,52.892561983471076,31.818181818181817,42.768595041322314,23.7603305785124,39.46280991735537,26.446280991735538,27.685950413223143,0.4132231404958678,26.65289256198347,42.35537190082644,49.3801652892562,54.75206611570248,81.81818181818183,25.413223140495866
843,Right Center Back,9930,Ryan Bennett,Norwich City,56,1881,22.727272727272727,5.785123966942149,6.198347107438017,4.75206611570248,7.231404958677685,4.75206611570248,94.00826446280992,21.074380165289256,4.132231404958678,35.53719008264463,44.62809917355372,3.925619834710744,21.90082644628099,68.18181818181817
855,Right Center Back,10958,Chris Smalling,Manchester United,39,3280,72.31404958677686,71.900826446281,72.93388429752066,79.9586776859504,40.909090909090914,40.909090909090914,82.02479338842976,26.65289256198347,79.13223140495867,31.611570247933884,12.396694214876034,68.18181818181817,21.90082644628099,55.16528925619835
859,Left Center Back,11012,Jonathan Grant Evans,West Bromwich Albion,27,2824,60.74380165289256,48.34710743801653,8.677685950413224,77.27272727272727,75.82644628099173,78.30578512396694,36.98347107438016,72.52066115702479,73.14049586776859,88.01652892561982,67.35537190082644,6.6115702479338845,51.2396694214876,68.18181818181817
870,Right Center Back,13286,Lamine Koné,Sunderland,41,1416,50.413223140495866,29.75206611570248,37.1900826446281,45.45454545454545,97.31404958677686,73.55371900826447,92.56198347107438,69.62809917355372,34.090909090909086,24.380165289256198,36.36363636363637,19.00826446280992,94.83471074380165,68.18181818181817
884,Left Center Back,16890,John O''Shea,Sunderland,41,2161,38.84297520661157,7.024793388429752,52.47933884297521,33.47107438016529,56.81818181818182,83.05785123966942,92.14876033057851,8.47107438016529,30.37190082644628,45.04132231404959,10.537190082644628,51.03305785123967,21.90082644628099,10.330578512396695
889,Right Center Back,18872,Martin Škrtel,Liverpool,24,1977,63.22314049586777,70.0413223140496,4.958677685950414,13.429752066115702,37.8099173553719,69.21487603305785,99.17355371900827,37.1900826446281,15.082644628099173,15.909090909090908,44.214876033057855,6.198347107438017,59.29752066115702,74.79338842975206
890,Right Center Back,19288,Martín Gastón Demichelis,Manchester City,36,938,26.859504132231404,78.51239669421489,21.90082644628099,71.900826446281,86.98347107438018,39.66942148760331,90.9090909090909,46.69421487603306,76.44628099173553,100.0,76.03305785123968,33.264462809917354,21.90082644628099,94.42148760330579
893,Right Center Back,20005,Toby Alderweireld,Tottenham Hotspur,38,3564,68.59504132231406,88.84297520661157,67.14876033057851,16.528925619834713,29.958677685950413,33.67768595041322,78.71900826446281,47.93388429752066,20.041322314049587,51.446280991735534,96.28099173553719,77.68595041322314,90.28925619834712,74.79338842975206
896,Left Center Back,20046,Phil Jagielka,Everton,29,1977,10.330578512396695,37.1900826446281,9.090909090909092,30.37190082644628,37.8099173553719,30.991735537190085,95.86776859504133,64.25619834710744,36.77685950413223,63.63636363636363,72.31404958677686,12.396694214876034,21.90082644628099,44.214876033057855
903,Left Center Back,20285,Joleon Lescott,Aston Villa,59,3011,23.96694214876033,17.768595041322314,80.57851239669421,42.561983471074385,45.24793388429752,90.28925619834712,87.60330578512396,34.29752066115703,47.31404958677686,48.760330578512395,21.074380165289256,85.12396694214877,65.70247933884298,37.1900826446281
904,Left Center Back,20287,John Terry,Chelsea,33,2266,40.909090909090914,5.1652892561983474,59.71074380165289,21.280991735537192,46.48760330578512,92.97520661157024,30.785123966942145,19.421487603305785,23.96694214876033,10.537190082644628,1.2396694214876034,71.69421487603306,51.2396694214876,37.1900826446281
908,Left Center Back,20527,Jonas Olsson,West Bromwich Albion,27,2358,6.6115702479338845,2.6859504132231407,61.77685950413223,2.6859504132231407,12.396694214876034,80.37190082644628,73.14049586776859,74.79338842975206,3.3057851239669422,28.305785123966942,20.66115702479339,73.96694214876032,51.2396694214876,51.03305785123967
912,Right Center Back,21212,Russell Martin,Norwich City,56,2822,89.25619834710744,48.760330578512395,3.71900826446281,7.024793388429752,15.495867768595042,11.776859504132231,71.48760330578511,56.19834710743802,8.057851239669422,53.925619834710744,89.25619834710744,5.1652892561983474,86.98347107438018,84.29752066115702
923,Right Center Back,24380,Tetchi Jores Charlemagne Ulrich Okore,Aston Villa,59,1127,47.5206611570248,30.785123966942145,29.132231404958674,92.97520661157024,52.47933884297521,60.12396694214877,79.9586776859504,59.71074380165289,94.62809917355372,68.38842975206612,4.958677685950414,40.909090909090914,21.90082644628099,22.107438016528928
926,Left Center Back,26207,Fabricio Coloccini,Newcastle United,37,2449,71.48760330578511,42.97520661157025,91.94214876033058,73.55371900826447,39.46280991735537,71.48760330578511,25.206611570247933,81.61157024793388,70.86776859504133,94.00826446280992,6.198347107438017,88.22314049586777,51.2396694214876,37.1900826446281
937,Left Center Back,31296,Sébastien Aymar Bassong Nguena,Norwich City,56,2824,87.60330578512396,37.60330578512397,74.17355371900827,11.776859504132231,11.363636363636363,57.85123966942148,94.62809917355372,7.43801652892562,11.776859504132231,15.909090909090908,15.289256198347106,71.69421487603306,51.2396694214876,18.388429752066116
941,Left Center Back,40121,Philipp Wollscheid,Stoke City,30,2816,13.223140495867769,26.239669421487605,48.760330578512395,91.73553719008265,85.53719008264463,68.18181818181817,74.17355371900827,36.36363636363637,92.97520661157024,79.13223140495867,38.22314049586777,64.0495867768595,21.90082644628099,40.70247933884297
943,Left Center Back,40123,Robert Huth,Leicester City,22,3301,2.479338842975207,1.2396694214876034,76.65289256198346,19.834710743801654,19.834710743801654,9.090909090909092,98.34710743801654,39.87603305785124,18.388429752066116,13.223140495867769,1.6528925619834711,77.06611570247934,81.81818181818183,7.43801652892562
951,Right Center Back,42700,Micah Richards,Aston Villa,59,2173,95.0413223140496,66.11570247933885,92.97520661157024,81.61157024793388,51.446280991735534,83.67768595041323,49.586776859504134,49.3801652892562,84.29752066115702,38.22314049586777,11.15702479338843,93.80165289256198,59.29752066115702,84.29752066115702
969,Center Back,3034,Kamil Glik,Torino,241,3102,79.13223140495867,78.099173553719,86.77685950413223,46.48760330578512,26.859504132231404,41.735537190082646,60.12396694214877,45.04132231404959,49.79338842975206,46.48760330578512,9.090909090909092,90.49586776859503,21.90082644628099,25.413223140495866
970,Right Center Back,3103,Milan Biševac,Lazio,236,1032,63.63636363636363,53.71900826446281,3.71900826446281,8.057851239669422,31.198347107438018,5.991735537190083,40.49586776859504,23.553719008264462,9.50413223140496,9.50413223140496,32.438016528925615,5.1652892561983474,81.81818181818183,59.917355371900825
974,Left Center Back,3167,Antonio Rüdiger,AS Roma,229,2713,41.32231404958678,79.33884297520662,21.90082644628099,33.47107438016529,5.991735537190083,34.710743801652896,8.677685950413224,66.52892561983471,34.090909090909086,48.760330578512395,59.09090909090909,24.586776859504134,72.52066115702479,68.18181818181817
982,Right Center Back,3577,Molla Wagué,Udinese,230,1866,33.057851239669425,15.289256198347106,50.82644628099173,66.11570247933885,60.537190082644635,45.867768595041326,28.719008264462808,63.01652892561983,70.86776859504133,0.4132231404958678,5.785123966942149,66.94214876033058,21.90082644628099,68.18181818181817
984,Left Center Back,3588,Wesley Hoedt,Lazio,236,2251,10.743801652892563,40.49586776859504,29.132231404958674,33.47107438016529,40.909090909090914,67.76859504132231,20.24793388429752,30.165289256198346,32.02479338842975,72.72727272727273,64.87603305785123,29.75206611570248,21.90082644628099,3.71900826446281
1005,Right Center Back,5551,João Miranda de Souza Filho,Inter Milan,238,2908,8.677685950413224,43.388429752066116,21.074380165289256,38.84297520661157,53.51239669421488,54.54545454545454,47.5206611570248,61.98347107438017,36.77685950413223,54.958677685950406,56.611570247933884,19.421487603305785,51.2396694214876,51.03305785123967
1009,Center Back,5584,Giancarlo González Castro,Palermo,2256,3265,37.60330578512397,17.355371900826448,15.702479338842975,3.3057851239669422,29.958677685950413,26.446280991735538,79.33884297520662,57.438016528925615,3.3057851239669422,24.380165289256198,17.355371900826448,14.256198347107437,65.70247933884298,25.413223140495866
1019,Left Center Back,5675,Kalidou Koulibaly,Napoli,227,2980,71.900826446281,94.21487603305785,95.0413223140496,99.58677685950413,51.446280991735534,49.586776859504134,35.53719008264463,54.958677685950406,100.0,65.28925619834712,86.15702479338843,92.56198347107438,21.90082644628099,83.05785123966942
1029,Right Center Back,6360,Cristian Eduardo Zapata Valencia,AC Milan,243,1312,19.00826446280992,46.074380165289256,84.29752066115702,52.47933884297521,46.48760330578512,98.7603305785124,42.97520661157025,95.86776859504133,55.578512396694215,4.75206611570248,37.1900826446281,88.22314049586777,72.52066115702479,71.900826446281
1032,Left Center Back,6585,Jeison Fabián Murillo Cerón,Inter Milan,238,3002,73.14049586776859,73.34710743801654,41.11570247933884,79.13223140495867,58.67768595041323,98.14049586776859,10.330578512396695,50.82644628099173,77.89256198347107,76.44628099173553,39.25619834710744,36.36363636363637,65.70247933884298,37.1900826446281
1047,Right Center Back,6894,Ezequiel Muñoz,Genoa,233,1586,83.05785123966942,47.31404958677686,28.512396694214875,75.41322314049587,52.47933884297521,72.52066115702479,30.785123966942145,97.52066115702479,75.20661157024794,80.78512396694215,4.545454545454546,29.132231404958674,21.90082644628099,14.46280991735537
1048,Left Center Back,6938,Felipe Dias da Silva dal Belo,Udinese,230,2427,59.50413223140496,21.074380165289256,37.60330578512397,92.56198347107438,61.98347107438017,65.28925619834712,28.719008264462808,89.0495867768595,92.14876033057851,52.68595041322314,50.20661157024794,44.214876033057855,51.2396694214876,48.14049586776859
1051,Right Center Back,6943,Andrea Barzagli,Juventus,224,2892,44.62809917355372,60.33057851239669,41.11570247933884,19.834710743801654,19.834710743801654,61.57024793388429,2.066115702479339,17.768595041322314,22.727272727272727,15.909090909090908,85.53719008264463,52.892561983471076,51.2396694214876,92.14876033057851
1058,Left Center Back,6953,Daniele Rugani,Juventus,224,1024,70.45454545454545,95.45454545454545,33.88429752066116,87.80991735537191,4.338842975206612,2.479338842975207,17.56198347107438,18.59504132231405,87.19008264462809,66.73553719008265,79.75206611570248,31.198347107438018,21.90082644628099,25.413223140495866
1059,Left Center Back,6954,Giorgio Chiellini,Juventus,224,1956,81.81818181818183,92.97520661157024,32.438016528925615,61.77685950413223,5.991735537190083,1.6528925619834711,13.429752066115702,6.40495867768595,51.85950413223141,7.231404958677685,94.21487603305785,17.56198347107438,59.29752066115702,95.86776859504133
1081,Right Center Back,7002,Rafael Tolói,Atalanta,228,1966,23.34710743801653,21.487603305785125,97.93388429752066,99.17355371900827,60.537190082644635,88.01652892561982,53.30578512396694,38.01652892561984,99.3801652892562,98.7603305785124,28.92561983471074,98.34710743801654,59.29752066115702,29.958677685950413
1090,Right Center Back,7019,Matías Agustín Silvestre,Sampdoria,234,1956,45.45454545454545,66.52892561983471,11.570247933884298,5.991735537190083,13.842975206611571,69.21487603305785,52.47933884297521,77.68595041322314,5.371900826446281,39.66942148760331,18.801652892561986,9.50413223140496,21.90082644628099,10.330578512396695
1099,Right Center Back,7030,Raúl Albiol i Tortajada,Napoli,227,3355,93.38842975206612,91.73553719008265,1.6528925619834711,5.991735537190083,17.768595041322314,30.165289256198346,38.01652892561984,33.057851239669425,6.8181818181818175,69.62809917355372,88.42975206611571,2.479338842975207,44.83471074380165,44.214876033057855
1112,Right Center Back,7048,Konstantinos Manolas,AS Roma,229,3366,11.570247933884298,45.45454545454545,24.173553719008265,35.33057851239669,17.768595041322314,26.446280991735538,16.735537190082646,35.53719008264463,30.37190082644628,51.446280991735534,30.57851239669421,21.90082644628099,65.70247933884298,33.88429752066116
1116,Right Center Back,7052,Alessandro Gamberini,Chievo,231,2056,3.3057851239669422,3.71900826446281,39.46280991735537,10.950413223140496,17.768595041322314,34.710743801652896,60.12396694214877,95.0413223140496,9.50413223140496,0.8264462809917356,2.479338842975207,33.264462809917354,21.90082644628099,44.214876033057855
1119,Right Center Back,7056,Nenad Tomović,Fiorentina,239,1776,72.72727272727273,95.0413223140496,35.74380165289256,57.64462809917356,12.396694214876034,19.00826446280992,7.851239669421488,70.45454545454545,51.2396694214876,46.48760330578512,86.77685950413223,24.586776859504134,21.90082644628099,95.45454545454545
1127,Left Center Back,7119,Francesco Acerbi,Sassuolo,232,3367,44.214876033057855,71.48760330578511,44.00826446280991,35.33057851239669,81.40495867768594,95.45454545454545,52.47933884297521,42.561983471074385,30.37190082644628,29.958677685950413,57.438016528925615,40.082644628099175,90.28925619834712,25.413223140495866
1133,Left Center Back,7137,Ervin Zukanović,AS Roma,229,1871,82.64462809917356,82.64462809917356,35.74380165289256,0.4132231404958678,35.9504132231405,64.87603305785123,79.9586776859504,80.78512396694215,0.4132231404958678,17.768595041322314,62.396694214876035,47.31404958677686,97.52066115702479,84.29752066115702
1145,Right Center Back,7160,Lorenzo Tonelli,Empoli,290,2438,81.40495867768594,67.35537190082644,59.09090909090909,63.22314049586777,64.25619834710744,92.14876033057851,63.84297520661158,59.71074380165289,53.30578512396694,8.677685950413224,52.066115702479344,41.32231404958678,77.27272727272727,63.42975206611571
1151,Right Center Back,7172,Simone Romagnoli,Carpi,1683,2817,17.355371900826448,3.3057851239669422,25.6198347107438,42.561983471074385,7.231404958677685,71.07438016528926,83.26446280991735,82.43801652892562,47.31404958677686,21.694214876033058,8.264462809917356,37.1900826446281,21.90082644628099,18.388429752066116
1152,Center Back,7173,Leonardo Bonucci,Juventus,224,3260,30.165289256198346,74.79338842975206,53.30578512396694,23.7603305785124,57.85123966942148,90.9090909090909,28.09917355371901,21.90082644628099,20.041322314049587,28.305785123966942,95.45454545454545,43.80165289256198,81.81818181818183,94.42148760330579
1155,Right Center Back,7176,Sebastian De Maio,Genoa,233,2334,88.42975206611571,66.94214876033058,60.537190082644635,75.41322314049587,61.98347107438017,98.14049586776859,59.50413223140496,66.52892561983471,82.02479338842976,84.0909090909091,41.32231404958678,72.52066115702479,51.2396694214876,22.107438016528928
1158,Left Center Back,7458,Alessio Romagnoli,AC Milan,243,3096,53.71900826446281,72.31404958677686,44.62809917355372,27.892561983471076,46.48760330578512,80.37190082644628,34.917355371900825,49.3801652892562,32.02479338842975,19.62809917355372,31.40495867768595,57.02479338842975,21.90082644628099,59.917355371900825
1165,Center Back,7467,Nicolás Andrés Burdisso,Genoa,233,2619,51.03305785123967,39.25619834710744,56.19834710743802,14.669421487603307,31.198347107438018,19.00826446280992,72.31404958677686,29.132231404958674,16.94214876033058,10.537190082644628,23.553719008264462,69.21487603305785,21.90082644628099,18.388429752066116
1172,Left Center Back,7476,Emiliano Moretti,Torino,241,3290,90.9090909090909,92.14876033057851,12.8099173553719,33.47107438016529,4.338842975206612,40.909090909090914,1.6528925619834711,19.421487603305785,34.090909090909086,16.94214876033058,84.71074380165288,16.115702479338843,44.83471074380165,94.42148760330579
1183,Right Center Back,7771,Dario Dainelli,Chievo,231,1404,46.48760330578512,65.70247933884298,15.702479338842975,18.181818181818183,48.34710743801653,11.776859504132231,32.02479338842975,11.15702479338843,21.487603305785125,66.73553719008265,45.867768595041326,24.586776859504134,72.52066115702479,68.18181818181817
1194,Center Back,7799,Danilo Larangeira,Udinese,230,3177,38.01652892561984,19.834710743801654,79.54545454545455,19.834710743801654,17.768595041322314,13.223140495867769,51.446280991735534,83.26446280991735,18.388429752066116,23.140495867768596,64.87603305785123,78.51239669421489,21.90082644628099,14.46280991735537
1201,Center Back,7962,Andrea Ranocchia,Sampdoria,234,1317,55.78512396694215,61.57024793388429,15.702479338842975,37.60330578512397,15.495867768595042,5.991735537190083,46.074380165289256,86.36363636363636,42.768595041322314,19.62809917355372,66.32231404958677,24.586776859504134,21.90082644628099,44.214876033057855
1203,Left Center Back,7966,Filip Helander,Hellas Verona,226,1968,15.289256198347106,24.380165289256198,30.165289256198346,42.561983471074385,0.8264462809917356,1.0330578512396695,33.88429752066116,88.01652892561982,47.31404958677686,6.40495867768595,7.851239669421488,41.942148760330575,86.98347107438018,3.71900826446281
1205,Right Center Back,8102,Edoardo Goldaniga,Palermo,2256,1301,64.87603305785123,32.231404958677686,90.08264462809917,66.11570247933885,74.58677685950413,17.56198347107438,70.24793388429752,54.958677685950406,70.86776859504133,19.62809917355372,32.438016528925615,93.38842975206612,96.28099173553719,44.214876033057855
1219,Left Center Back,8275,Davide Astori,Fiorentina,239,2994,75.6198347107438,90.08264462809917,43.388429752066116,49.3801652892562,56.81818181818182,56.19834710743802,15.289256198347106,39.87603305785124,45.45454545454545,85.3305785123967,90.49586776859503,32.231404958677686,21.90082644628099,51.03305785123967
1220,Right Center Back,8278,Nicolás Federico Spolli,Chievo,231,1119,9.917355371900827,4.545454545454546,24.173553719008265,35.33057851239669,28.09917355371901,16.528925619834713,83.26446280991735,7.851239669421488,28.92561983471074,36.98347107438016,0.6198347107438017,15.702479338842975,21.90082644628099,55.16528925619835
1223,Right Center Back,8291,Arlind Afrim Ajeti,Frosinone,291,1398,5.371900826446281,2.6859504132231407,45.66115702479338,24.793388429752067,59.71074380165289,91.52892561983471,90.08264462809917,93.80165289256198,27.685950413223143,50.413223140495866,7.231404958677685,58.057851239669425,72.52066115702479,68.18181818181817
1227,Right Center Back,8421,Matteo Bianchetti,Hellas Verona,226,1590,28.512396694214875,34.50413223140496,18.59504132231405,90.28925619834712,44.214876033057855,40.909090909090914,75.0,91.73553719008265,91.73553719008265,98.34710743801654,74.3801652892562,27.892561983471076,65.70247933884298,74.79338842975206
1239,Left Center Back,8664,Andrea Costa,Empoli,290,2163,82.23140495867769,73.34710743801654,84.29752066115702,2.6859504132231407,52.47933884297521,54.132231404958674,44.214876033057855,79.54545454545455,3.3057851239669422,13.223140495867769,39.66942148760331,88.22314049586777,59.29752066115702,10.330578512396695
1243,Left Center Back,8847,Santiago Juan Gentiletti Selak,Lazio,236,1779,56.40495867768595,82.23140495867769,63.42975206611571,89.6694214876033,75.82644628099173,86.98347107438018,2.479338842975207,78.51239669421489,89.0495867768595,86.57024793388429,80.99173553719008,55.578512396694215,21.90082644628099,3.71900826446281
1244,Right Center Back,8848,Paolo Cannavaro,Sassuolo,232,2805,39.25619834710744,26.859504132231404,56.19834710743802,21.280991735537192,17.768595041322314,10.12396694214876,29.338842975206614,57.438016528925615,21.487603305785125,41.32231404958678,23.140495867768596,54.75206611570248,21.90082644628099,55.16528925619835
1245,Left Center Back,8849,Domenico Maietta,Bologna,240,1689,38.429752066115704,38.84297520661157,96.07438016528926,97.10743801652893,59.71074380165289,84.91735537190083,45.45454545454545,41.735537190082646,94.62809917355372,92.56198347107438,60.74380165289256,92.14876033057851,21.90082644628099,14.46280991735537
1247,Right Center Back,8852,Thomas Heurtaux,Udinese,230,940,97.93388429752066,77.27272727272727,2.6859504132231407,42.561983471074385,35.9504132231405,8.47107438016529,71.900826446281,97.93388429752066,34.090909090909086,50.413223140495866,64.0495867768595,1.6528925619834711,21.90082644628099,29.958677685950413
1249,Right Center Back,8873,Marios Oikonomou,Bologna,240,1592,57.438016528925615,55.371900826446286,32.438016528925615,83.05785123966942,44.214876033057855,49.586776859504134,56.81818181818182,100.0,80.78512396694215,39.66942148760331,68.80165289256198,24.586776859504134,21.90082644628099,37.1900826446281
1253,Left Center Back,8877,Boštjan Cesar,Chievo,231,2804,51.03305785123967,34.50413223140496,84.29752066115702,30.37190082644628,22.31404958677686,14.46280991735537,69.42148760330579,59.71074380165289,29.338842975206614,41.32231404958678,27.685950413223143,81.40495867768594,51.2396694214876,18.388429752066116
1254,Left Center Back,9884,Niklas Moisander,Sampdoria,234,1780,67.76859504132231,64.0495867768595,78.92561983471074,52.47933884297521,4.338842975206612,5.991735537190083,57.85123966942148,68.80165289256198,55.578512396694215,4.75206611570248,36.77685950413223,84.0909090909091,21.90082644628099,80.57851239669421
1258,Right Center Back,9939,Maurício dos Santos Nascimento,Lazio,236,1788,11.983471074380166,42.561983471074385,71.07438016528926,95.0413223140496,46.48760330578512,21.90082644628099,77.06611570247934,61.98347107438017,97.31404958677686,95.0413223140496,47.93388429752066,80.16528925619835,21.90082644628099,14.46280991735537
1259,Right Center Back,9940,Armando Izzo,Genoa,233,2802,66.94214876033058,73.96694214876032,87.39669421487604,93.59504132231406,93.38842975206612,78.92561983471074,30.165289256198346,84.71074380165288,95.45454545454545,54.958677685950406,49.3801652892562,90.9090909090909,21.90082644628099,89.87603305785123
1275,Left Center Back,11499,Riccardo Gagliolo,Carpi,1683,2718,92.76859504132231,52.27272727272727,40.49586776859504,97.93388429752066,86.15702479338843,52.47933884297521,51.446280991735534,90.08264462809917,97.93388429752066,99.17355371900827,92.56198347107438,35.53719008264463,51.2396694214876,91.11570247933885
1300,Right Center Back,16202,Nikola Maksimović,Torino,241,1500,99.17355371900827,98.34710743801654,69.00826446280992,96.69421487603306,50.20661157024794,32.64462809917356,5.785123966942149,13.016528925619836,96.28099173553719,85.3305785123967,91.73553719008265,63.63636363636363,21.90082644628099,100.0
1341,Center Back,25931,Gonzalo Javier Rodríguez,Fiorentina,239,3269,16.115702479338843,59.917355371900825,49.79338842975206,37.60330578512397,33.264462809917354,53.51239669421488,26.446280991735538,38.01652892561984,36.77685950413223,77.89256198347107,76.44628099173553,45.04132231404959,92.76859504132231,68.18181818181817
1361,Right Center Back,30745,Daniele Gastaldello,Bologna,240,2441,47.93388429752066,32.64462809917356,92.56198347107438,66.11570247933885,32.438016528925615,64.46280991735537,57.85123966942148,29.75206611570248,70.86776859504133,26.446280991735538,22.31404958677686,96.69421487603306,51.2396694214876,48.14049586776859
1377,Right Center Back,31488,Vangelis Moras,Hellas Verona,226,2814,85.3305785123967,62.1900826446281,77.27272727272727,74.3801652892562,15.495867768595042,38.63636363636363,54.33884297520662,33.057851239669425,73.14049586776859,28.305785123966942,53.30578512396694,74.79338842975206,51.2396694214876,68.18181818181817
1400,Left Center Back,38237,Gabriel Alejandro Paletta,Atalanta,228,2252,14.049586776859504,18.181818181818183,84.29752066115702,85.3305785123967,10.537190082644628,44.421487603305785,25.206611570247933,41.735537190082646,83.88429752066115,57.64462809917356,28.512396694214875,72.52066115702479,51.2396694214876,37.1900826446281
1414,Left Center Back,40350,Siniša Anđelković,Palermo,2256,1959,0.8264462809917356,1.6528925619834711,87.39669421487604,70.24793388429752,9.710743801652892,47.31404958677686,24.380165289256198,91.32231404958677,70.86776859504133,3.71900826446281,4.132231404958678,82.64462809917356,21.90082644628099,44.214876033057855
1418,Right Center Back,40426,Guglielmo Stendardo,Atalanta,228,1128,6.198347107438017,11.15702479338843,33.88429752066116,80.78512396694215,2.479338842975207,4.75206611570248,22.31404958677686,26.65289256198347,85.53719008264463,68.38842975206612,5.371900826446281,45.867768595041326,77.27272727272727,22.107438016528928
1419,Right Center Back,40427,Cesare Bovo,Torino,241,1877,97.52066115702479,93.80165289256198,31.40495867768595,42.561983471074385,48.34710743801653,45.45454545454545,6.198347107438017,21.074380165289256,41.52892561983471,17.768595041322314,98.34710743801654,30.165289256198346,86.98347107438018,98.7603305785124
1427,Right Center Back,40945,Alex Rodrigo Dias da Costa,AC Milan,243,2250,55.371900826446286,44.62809917355372,63.42975206611571,71.900826446281,34.29752066115703,22.727272727272727,66.52892561983471,35.53719008264463,65.9090909090909,23.140495867768596,2.8925619834710745,46.28099173553719,94.83471074380165,79.13223140495867
1431,Left Center Back,45590,Nicolò Cherubin,Atalanta,228,941,9.090909090909092,11.983471074380166,67.14876033057851,4.75206611570248,1.6528925619834711,63.01652892561983,47.5206611570248,96.28099173553719,2.066115702479339,61.15702479338842,29.338842975206614,24.586776859504134,86.98347107438018,29.958677685950413
1433,Left Center Back,46670,Iván Rodrigo Piris Leguizamón,Udinese,230,1871,59.917355371900825,52.27272727272727,70.24793388429752,91.11570247933885,67.97520661157024,20.24793388429752,4.545454545454546,74.79338842975206,92.56198347107438,77.27272727272727,77.27272727272727,79.54545454545455,21.90082644628099,91.11570247933885
1437,Right Center Back,174418,Modibo Diakité,Sampdoria,234,2337,91.73553719008265,35.53719008264463,15.702479338842975,23.7603305785124,28.92561983471074,38.63636363636363,72.72727272727273,98.34710743801654,22.727272727272727,24.380165289256198,11.570247933884298,15.289256198347106,51.2396694214876,51.03305785123967
1465,Left Center Back,387847,Leonardo Blanchard,Frosinone,291,2517,100.0,49.586776859504134,89.25619834710744,32.02479338842975,13.842975206611571,10.743801652892563,85.9504132231405,99.58677685950413,32.02479338842975,72.72727272727273,93.38842975206612,84.71074380165288,90.28925619834712,59.917355371900825
1473,Right Center Back,3164,Marcelo Antônio Guedes Filho,Hannover 96,178,1758,70.45454545454545,72.72727272727273,42.768595041322314,36.570247933884296,13.842975206611571,3.3057851239669422,84.0909090909091,39.87603305785124,34.090909090909086,21.694214876033058,61.57024793388429,38.63636363636363,65.70247933884298,33.88429752066116
1475,Left Center Back,3197,Dante Bonfim da Costa Santos,Wolfsburg,179,2125,42.14876033057851,91.32231404958677,77.68595041322314,66.11570247933885,42.768595041322314,51.03305785123967,8.264462809917356,67.97520661157024,61.15702479338842,57.64462809917356,94.62809917355372,69.21487603305785,59.29752066115702,55.16528925619835
1480,Right Center Back,3502,Joël Andre Job Matip,Schalke 04,181,3142,96.28099173553719,93.38842975206612,68.18181818181817,61.77685950413223,63.42975206611571,95.86776859504133,47.5206611570248,73.55371900826447,66.94214876033058,3.0991735537190084,83.05785123966942,78.099173553719,81.81818181818183,88.42975206611571
