,main_position,player_id,player_name,team,team_id,minutes_played,progressive_carries_rate,progressive_carries_per90,tackle_success_rate,tackles_successful_per90,interceptions_per90,interception_success_rate,clearances_per90,blocks_per90,duels_won_per90,times_dribbled_past_per90,progressive_passes_per90,duel_success_rate,goals_scored_per90,chances_created_per90
1487,Left Center Back,3774,Papiss Mison Djilobodji,Werder Bremen,176,1297,40.49586776859504,75.20661157024794,49.79338842975206,23.7603305785124,90.70247933884298,76.44628099173553,88.42975206611571,75.82644628099173,18.388429752066116,19.62809917355372,98.7603305785124,37.1900826446281,96.28099173553719,96.69421487603306
1488,Right Center Back,3959,Andreas Christensen,Borussia Mönchengladbach,185,2854,31.198347107438018,71.07438016528926,81.19834710743802,54.54545454545454,42.768595041322314,43.388429752066116,23.140495867768596,83.88429752066115,58.26446280991735,43.80165289256198,26.65289256198347,85.53719008264463,86.98347107438018,18.388429752066116
1489,Left Center Back,4174,Ragnar Klavan,Augsburg,172,2875,17.768595041322314,65.28925619834712,72.93388429752066,25.413223140495866,25.0,75.20661157024794,61.98347107438017,31.818181818181817,25.413223140495866,11.15702479338843,55.78512396694215,73.96694214876032,21.90082644628099,63.42975206611571
1496,Right Center Back,5244,Medhi Amine El Mouttaqi Benatia,Bayern Munich,169,1007,20.66115702479339,83.05785123966942,71.900826446281,15.495867768595042,58.67768595041323,12.8099173553719,7.024793388429752,4.132231404958678,18.388429752066116,43.80165289256198,78.099173553719,80.78512396694215,81.81818181818183,59.917355371900825
1498,Right Center Back,5467,Leon Aderemi Balogun,FSV Mainz 05,177,1575,43.80165289256198,49.586776859504134,49.79338842975206,96.28099173553719,84.29752066115702,39.25619834710744,68.59504132231406,86.98347107438018,98.34710743801654,55.78512396694215,53.71900826446281,65.49586776859503,65.70247933884298,59.917355371900825
1502,Right Center Back,5537,Fabian Lukas Schär,Hoffenheim,175,1861,99.58677685950413,88.01652892561982,5.371900826446281,9.297520661157025,56.81818181818182,95.0413223140496,63.84297520661158,75.82644628099173,10.743801652892563,92.56198347107438,93.80165289256198,7.231404958677685,59.29752066115702,79.13223140495867
1513,Left Center Back,5572,Mats Hummels,Borussia Dortmund,180,2669,85.3305785123967,99.17355371900827,58.26446280991735,86.98347107438018,63.42975206611571,96.69421487603306,14.256198347107437,9.50413223140496,88.01652892561982,31.611570247933884,99.17355371900827,65.49586776859503,72.52066115702479,77.27272727272727
1514,Right Center Back,5578,Jérôme Boateng,Bayern Munich,169,1558,80.78512396694215,97.93388429752066,74.17355371900827,7.024793388429752,22.31404958677686,89.25619834710744,1.2396694214876034,1.6528925619834711,8.057851239669422,19.62809917355372,99.58677685950413,81.81818181818183,21.90082644628099,99.17355371900827
1515,Right Center Back,5579,Joshua Kimmich,Bayern Munich,169,1369,76.85950413223141,100.0,71.900826446281,48.760330578512395,8.057851239669422,42.14876033057851,0.4132231404958678,16.528925619834713,51.85950413223141,90.28925619834712,100.0,80.78512396694215,21.90082644628099,97.93388429752066
1536,Left Center Back,6322,Niklas Süle,Hoffenheim,175,3070,52.47933884297521,74.3801652892562,5.785123966942149,18.181818181818183,19.834710743801654,23.140495867768596,63.22314049586777,79.54545454545455,13.842975206611571,7.231404958677685,67.76859504132231,4.545454545454546,21.90082644628099,48.14049586776859
1540,Right Center Back,6359,Johan Danon Djourou-Gbadjere,Hamburger SV,171,2416,58.26446280991735,28.719008264462808,6.6115702479338845,21.280991735537192,8.884297520661157,44.421487603305785,21.487603305785125,49.3801652892562,20.041322314049587,17.768595041322314,58.67768595041323,8.264462809917356,77.27272727272727,7.851239669421488
1542,Right Center Back,6924,Alejandro Gálvez Jimena,Werder Bremen,176,1394,11.15702479338843,14.256198347107437,10.950413223140496,47.72727272727273,79.9586776859504,47.31404958677686,9.297520661157025,8.47107438016529,44.421487603305785,85.3305785123967,72.31404958677686,8.884297520661157,72.52066115702479,3.71900826446281
1544,Right Center Back,7016,Benedikt Höwedes,Schalke 04,181,923,98.34710743801654,92.56198347107438,100.0,79.9586776859504,72.10743801652893,86.98347107438018,19.421487603305785,23.553719008264462,84.71074380165288,13.223140495867769,78.92561983471074,100.0,86.98347107438018,96.69421487603306
1557,Right Center Back,8216,Sven Bender,Borussia Dortmund,180,1289,61.98347107438017,96.28099173553719,7.851239669421488,60.33057851239669,48.34710743801653,34.710743801652896,32.64462809917356,84.71074380165288,58.26446280991735,28.305785123966942,92.14876033057851,7.851239669421488,21.90082644628099,96.69421487603306
1560,Left Center Back,8220,David Olatukunbo Alaba,Bayern Munich,169,2468,87.19008264462809,99.58677685950413,23.140495867768596,2.066115702479339,22.31404958677686,72.52066115702479,0.8264462809917356,16.94214876033058,1.0330578512396695,5.785123966942149,97.52066115702479,17.56198347107438,51.2396694214876,98.34710743801654
1561,Right Center Back,8221,Jonathan Tah,Bayer Leverkusen,904,2698,28.09917355371901,59.09090909090909,23.140495867768596,26.033057851239672,74.58677685950413,82.02479338842976,23.7603305785124,52.27272727272727,27.685950413223143,79.13223140495867,61.15702479338842,24.586776859504134,21.90082644628099,44.214876033057855
1577,Right Center Back,8244,Sokratis Papastathopoulos,Borussia Dortmund,180,2121,49.586776859504134,85.3305785123967,58.67768595041323,85.3305785123967,13.842975206611571,86.98347107438018,9.917355371900827,24.380165289256198,85.53719008264463,39.66942148760331,95.0413223140496,52.066115702479344,59.29752066115702,40.70247933884297
1579,Right Center Back,8270,Daniel Schwaab,VfB Stuttgart,174,2392,69.83471074380165,69.00826446280992,20.454545454545457,67.97520661157024,24.173553719008265,46.28099173553719,17.56198347107438,17.768595041322314,61.15702479338842,90.9090909090909,90.9090909090909,13.636363636363635,21.90082644628099,74.79338842975206
1587,Left Center Back,8313,Kyriakos Papadopoulos,Bayer Leverkusen,904,927,43.388429752066116,5.1652892561983474,94.21487603305785,98.55371900826447,2.066115702479339,1.0330578512396695,54.33884297520662,88.01652892561982,96.69421487603306,96.28099173553719,21.487603305785125,83.26446280991735,21.90082644628099,68.18181818181817
1591,Right Center Back,8318,Jeffrey Gouweleeuw,Augsburg,172,1018,62.8099173553719,79.75206611570248,56.19834710743802,62.8099173553719,1.2396694214876034,2.479338842975207,56.19834710743802,74.79338842975206,67.97520661157024,9.50413223140496,91.32231404958677,69.21487603305785,21.90082644628099,82.02479338842976
1605,Left Center Back,8395,Håvard Nordtveit,Borussia Mönchengladbach,185,2488,77.68595041322314,87.60330578512396,75.0,25.413223140495866,15.495867768595042,15.289256198347106,25.206611570247933,73.55371900826447,22.727272727272727,31.611570247933884,95.86776859504133,60.9504132231405,97.52066115702479,84.29752066115702
1612,Left Center Back,8405,Benjamin Hübner,Ingolstadt,189,2785,78.51239669421489,9.917355371900827,51.652892561983464,69.21487603305785,17.768595041322314,11.776859504132231,57.85123966942148,65.49586776859503,67.97520661157024,59.917355371900825,25.6198347107438,49.17355371900827,51.2396694214876,29.958677685950413
1618,Right Center Back,8516,Ronaldo Aparecido Rodrigues,Wolfsburg,179,2678,95.45454545454545,90.9090909090909,61.15702479338842,50.0,78.099173553719,99.17355371900827,26.446280991735538,50.82644628099173,52.47933884297521,39.66942148760331,90.08264462809917,73.14049586776859,21.90082644628099,87.60330578512396
1637,Left Center Back,8559,Stefan Bell,FSV Mainz 05,177,2683,69.21487603305785,87.19008264462809,54.132231404958674,49.3801652892562,87.80991735537191,97.52066115702479,55.78512396694215,79.54545454545455,50.6198347107438,61.98347107438017,87.60330578512396,55.578512396694215,51.2396694214876,55.16528925619835
1640,Right Center Back,8570,Niklas Stark,Hertha Berlin,173,1388,60.33057851239669,84.71074380165288,99.58677685950413,30.37190082644628,40.909090909090914,73.96694214876032,31.40495867768595,45.867768595041326,36.77685950413223,34.090909090909086,45.24793388429752,99.58677685950413,94.83471074380165,18.388429752066116
1642,Left Center Back,8573,Ömer Toprak,Bayer Leverkusen,904,1586,16.528925619834713,35.9504132231405,62.8099173553719,85.9504132231405,77.47933884297521,63.84297520661158,21.074380165289256,93.38842975206612,82.02479338842976,63.63636363636363,70.86776859504133,40.082644628099175,65.70247933884298,92.14876033057851
1649,Right Center Back,8580,Sebastian Langkamp,Hertha Berlin,173,2030,56.40495867768595,75.6198347107438,80.16528925619835,66.11570247933885,4.338842975206612,17.56198347107438,70.66115702479338,26.65289256198347,61.15702479338842,43.80165289256198,68.80165289256198,71.07438016528926,21.90082644628099,44.214876033057855
1654,Left Center Back,8678,David Ángel Abraham,Eintracht Frankfurt,184,2589,14.87603305785124,25.6198347107438,98.34710743801654,83.88429752066115,69.42148760330579,94.00826446280992,54.958677685950406,58.47107438016529,80.78512396694215,28.305785123966942,24.586776859504134,95.86776859504133,21.90082644628099,59.917355371900825
1664,Left Center Back,8812,Marco Russ,Eintracht Frankfurt,184,2397,90.08264462809917,54.33884297520662,56.19834710743802,32.02479338842975,40.909090909090914,92.97520661157024,13.429752066115702,53.30578512396694,38.429752066115704,57.64462809917356,28.09917355371901,69.21487603305785,92.76859504132231,74.79338842975206
1666,Right Center Back,8814,Nico Elvedi,Borussia Mönchengladbach,185,1561,89.6694214876033,83.88429752066115,19.421487603305785,71.900826446281,73.34710743801654,35.53719008264463,11.983471074380166,92.56198347107438,76.44628099173553,57.64462809917356,58.26446280991735,29.132231404958674,21.90082644628099,77.27272727272727
1667,Left Center Back,8815,Jannik Vestergaard,Werder Bremen,176,3062,62.396694214876035,57.438016528925615,65.9090909090909,76.65289256198346,48.34710743801653,71.900826446281,76.03305785123968,67.97520661157024,82.85123966942149,46.48760330578512,73.55371900826447,76.2396694214876,65.70247933884298,37.1900826446281
1677,Left Center Back,8828,Dominique Heintz,FC Köln,186,2967,48.96694214876033,80.99173553719008,29.75206611570248,55.99173553719008,25.826446280991732,26.446280991735538,38.429752066115704,71.48760330578511,58.26446280991735,57.64462809917356,79.33884297520662,35.12396694214876,72.52066115702479,29.958677685950413
1678,Right Center Back,8829,Frederik Hillesborg Sørensen,FC Köln,186,1759,53.30578512396694,41.735537190082646,42.14876033057851,80.78512396694215,28.09917355371901,13.636363636363635,62.603305785123965,92.97520661157024,83.47107438016529,81.81818181818183,92.97520661157024,43.18181818181818,21.90082644628099,51.03305785123967
1684,Left Center Back,8900,Mërgim Mavraj,FC Köln,186,1016,5.785123966942149,26.239669421487605,75.0,97.52066115702479,0.4132231404958678,0.4132231404958678,95.45454545454545,80.78512396694215,94.62809917355372,66.73553719008265,8.677685950413224,60.9504132231405,21.90082644628099,3.71900826446281
1688,Left Center Back,8956,Timo Baumgartl,VfB Stuttgart,174,1572,35.53719008264463,43.80165289256198,24.793388429752067,63.84297520661158,3.0991735537190084,26.446280991735538,71.07438016528926,96.69421487603306,64.25619834710744,86.57024793388429,62.8099173553719,24.586776859504134,21.90082644628099,3.71900826446281
1691,Left Center Back,8965,Fabian Lustenberger,Hertha Berlin,173,2772,15.702479338842975,13.636363636363635,46.69421487603306,82.23140495867769,31.198347107438018,92.97520661157024,14.87603305785124,45.867768595041326,86.36363636363636,93.38842975206612,9.710743801652892,59.09090909090909,51.2396694214876,80.57851239669421
1697,Right Center Back,9106,Marvin Matip,Ingolstadt,189,2966,42.97520661157025,33.057851239669425,64.0495867768595,16.528925619834713,25.826446280991732,19.00826446280992,80.78512396694215,56.19834710743802,16.115702479338843,72.72727272727273,30.165289256198346,65.49586776859503,72.52066115702479,63.42975206611571
1704,Right Center Back,9217,Aytac Sulu,Darmstadt 98,872,3061,4.958677685950414,0.4132231404958678,44.00826446280991,45.45454545454545,31.198347107438018,23.553719008264462,76.44628099173553,76.65289256198346,42.768595041322314,13.223140495867769,13.223140495867769,40.082644628099175,99.58677685950413,86.36363636363636
1710,Left Center Back,9363,André Ramalho Silva,Bayer Leverkusen,904,1024,12.8099173553719,67.76859504132231,33.88429752066116,87.80991735537191,24.173553719008265,7.43801652892562,62.603305785123965,97.10743801652893,87.19008264462809,97.10743801652893,81.40495867768594,31.198347107438018,21.90082644628099,25.413223140495866
1711,Left Center Back,9396,Ermin Bičakčić,Hoffenheim,175,1669,65.9090909090909,64.87603305785123,51.2396694214876,42.561983471074385,10.537190082644628,3.71900826446281,88.84297520661157,98.7603305785124,40.082644628099175,72.72727272727273,38.22314049586777,47.31404958677686,21.90082644628099,33.88429752066116
1713,Right Center Back,9399,Javier Martínez Aginaga,Bayern Munich,169,1011,57.02479338842975,95.86776859504133,96.07438016528926,93.59504132231406,32.438016528925615,57.85123966942148,2.8925619834710745,44.214876033057855,93.38842975206612,33.264462809917354,69.42148760330579,95.86776859504133,81.81818181818183,97.52066115702479
1716,Left Center Back,9404,Luca Caldirola,Darmstadt 98,872,3152,30.57851239669421,2.066115702479339,54.54545454545454,61.77685950413223,3.0991735537190084,7.43801652892562,36.98347107438016,66.52892561983471,62.8099173553719,75.6198347107438,35.53719008264463,60.9504132231405,21.90082644628099,48.14049586776859
1746,Right Center Back,11286,Dominik Maroh,FC Köln,186,2130,8.264462809917356,38.429752066115704,26.446280991735538,61.77685950413223,55.371900826446286,94.00826446280992,65.70247933884298,90.49586776859503,58.26446280991735,57.64462809917356,11.983471074380166,21.487603305785125,81.81818181818183,3.71900826446281
1763,Left Center Back,12327,John Anthony Brooks,Hertha Berlin,173,1851,26.033057851239672,85.3305785123967,47.107438016528924,44.421487603305785,37.8099173553719,91.52892561983471,58.88429752066116,15.082644628099173,48.34710743801653,43.80165289256198,80.57851239669421,60.9504132231405,59.29752066115702,29.958677685950413
1774,Right Center Back,13319,Niko Bungert,FSV Mainz 05,177,1848,94.21487603305785,78.92561983471074,73.55371900826447,30.37190082644628,33.264462809917354,32.64462809917356,16.115702479338843,28.305785123966942,25.413223140495866,31.611570247933884,29.75206611570248,49.79338842975206,21.90082644628099,10.330578512396695
1783,Left Center Back,16534,Roman Neustädter,Schalke 04,181,2401,61.57024793388429,70.66115702479338,20.454545454545457,67.97520661157024,35.9504132231405,35.9504132231405,23.7603305785124,70.45454545454545,74.58677685950413,36.98347107438016,60.12396694214877,31.198347107438018,21.90082644628099,37.1900826446281
1814,Right Center Back,23341,Alexander Milosevic,Hannover 96,178,922,68.18181818181817,7.43801652892562,2.066115702479339,22.520661157024794,37.8099173553719,8.47107438016529,19.421487603305785,57.438016528925615,25.413223140495866,13.223140495867769,10.537190082644628,3.3057851239669422,21.90082644628099,3.71900826446281
1833,Left Center Back,26791,Emir Spahić,Hamburger SV,171,2411,26.446280991735538,63.42975206611571,19.00826446280992,46.48760330578512,55.78512396694215,38.01652892561984,84.71074380165288,76.65289256198346,49.79338842975206,52.68595041322314,82.02479338842976,28.512396694214875,21.90082644628099,22.107438016528928
1845,Left Center Back,35033,Slobodan Rajković,Darmstadt 98,872,1114,0.4132231404958678,0.8264462809917356,69.62809917355372,52.47933884297521,8.884297520661157,10.12396694214876,84.0909090909091,94.21487603305785,55.578512396694215,48.760330578512395,14.87603305785124,78.92561983471074,81.81818181818183,55.16528925619835
1847,Right Center Back,36359,Carlos Augusto Zambrano Ochandarte,Eintracht Frankfurt,184,1947,64.46280991735537,61.15702479338842,94.62809917355372,57.64462809917356,61.98347107438017,80.37190082644628,15.702479338842975,2.6859504132231407,61.15702479338842,89.46280991735537,34.29752066115703,97.52066115702479,21.90082644628099,10.330578512396695
1852,Right Center Back,38172,Toni Šunjić,VfB Stuttgart,174,1573,25.206611570247933,24.380165289256198,33.057851239669425,54.54545454545454,45.24793388429752,32.64462809917356,88.01652892561982,7.024793388429752,58.26446280991735,80.78512396694215,7.231404958677685,44.62809917355372,65.70247933884298,37.1900826446281
1860,Right Center Back,40468,Cleber Janderson Pereira Reis,Hamburger SV,171,1400,34.710743801652896,50.82644628099173,59.71074380165289,100.0,73.34710743801654,84.91735537190083,78.099173553719,84.71074380165288,99.3801652892562,88.63636363636364,75.0,38.63636363636363,72.52066115702479,18.388429752066116
1862,Left Center Back,40470,Georg Niedermeier,VfB Stuttgart,174,1475,20.24793388429752,53.30578512396694,64.46280991735537,33.47107438016529,44.214876033057855,63.01652892561983,21.90082644628099,81.61157024793388,23.96694214876033,1.2396694214876034,30.991735537190085,34.710743801652896,98.7603305785124,79.13223140495867
1870,Right Center Back,40543,Jeong-Ho Hong,Augsburg,172,1760,19.421487603305785,47.93388429752066,56.19834710743802,28.92561983471074,22.31404958677686,69.21487603305785,81.40495867768594,77.68595041322314,28.512396694214875,4.75206611570248,61.98347107438017,49.79338842975206,90.28925619834712,51.03305785123967
1873,Right Center Back,51388,Assani Lukimya-Mulongoti,Werder Bremen,176,926,48.34710743801653,40.082644628099175,91.32231404958677,94.62809917355372,29.338842975206614,80.37190082644628,78.71900826446281,56.19834710743802,93.80165289256198,63.63636363636363,80.16528925619835,88.22314049586777,21.90082644628099,29.958677685950413
1879,Left Center Back,400614,Christian Schulz,Hannover 96,178,2218,59.09090909090909,42.14876033057851,88.42975206611571,8.057851239669422,37.8099173553719,9.50413223140496,75.0,52.27272727272727,9.50413223140496,59.917355371900825,33.47107438016529,92.97520661157024,81.81818181818183,55.16528925619835
1899,Left Center Back,9461,Timm Klose,Norwich City,56,945,83.47107438016529,30.785123966942145,35.74380165289256,50.6198347107438,94.62809917355372,75.20661157024794,96.69421487603306,85.74380165289256,53.30578512396694,74.17355371900827,50.20661157024794,47.31404958677686,86.98347107438018,3.71900826446281
