,main_position,player_id,player_name,team,team_id,minutes_played,saves_per90,save_percentage,xg_against_minus_goals_conceded_per90,keeper_sweeper_per90,penalty_save_percentage,aerial_dominance_index_per90,pass_completion_rate,tackle_success_rate,tackles_successful_per90,interceptions_per90,interception_success_rate,pressures_per90,chances_created_per90,progressive_carries_per90,crosses_completed_per90,duels_won_per90,fouls_committed_per90,goals_scored_per90,goal_assists_per90,clearances_per90,blocks_per90,times_dribbled_past_per90,progressive_passes_per90,duel_success_rate,ball_recoveries_per90,dribbles_completed_per90,dribble_success_rate,key_passes_per90,shots_total_per90,xg_total_per90,fouls_won_per90,goals_minus_xg_per90,progressive_carries_rate,shot_accuracy,penalties_won_per90,headed_shot_duel_rate,rating
284,Left Back,32525,Fabrizio Poli,Carpi,1683,939,,,,,,,15.953307392996107,54.6692607003891,28.21011673151751,16.926070038910506,18.28793774319066,50.19455252918288,4.669260700389105,2.3346303501945527,2.529182879377432,36.38132295719844,96.10894941634241,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,47.11918179052585
285,Right Back,40250,Marco Zambelli,Empoli,290,1222,,,,,,,73.92996108949417,17.315175097276263,8.365758754863812,58.754863813229576,10.700389105058365,13.618677042801556,6.614785992217899,83.26848249027238,18.09338521400778,13.424124513618677,48.44357976653696,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,49.89070056212502
286,Left Back,296873,Roberto Crivello,Frosinone,291,1490,,,,,,,50.97276264591439,79.76653696498055,60.505836575875485,10.894941634241246,4.085603112840467,48.63813229571984,54.86381322957199,10.505836575875486,28.21011673151751,53.89105058365759,56.809338521400775,29.18287937743191,55.252918287937746,,,,,,,,,,,,,,,,,,55.99255516112803
287,Right Back,386607,Gianpaolo Bellini,Atalanta,228,1028,,,,,,,86.7704280155642,56.03112840466926,50.97276264591439,23.151750972762645,6.809338521400778,49.80544747081712,0.9727626459143969,21.40077821011673,25.87548638132296,61.86770428015564,91.05058365758755,88.13229571984435,16.731517509727624,,,,,,,,,,,,,,,,,,52.97531517781669
288,Right Back,387300,Cristian Zaccardo,Carpi,1683,2443,,,,,,,24.90272373540856,22.762645914396888,49.416342412451364,60.11673151750973,66.53696498054474,47.85992217898833,10.700389105058365,7.392996108949417,22.17898832684825,57.39299610894941,29.766536964980546,65.75875486381322,16.731517509727624,,,,,,,,,,,,,,,,,,53.097148484418845
289,Right Back,387417,Mattia Cassani,Sampdoria,234,2150,,,,,,,77.62645914396887,38.91050583657588,8.365758754863812,56.42023346303502,43.190661478599225,10.894941634241246,14.396887159533073,68.8715953307393,14.007782101167315,11.089494163424124,74.70817120622569,29.18287937743191,43.57976653696498,,,,,,,,,,,,,,,,,,50.89815117672889
290,Left Back,3221,Markus Suttner,Ingolstadt,189,1396,,,,,,,1.9455252918287937,30.544747081712064,44.94163424124514,80.73929961089495,44.16342412451362,73.92996108949417,80.54474708171206,5.836575875486381,70.8171206225681,41.82879377431907,35.019455252918284,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,57.745798505942744
291,Left Back,3510,Sead Kolašinac,Schalke 04,181,1662,,,,,,,61.478599221789885,33.26848249027237,57.97665369649806,46.69260700389105,23.73540856031128,83.85214007782102,65.56420233463035,26.459143968871597,75.68093385214007,59.53307392996109,91.82879377431907,76.45914396887159,16.731517509727624,,,,,,,,,,,,,,,,,,60.17489635301632
292,Right Back,3530,Hiroki Sakai,Hannover 96,178,2308,,,,,,,25.680933852140075,17.898832684824903,63.42412451361867,36.77042801556421,5.836575875486381,67.12062256809338,24.5136186770428,45.719844357976655,25.87548638132296,66.34241245136187,31.32295719844358,65.75875486381322,16.731517509727624,,,,,,,,,,,,,,,,,,56.30828676117501
293,Left Back,5544,Ricardo Iván Rodríguez Araya,Wolfsburg,179,2124,,,,,,,87.93774319066148,62.06225680933852,42.80155642023346,4.085603112840467,39.88326848249027,33.07392996108949,94.94163424124513,63.81322957198443,81.51750972762646,40.66147859922179,36.964980544747085,88.13229571984435,84.43579766536965,,,,,,,,,,,,,,,,,,65.50184582596468
294,Left Back,5569,Marvin Plattenhardt,Hertha Berlin,173,3047,,,,,,,62.2568093385214,21.20622568093385,6.420233463035019,30.739299610894943,80.35019455252919,8.560311284046692,81.32295719844358,42.023346303501945,63.035019455252915,5.252918287937743,43.96887159533074,76.45914396887159,79.76653696498055,,,,,,,,,,,,,,,,,,55.44133888091323
295,Right Back,5658,Łukasz Piszczek,Borussia Dortmund,180,1473,,,,,,,91.43968871595331,32.295719844357976,17.704280155642024,42.217898832684824,81.32295719844358,45.13618677042802,88.715953307393,80.73929961089495,67.12062256809338,17.704280155642024,10.505836575875486,29.18287937743191,95.3307392996109,,,,,,,,,,,,,,,,,,64.35125052971554
296,Right Back,5681,Makoto Hasebe,Eintracht Frankfurt,184,2868,,,,,,,45.3307392996109,99.22178988326849,53.11284046692607,6.809338521400778,54.08560311284047,75.87548638132296,70.03891050583657,35.21400778210117,8.754863813229571,46.69260700389105,52.723735408560316,65.75875486381322,55.252918287937746,,,,,,,,,,,,,,,,,,62.88489706500721
297,Left Back,6040,Jonas Hector,FC Köln,186,2968,,,,,,,81.90661478599222,39.88326848249027,27.626459143968873,55.05836575875487,38.52140077821012,76.26459143968872,95.71984435797665,71.20622568093385,66.14785992217898,33.85214007782101,11.673151750972762,29.18287937743191,84.43579766536965,,,,,,,,,,,,,,,,,,66.42128900116832
298,Right Back,6309,Tin Jedvaj,Bayer Leverkusen,904,1038,,,,,,,12.840466926070038,25.680933852140075,22.56809338521401,62.45136186770428,47.081712062256805,71.98443579766537,15.56420233463035,52.52918287937744,23.73540856031128,21.98443579766537,67.31517509727627,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,54.12103404307453
299,Right Back,6339,Gotoku Sakai,Hamburger SV,171,1952,,,,,,,38.91050583657588,92.21789883268482,87.54863813229572,75.29182879377431,45.13618677042802,61.478599221789885,48.63813229571984,28.01556420233463,28.21011673151751,89.29961089494164,20.038910505836576,29.18287937743191,43.57976653696498,,,,,,,,,,,,,,,,,,63.38011507645619
300,Left Back,7993,Filip Mladenović,FC Köln,186,923,,,,,,,29.18287937743191,37.93774319066148,23.346303501945524,8.560311284046692,10.116731517509727,71.20622568093385,91.82879377431907,43.96887159533074,90.85603112840467,31.1284046692607,50.19455252918288,29.18287937743191,96.3035019455253,,,,,,,,,,,,,,,,,,64.09810744121837
301,Right Back,8209,Márcio Rafael Ferreira de Souza,Bayern Munich,169,1650,,,,,,,100.0,95.13618677042801,48.249027237354085,12.2568093385214,3.501945525291829,5.836575875486381,77.82101167315176,98.83268482490273,86.38132295719845,41.82879377431907,48.44357976653696,29.18287937743191,75.29182879377431,,,,,,,,,,,,,,,,,,65.74396980382696
302,Left Back,8212,Wendell Nascimento Borges,Bayer Leverkusen,904,2422,,,,,,,58.949416342412455,14.396887159533073,66.53696498054474,76.07003891050583,15.17509727626459,86.7704280155642,50.583657587548636,89.10505836575877,18.09338521400778,61.86770428015564,98.0544747081712,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,59.22950492508329
303,Right Back,8237,Paul Verhaegh,Augsburg,172,2318,,,,,,,87.15953307392996,72.37354085603113,10.700389105058365,29.18287937743191,82.49027237354085,9.72762645914397,53.11284046692607,24.90272373540856,51.16731517509727,11.089494163424124,3.501945525291829,99.22178988326849,59.92217898832685,,,,,,,,,,,,,,,,,,58.28734630269699
304,Right Back,8316,Dennis Diekmeier,Hamburger SV,171,1393,,,,,,,43.96887159533074,4.280155642023346,24.708171206225682,14.785992217898833,58.949416342412455,57.58754863813229,34.24124513618677,29.18287937743191,78.40466926070039,27.237354085603112,12.840466926070038,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,54.80657014476715
305,Left Back,8319,Philipp Max,Augsburg,172,2125,,,,,,,40.07782101167315,3.501945525291829,18.482490272373543,10.894941634241246,8.949416342412452,73.54085603112841,42.217898832684824,56.03112840466926,90.85603112840467,8.171206225680933,71.20622568093385,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,54.44794385674121
306,Left Back,8392,Jeremy Toljan,Hoffenheim,175,1487,,,,,,,37.35408560311284,25.680933852140075,12.645914396887159,49.221789883268485,29.18287937743191,22.56809338521401,12.2568093385214,50.0,1.556420233463035,3.8910505836575875,1.556420233463035,80.93385214007782,16.731517509727624,,,,,,,,,,,,,,,,,,49.89698420364924
307,Left Back,8394,Robert Bauer,Ingolstadt,189,1664,,,,,,,3.8910505836575875,10.894941634241246,71.20622568093385,62.45136186770428,70.03891050583657,89.49416342412452,17.120622568093385,3.11284046692607,16.147859922178988,64.39688715953308,90.27237354085604,76.45914396887159,16.731517509727624,,,,,,,,,,,,,,,,,,54.50259638800397
308,Right Back,8396,Theodor Gebre Selassie,Werder Bremen,176,3064,,,,,,,36.57587548638132,68.48249027237354,60.505836575875485,15.758754863813229,8.365758754863812,79.37743190661479,56.03112840466926,15.17509727626459,62.2568093385214,63.42412451361867,59.143968871595334,60.311284046692606,49.61089494163424,,,,,,,,,,,,,,,,,,60.081535572106475
309,Left Back,8504,Bastian Oczipka,Eintracht Frankfurt,184,2775,,,,,,,61.08949416342413,96.88715953307393,54.6692607003891,76.07003891050583,91.05058365758755,19.844357976653697,53.89105058365759,80.1556420233463,45.719844357976655,51.36186770428015,22.17898832684825,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,62.33890067775958
310,Right Back,8545,Julian Korb,Borussia Mönchengladbach,185,1297,,,,,,,67.70428015564202,6.614785992217899,10.700389105058365,81.71206225680933,94.16342412451361,68.8715953307393,32.295719844357976,20.428015564202333,10.700389105058365,11.089494163424124,83.85214007782102,80.93385214007782,55.252918287937746,,,,,,,,,,,,,,,,,,52.29357221547727
311,Left Back,8547,Matthias Ostrzolek,Hamburger SV,171,2975,,,,,,,29.961089494163424,33.85214007782101,35.019455252918284,58.754863813229576,20.622568093385212,43.57976653696498,54.86381322957199,55.6420233463035,61.478599221789885,33.85214007782101,13.618677042801556,29.18287937743191,55.252918287937746,,,,,,,,,,,,,,,,,,58.14920115340374
312,Right Back,8548,Daniel Brosinski,FSV Mainz 05,177,2218,,,,,,,14.007782101167315,5.252918287937743,13.618677042801556,5.836575875486381,3.11284046692607,30.35019455252918,73.54085603112841,60.505836575875485,68.09338521400778,6.614785992217899,10.505836575875486,71.78988326848248,65.75875486381322,,,,,,,,,,,,,,,,,,54.63590651487013
313,Right Back,8549,Giulio Donati,FSV Mainz 05,177,1944,,,,,,,17.509727626459142,75.09727626459144,72.568093385214,66.53696498054474,73.15175097276264,51.75097276264592,22.957198443579767,15.953307392996107,16.147859922178988,72.17898832684824,53.89105058365759,29.18287937743191,43.57976653696498,,,,,,,,,,,,,,,,,,57.754932900780915
314,Right Back,8576,Mitchell Weiser,Hertha Berlin,173,2494,,,,,,,32.490272373540854,47.276264591439684,62.06225680933852,34.43579766536965,51.55642023346303,96.49805447470817,59.53307392996109,75.4863813229572,33.26848249027237,67.31517509727627,42.60700389105058,84.63035019455253,89.6887159533074,,,,,,,,,,,,,,,,,,68.75985665692949
315,Right Back,8676,Danny Vieira da Costa,Ingolstadt,189,1573,,,,,,,11.478599221789883,22.17898832684825,79.76653696498055,51.36186770428015,42.023346303501945,95.71984435797665,57.97665369649806,26.07003891050584,34.43579766536965,71.20622568093385,18.67704280155642,29.18287937743191,94.16342412451361,,,,,,,,,,,,,,,,,,65.45730668334508
316,Right Back,8808,Matthias Ginter,Borussia Dortmund,180,1945,,,,,,,89.49416342412452,95.13618677042801,33.85214007782101,9.72762645914397,49.221789883268485,12.840466926070038,63.22957198443579,61.86770428015564,79.37743190661479,38.32684824902724,38.52140077821012,97.27626459143968,95.3307392996109,,,,,,,,,,,,,,,,,,64.64329028044038
317,Left Back,8809,Oscar Wendt,Borussia Mönchengladbach,185,2769,,,,,,,71.59533073929961,31.517509727626457,33.07392996108949,34.43579766536965,77.62645914396887,18.67704280155642,70.03891050583657,57.19844357976653,59.143968871595334,24.5136186770428,7.003891050583658,91.63424124513618,55.252918287937746,,,,,,,,,,,,,,,,,,58.94763238203939
318,Right Back,8823,Marcel Risse,FC Köln,186,3057,,,,,,,0.38910505836575876,72.37354085603113,82.49027237354085,50.583657587548636,61.86770428015564,75.4863813229572,98.0544747081712,85.99221789883269,93.57976653696498,75.4863813229572,31.32295719844358,88.13229571984435,89.6887159533074,,,,,,,,,,,,,,,,,,76.4474580381437
319,Left Back,8958,Dennis Aogo,Schalke 04,181,1847,,,,,,,86.38132295719845,2.7237354085603114,1.556420233463035,1.556420233463035,1.556420233463035,7.003891050583658,91.82879377431907,36.18677042801556,92.60700389105058,1.556420233463035,55.6420233463035,29.18287937743191,43.57976653696498,,,,,,,,,,,,,,,,,,50.29431685869414
320,Right Back,9134,Aleksandar Ignjovski,Eintracht Frankfurt,184,1200,,,,,,,9.72762645914397,21.20622568093385,79.76653696498055,71.01167315175097,42.023346303501945,99.61089494163424,43.77431906614786,67.70428015564202,75.68093385214007,86.7704280155642,69.64980544747081,29.18287937743191,59.92217898832685,,,,,,,,,,,,,,,,,,70.73742428074682
321,Left Back,9222,Fabian Holland,Darmstadt 98,872,1478,,,,,,,3.11284046692607,68.09338521400778,85.99221789883269,65.56420233463035,73.15175097276264,96.88715953307393,12.2568093385214,1.556420233463035,4.085603112840467,91.63424124513618,97.66536964980544,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,58.93706049505484
322,Right Back,9397,Pavel Kadeřábek,Hoffenheim,175,2321,,,,,,,24.5136186770428,20.233463035019454,5.836575875486381,36.77042801556421,25.291828793774318,15.56420233463035,24.5136186770428,26.848249027237355,42.4124513618677,5.836575875486381,28.404669260700388,29.18287937743191,38.13229571984436,,,,,,,,,,,,,,,,,,49.3778043626599
323,Right Back,9459,Paweł Olkowski,FC Köln,186,1204,,,,,,,16.731517509727624,10.505836575875486,14.591439688715955,42.217898832684824,64.59143968871595,38.52140077821012,2.9182879377431905,50.97276264591439,18.09338521400778,18.67704280155642,17.509727626459142,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,50.68059893185928
324,Right Back,9722,Peter Pekarík,Hertha Berlin,173,1115,,,,,,,69.26070038910505,56.03112840466926,41.63424124513619,18.8715953307393,19.844357976653697,57.19844357976653,32.295719844357976,46.88715953307393,87.7431906614786,51.36186770428015,30.544747081712064,29.18287937743191,65.75875486381322,,,,,,,,,,,,,,,,,,60.91066374652884
325,Right Back,9728,Florian Klein,VfB Stuttgart,174,1574,,,,,,,28.21011673151751,1.1673151750972763,22.17898832684825,71.01167315175097,83.26848249027238,92.21789883268482,57.97665369649806,7.782101167315175,73.92996108949417,23.540856031128403,44.94163424124514,29.18287937743191,49.61089494163424,,,,,,,,,,,,,,,,,,56.605817619353836
326,Right Back,10790,Adelino André Vieira Freitas,Wolfsburg,179,2036,,,,,,,53.30739299610895,69.45525291828794,64.39688715953308,56.42023346303502,71.20622568093385,43.96887159533074,95.3307392996109,76.45914396887159,75.68093385214007,59.53307392996109,8.171206225680933,71.78988326848248,98.83268482490273,,,,,,,,,,,,,,,,,,71.40873490206829
327,Left Back,11458,Marcel Schmelzer,Borussia Dortmund,180,2021,,,,,,,92.99610894941634,62.64591439688716,35.019455252918284,18.8715953307393,56.6147859922179,66.34241245136187,87.93774319066148,78.21011673151752,90.85603112840467,28.404669260700388,38.52140077821012,29.18287937743191,94.16342412451361,,,,,,,,,,,,,,,,,,67.63586816988273
328,Left Back,12316,Oliver Sorg,Hannover 96,178,1751,,,,,,,20.622568093385212,8.365758754863812,23.346303501945524,21.78988326848249,12.645914396887159,34.824902723735406,12.2568093385214,7.003891050583658,6.420233463035019,25.680933852140075,20.038910505836576,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,46.40734433224232
329,Right Back,12383,Florian Jungwirth,Darmstadt 98,872,1481,,,,,,,0.7782101167315175,77.431906614786,91.43968871595331,56.42023346303502,4.669260700389105,97.66536964980544,12.2568093385214,2.7237354085603114,28.21011673151751,85.99221789883269,27.237354085603112,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,60.57670619481718
330,Left Back,12626,Emiliano Adrián Insúa Zapata,VfB Stuttgart,174,3046,,,,,,,36.18677042801556,86.57587548638132,49.416342412451364,78.40466926070039,95.3307392996109,82.49027237354085,71.98443579766537,65.1750972762646,70.8171206225681,58.36575875486382,65.95330739299611,29.18287937743191,34.43579766536965,,,,,,,,,,,,,,,,,,66.15349629385521
331,Left Back,13126,Miiko Martín Albornoz Inola,Hannover 96,178,2128,,,,,,,27.237354085603112,41.82879377431907,50.97276264591439,57.58754863813229,77.62645914396887,68.48249027237354,91.82879377431907,48.44357976653696,51.16731517509727,53.89105058365759,35.019455252918284,29.18287937743191,43.57976653696498,,,,,,,,,,,,,,,,,,62.593811672726694
332,Left Back,13206,Erik Durm,Borussia Dortmund,180,923,,,,,,,62.64591439688716,83.65758754863813,46.10894941634241,18.8715953307393,18.28793774319066,42.80155642023346,63.22957198443579,66.14785992217898,45.719844357976655,44.55252918287938,50.19455252918288,91.63424124513618,71.40077821011673,,,,,,,,,,,,,,,,,,62.267730404937225
333,Left Back,15651,Juan Bernat Velasco,Bayern Munich,169,1194,,,,,,,99.22178988326849,17.315175097276263,9.53307392996109,42.217898832684824,88.91050583657587,8.171206225680933,43.77431906614786,66.53696498054474,20.038910505836576,14.591439688715955,15.369649805447471,29.18287937743191,59.92217898832685,,,,,,,,,,,,,,,,,,53.72076156442372
334,Left Back,18399,Gaëtan Bussmann,FSV Mainz 05,177,1204,,,,,,,7.003891050583658,42.80155642023346,75.87548638132296,30.739299610894943,8.365758754863812,90.27237354085604,57.97665369649806,10.116731517509727,18.09338521400778,73.92996108949417,64.39688715953308,84.63035019455253,16.731517509727624,,,,,,,,,,,,,,,,,,59.59875130585125
335,Right Back,19295,Philipp Lahm,Bayern Munich,169,2287,,,,,,,99.61089494163424,72.37354085603113,4.669260700389105,16.926070038910506,76.65369649805449,3.11284046692607,97.27626459143968,95.71984435797665,53.69649805447471,6.22568093385214,2.7237354085603114,65.75875486381322,38.13229571984436,,,,,,,,,,,,,,,,,,63.13349079093816
336,Right Back,20522,György Garics,Darmstadt 98,872,1853,,,,,,,3.501945525291829,91.24513618677042,30.93385214007782,29.18287937743191,44.16342412451362,62.64591439688716,2.9182879377431905,0.38910505836575876,13.424124513618677,25.680933852140075,50.19455252918288,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,51.07060778976902
337,Right Back,20665,Kevin Großkreutz,VfB Stuttgart,174,917,,,,,,,57.58754863813229,2.3346303501945527,31.712062256809336,44.16342412451362,100.0,55.252918287937746,41.43968871595331,17.509727626459142,68.09338521400778,21.98443579766537,51.55642023346303,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,54.164032537917265
338,Left Back,20871,Pierre Bengtsson,FSV Mainz 05,177,1289,,,,,,,24.124513618677042,51.55642023346303,16.147859922178988,2.3346303501945527,0.7782101167315175,67.12062256809338,46.69260700389105,15.56420233463035,23.73540856031128,20.428015564202333,27.237354085603112,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,52.75801467377856
339,Right Back,20950,Yanni Regäsel,Eintracht Frankfurt,184,1292,,,,,,,44.74708171206226,91.24513618677042,30.93385214007782,4.669260700389105,92.60700389105058,64.98054474708171,32.295719844357976,9.33852140077821,23.73540856031128,33.85214007782101,27.237354085603112,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,57.140302494823295
340,Right Back,23266,Christian Träsch,Wolfsburg,179,2118,,,,,,,76.45914396887159,61.478599221789885,79.76653696498055,42.217898832684824,46.30350194552529,87.93774319066148,85.7976653696498,93.77431906614785,90.85603112840467,77.82101167315176,59.143968871595334,29.18287937743191,43.57976653696498,,,,,,,,,,,,,,,,,,72.03167709790883
341,Right Back,25003,Sascha Riether,Schalke 04,181,1287,,,,,,,81.32295719844358,35.21400778210117,16.147859922178988,25.87548638132296,21.78988326848249,31.517509727626457,60.311284046692606,34.63035019455253,53.69649805447471,20.428015564202333,38.52140077821012,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,53.52295775998403
342,Left Back,26359,Santiago García,Werder Bremen,176,2693,,,,,,,14.785992217898833,39.29961089494164,58.754863813229576,77.82101167315176,53.30739299610895,42.4124513618677,82.49027237354085,28.01556420233463,70.8171206225681,63.42412451361867,83.85214007782102,29.18287937743191,55.252918287937746,,,,,,,,,,,,,,,,,,59.49066308811694
343,Right Back,30312,Uilson de Souza Paula Júnior,Schalke 04,181,2040,,,,,,,44.3579766536965,41.82879377431907,56.22568093385214,34.43579766536965,24.90272373540856,75.09727626459144,96.88715953307393,80.73929961089495,91.82879377431907,42.80155642023346,87.7431906614786,29.18287937743191,87.7431906614786,,,,,,,,,,,,,,,,,,68.82976310014472
344,Right Back,40460,Tobias Levels,Ingolstadt,189,1486,,,,,,,72.17898832684824,5.836575875486381,43.77431906614786,55.05836575875487,82.10116731517509,90.6614785992218,24.5136186770428,33.26848249027237,28.21011673151751,33.85214007782101,70.62256809338521,80.93385214007782,84.43579766536965,,,,,,,,,,,,,,,,,,58.96865010053034
345,Left Back,40469,Marcel Schäfer,Wolfsburg,179,1295,,,,,,,61.86770428015564,49.0272373540856,20.428015564202333,1.1673151750972763,96.3035019455253,21.011673151750973,99.22178988326849,56.809338521400775,96.88715953307393,11.089494163424124,12.062256809338521,80.93385214007782,87.7431906614786,,,,,,,,,,,,,,,,,,68.07076021916446
346,Right Back,40480,Markus Feulner,Augsburg,172,928,,,,,,,29.571984435797667,56.809338521400775,96.88715953307393,29.18287937743191,85.60311284046692,100.0,51.9455252918288,45.719844357976655,59.143968871595334,98.44357976653697,99.61089494163424,91.63424124513618,16.731517509727624,,,,,,,,,,,,,,,,,,72.04429810457722
347,Left Back,40538,Jin-Su Kim,Hoffenheim,175,1303,,,,,,,35.60311284046693,0.7782101167315175,2.529182879377432,86.38132295719845,58.17120622568094,81.32295719844358,9.53307392996109,42.80155642023346,23.73540856031128,3.8910505836575875,61.284046692607006,29.18287937743191,16.731517509727624,,,,,,,,,,,,,,,,,,49.20828431405292
348,Left Back,6593,Martín Montoya Torralbo,Real Betis,218,1211,,,,,,,80.54474708171206,8.365758754863812,54.6692607003891,73.54085603112841,11.673151750972762,89.10505836575877,10.700389105058365,50.0,5.642023346303502,37.54863813229572,25.291828793774318,29.18287937743191,59.92217898832685,,,,,,,,,,,,,,,,,,55.76409467541783
349,Right Center Back,3253,Adil Rami,Sevilla,213,2604,,,,,,,,45.66115702479338,1.0330578512396695,48.34710743801653,100.0,,59.917355371900825,,,2.066115702479339,,21.90082644628099,,7.43801652892562,6.40495867768595,8.057851239669422,47.31404958677686,58.057851239669425,,,,,,,,,,,,,50.76649583620377
350,Right Center Back,3324,Eric Bertrand Bailly,Villarreal,222,2328,,,,,,,,25.6198347107438,60.33057851239669,61.98347107438017,33.67768595041322,,37.1900826446281,,,65.9090909090909,,21.90082644628099,,37.60330578512397,19.421487603305785,2.479338842975207,25.206611570247933,37.1900826446281,,,,,,,,,,,,,58.02930748964013
351,Right Center Back,3638,Shkodran Mustafi,Valencia,207,2791,,,,,,,,57.85123966942148,95.86776859504133,92.97520661157024,59.29752066115702,,29.958677685950413,,,95.86776859504133,,72.52066115702479,,56.81818181818182,77.68595041322314,91.32231404958677,82.64462809917356,53.51239669421488,,,,,,,,,,,,,75.55571606824506
352,Left Center Back,4353,Aymeric Laporte,Athletic Club,215,2322,,,,,,,,38.429752066115704,60.33057851239669,58.67768595041323,15.702479338842975,,77.27272727272727,,,65.9090909090909,,92.76859504132231,,11.15702479338843,39.87603305785124,70.45454545454545,87.19008264462809,51.03305785123967,,,,,,,,,,,,,59.39044739835661
353,Left Center Back,4406,Aymen Abdennour,Valencia,207,2054,,,,,,,,79.54545454545455,55.99173553719008,88.42975206611571,65.9090909090909,,44.214876033057855,,,44.421487603305785,,21.90082644628099,,11.983471074380166,54.132231404958674,75.20661157024794,18.801652892561986,41.942148760330575,,,,,,,,,,,,,58.99731099937658
354,Right Center Back,4498,Jean-Sylvain Claude Babin,Granada,1049,2336,,,,,,,,31.40495867768595,3.925619834710744,25.0,5.991735537190083,,22.107438016528928,,,5.371900826446281,,92.76859504132231,,61.15702479338842,13.016528925619836,9.50413223140496,14.46280991735537,43.18181818181818,,,,,,,,,,,,,50.55031409013039
355,Left Center Back,5201,Sergio Ramos García,Real Madrid,220,2128,,,,,,,,84.29752066115702,57.64462809917356,94.21487603305785,80.37190082644628,,86.36363636363636,,,61.15702479338842,,81.81818181818183,,9.297520661157025,58.47107438016529,80.16528925619835,76.85950413223141,88.22314049586777,,,,,,,,,,,,,69.25369051828899
356,Left Center Back,5202,José Ignacio Fernández Iglesias,Real Madrid,220,1114,,,,,,,,23.140495867768596,45.45454545454545,96.07438016528926,99.58677685950413,,55.16528925619835,,,40.082644628099175,,21.90082644628099,,11.983471074380166,88.01652892561982,69.62809917355372,6.6115702479338845,17.56198347107438,,,,,,,,,,,,,61.59039801075079
357,Right Center Back,5213,Gerard Piqué Bernabéu,Barcelona,217,2770,,,,,,,,7.024793388429752,14.669421487603307,22.31404958677686,26.446280991735538,,55.16528925619835,,,16.94214876033058,,72.52066115702479,,40.909090909090914,26.65289256198347,68.38842975206612,85.12396694214877,11.570247933884298,,,,,,,,,,,,,48.620293600083365
358,Left Center Back,5249,Diego Roberto Godín Leal,Atlético Madrid,212,2885,,,,,,,,19.834710743801654,67.97520661157024,91.52892561983471,70.24793388429752,,29.958677685950413,,,67.97520661157024,,51.2396694214876,,33.264462809917354,11.15702479338843,63.63636363636363,21.90082644628099,19.834710743801654,,,,,,,,,,,,,59.08984317408267
359,Right Center Back,5259,José María Giménez de Vargas,Atlético Madrid,212,2506,,,,,,,,40.082644628099175,77.68595041322314,37.8099173553719,14.049586776859504,,80.57851239669421,,,80.78512396694215,,51.2396694214876,,42.14876033057851,31.818181818181817,72.72727272727273,48.34710743801653,45.45454545454545,,,,,,,,,,,,,56.67678930019443
360,Right Center Back,5485,Raphaël Varane,Real Madrid,220,2139,,,,,,,,7.851239669421488,16.528925619834713,80.57851239669421,62.396694214876035,,10.330578512396695,,,20.041322314049587,,21.90082644628099,,46.69421487603306,71.48760330578511,29.958677685950413,26.65289256198347,11.983471074380166,,,,,,,,,,,,,56.3949102296097
361,Left Center Back,5506,Javier Alejandro Mascherano,Barcelona,217,2864,,,,,,,,68.59504132231406,86.98347107438018,28.09917355371901,19.00826446280992,,88.42975206611571,,,88.42975206611571,,21.90082644628099,,4.132231404958678,69.62809917355372,89.46280991735537,96.69421487603306,75.20661157024794,,,,,,,,,,,,,59.71974469437958
362,Left Center Back,5598,Óscar Esau Duarte Gaitán,Espanyol,214,1215,,,,,,,,15.702479338842975,13.429752066115702,75.82644628099173,30.991735537190085,,48.14049586776859,,,15.082644628099173,,77.27272727272727,,67.35537190082644,43.18181818181818,71.28099173553719,56.19834710743802,24.586776859504134,,,,,,,,,,,,,56.62561097330012
363,Right Center Back,6376,Stefan Savić,Atlético Madrid,212,937,,,,,,,,99.17355371900827,84.71074380165288,70.24793388429752,44.421487603305785,,3.71900826446281,,,76.44628099173553,,21.90082644628099,,38.84297520661157,0.8264462809917356,50.413223140495866,43.388429752066116,95.0413223140496,,,,,,,,,,,,,64.21661040342538
364,Right Center Back,6561,Luis Hernández Rodríguez,Sporting Gijón,1041,3351,,,,,,,,36.77685950413223,18.181818181818183,100.0,84.29752066115702,,93.38842975206612,,,21.487603305785125,,21.90082644628099,,50.82644628099173,4.545454545454546,13.223140495867769,68.18181818181817,48.553719008264466,,,,,,,,,,,,,68.8898122596884
