,main_position,player_id,player_name,team,team_id,minutes_played,xg_total_per90,goals_minus_xg_per90,goals_scored_per90,shot_accuracy,chances_created_per90,dribble_success_rate,dribbles_completed_per90,goal_assists_per90,penalties_won_per90,key_passes_per90,progressive_carries_rate,headed_shot_duel_rate,fouls_won_per90,progressive_carries_per90,pass_completion_rate,ball_recoveries_per90,pressures_per90
152,Center Forward,6677,Imanol Agirretxe Arruti,Real Sociedad,210,1298,93.33333333333333,99.0,98.0,74.66666666666667,0.6666666666666667,2.0,8.666666666666668,6.666666666666667,26.666666666666668,0.6666666666666667,50.66666666666667,35.333333333333336,63.66666666666667,14.666666666666666,37.333333333333336,15.333333333333332,14.000000000000002
162,Right Center Forward,6700,Sergio Enrich Ametller,Eibar,322,2319,29.333333333333332,69.33333333333334,44.333333333333336,71.33333333333334,65.66666666666666,47.333333333333336,48.0,94.66666666666667,87.33333333333333,47.333333333333336,34.0,57.99999999999999,77.33333333333333,50.66666666666667,38.333333333333336,81.33333333333333,90.66666666666666
166,Left Center Forward,6707,Charles Días Barbosa de Oliveira,Málaga,223,3067,37.666666666666664,60.333333333333336,47.66666666666667,69.33333333333334,54.0,75.66666666666667,12.666666666666668,37.333333333333336,26.666666666666668,59.333333333333336,76.0,57.99999999999999,37.0,31.333333333333336,50.0,25.0,26.0
172,Center Forward,6721,Willian José da Silva,Las Palmas,208,1766,32.0,89.0,71.0,57.99999999999999,64.0,92.33333333333333,74.66666666666667,20.333333333333332,26.666666666666668,70.33333333333334,10.0,67.66666666666666,56.99999999999999,34.0,69.33333333333334,24.0,33.33333333333333
178,Center Forward,6732,Lucas Pérez Martínez,RC Deportivo La Coruña,219,3252,70.0,60.333333333333336,73.66666666666667,72.66666666666667,96.33333333333334,68.0,67.66666666666666,84.0,55.666666666666664,97.66666666666667,75.33333333333333,98.66666666666667,52.33333333333333,84.0,66.66666666666666,59.333333333333336,46.666666666666664
181,Left Center Forward,6735,Adrián López Álvarez,Villarreal,222,930,23.666666666666668,84.33333333333334,54.666666666666664,99.33333333333333,92.0,10.666666666666668,49.666666666666664,98.66666666666667,26.666666666666668,83.0,83.33333333333334,2.3333333333333335,16.333333333333332,78.0,30.666666666666664,9.0,23.333333333333332
187,Right Center Forward,6744,Luciano Vietto,Atlético Madrid,212,1116,14.333333333333334,10.0,2.0,0.6666666666666667,50.33333333333333,90.66666666666666,85.66666666666667,90.33333333333333,26.666666666666668,32.666666666666664,69.33333333333334,26.666666666666668,57.99999999999999,84.66666666666667,90.33333333333333,66.0,62.33333333333333
194,Right Center Forward,6761,Leonardo Carrilho Baptistão,Villarreal,222,1114,23.666666666666668,38.333333333333336,21.666666666666668,2.0,13.666666666666666,18.666666666666668,85.66666666666667,37.333333333333336,90.0,15.0,98.0,45.33333333333333,98.0,100.0,19.333333333333332,78.66666666666666,94.0
199,Center Forward,6766,Gerard Moreno Balaguero,Espanyol,214,1767,52.33333333333333,38.333333333333336,47.66666666666667,46.0,29.333333333333332,67.0,100.0,68.33333333333333,26.666666666666668,27.0,28.666666666666668,61.0,25.666666666666664,81.33333333333333,56.00000000000001,72.66666666666667,72.0
227,Center Forward,6832,Rubén Castro Martín,Real Betis,218,3544,67.33333333333333,69.33333333333334,76.66666666666667,80.66666666666666,24.0,26.0,28.333333333333332,48.333333333333336,26.666666666666668,27.0,44.0,16.0,54.0,48.0,57.333333333333336,51.66666666666667,0.6666666666666667
234,Right Center Forward,6847,Adalberto Peñaranda Maestre,Granada,1049,1957,0.6666666666666667,87.33333333333333,18.666666666666668,46.0,17.333333333333336,85.33333333333334,93.33333333333333,61.66666666666667,70.0,13.0,78.66666666666666,2.3333333333333335,60.0,87.33333333333333,67.33333333333333,48.333333333333336,74.0
239,Right Center Forward,6862,Cédric Bakambu,Villarreal,222,1960,70.0,82.0,83.33333333333334,88.66666666666667,21.333333333333336,72.0,68.66666666666667,61.66666666666667,26.666666666666668,19.0,92.0,67.66666666666666,49.666666666666664,71.33333333333334,52.0,42.0,69.33333333333334
246,Center Forward,6880,Arnaldo Antonio Sanabria Ayala,Sporting Gijón,1041,2513,60.333333333333336,38.333333333333336,58.333333333333336,23.333333333333332,2.666666666666667,51.33333333333333,57.99999999999999,16.0,26.666666666666668,2.666666666666667,40.666666666666664,81.33333333333333,41.66666666666667,65.66666666666666,61.66666666666667,56.99999999999999,42.66666666666667
273,Center Forward,7781,Felipe Salvador Caicedo Corozo,Espanyol,214,2420,28.333333333333332,54.333333333333336,32.33333333333333,43.333333333333336,5.333333333333334,71.33333333333334,79.66666666666666,6.666666666666667,62.66666666666667,9.666666666666666,62.66666666666667,82.0,38.0,45.33333333333333,72.0,5.333333333333334,19.333333333333332
283,Center Forward,8167,Sergio Ezequiel Araújo,Las Palmas,208,1863,42.66666666666667,17.666666666666668,21.666666666666668,39.0,45.0,47.333333333333336,72.66666666666667,65.33333333333333,26.666666666666668,40.666666666666664,84.0,26.666666666666668,15.333333333333332,76.66666666666667,60.66666666666667,76.33333333333333,36.0
286,Right Center Forward,8419,Duje Čop,Málaga,223,2327,39.666666666666664,27.0,27.0,69.33333333333334,19.333333333333332,5.0,27.333333333333332,54.0,26.666666666666668,18.0,86.0,29.333333333333332,10.0,52.666666666666664,36.0,46.0,47.333333333333336
290,Center Forward,8584,Jonathas Cristian de Jesus,Real Sociedad,210,1579,63.66666666666667,38.333333333333336,58.333333333333336,53.333333333333336,37.0,57.333333333333336,84.33333333333334,54.0,26.666666666666668,36.0,19.0,75.66666666666667,72.0,27.333333333333332,48.0,19.333333333333332,70.33333333333334
313,Center Forward,11542,Javier Guerra Rodríguez,Rayo Vallecano,360,2137,74.33333333333333,64.33333333333333,79.33333333333333,59.66666666666667,56.666666666666664,34.66666666666667,52.33333333333333,6.666666666666667,70.0,70.33333333333334,11.333333333333332,55.666666666666664,85.33333333333334,35.0,56.666666666666664,30.0,50.66666666666667
347,Center Forward,19677,Karim Benzema,Real Madrid,220,2405,96.0,96.66666666666667,97.33333333333334,84.0,83.33333333333334,66.0,58.666666666666664,80.66666666666666,62.66666666666667,79.0,53.333333333333336,54.666666666666664,12.333333333333334,63.33333333333333,88.66666666666667,22.0,3.3333333333333335
354,Center Forward,20542,Álvaro Negredo Sánchez,Valencia,207,1118,79.0,21.666666666666668,61.66666666666667,6.0,70.0,70.66666666666667,61.33333333333333,72.66666666666667,26.666666666666668,66.33333333333333,66.66666666666666,96.0,29.666666666666668,20.0,24.666666666666668,38.0,10.666666666666668
361,Center Forward,23416,Stefan Šćepović,Getafe,216,1575,35.66666666666667,60.333333333333336,44.333333333333336,90.33333333333333,74.66666666666667,8.0,7.333333333333333,20.333333333333332,76.66666666666667,77.0,15.333333333333332,45.33333333333333,82.0,20.666666666666668,44.666666666666664,10.0,19.333333333333332
382,Center Forward,24035,Álvaro Vázquez García,Getafe,216,2238,52.33333333333333,6.333333333333334,16.333333333333332,10.666666666666668,50.33333333333333,6.0,19.666666666666664,72.66666666666667,70.0,45.666666666666664,80.66666666666666,83.66666666666667,29.666666666666668,25.0,35.333333333333336,16.0,42.0
407,Right Center Forward,25134,Deyverson Brum Silva Acosta,Levante UD,221,2239,42.66666666666667,54.333333333333336,50.0,37.333333333333336,35.0,14.666666666666666,33.0,18.0,26.666666666666668,45.666666666666664,57.99999999999999,24.0,90.66666666666666,26.333333333333332,2.0,78.0,78.66666666666666
415,Left Center Forward,26009,Roberto Soldado Rillo,Villarreal,222,2518,7.000000000000001,45.0,11.666666666666666,71.33333333333334,55.00000000000001,47.333333333333336,44.666666666666664,97.33333333333334,62.66666666666667,24.0,64.0,31.0,83.33333333333334,42.333333333333336,33.33333333333333,33.666666666666664,30.0
435,Center Forward,26685,Nicolás Ladislao Fedor Flores,Rayo Vallecano,360,1677,88.33333333333333,27.0,76.66666666666667,55.333333333333336,80.33333333333333,24.0,48.0,72.66666666666667,26.666666666666668,78.0,80.0,61.0,33.33333333333333,39.33333333333333,71.33333333333334,68.0,78.0
