player_id,player_name,team,team_id,matches_played,value_eur,wage_eur,age,height_cm,weight_kg,club_loaned_from,club_contract_valid_until,nationality_id,nationality_name,preferred_foot,competition,tackle_success_rate,interception_success_rate,head_clearance_success_rate,headed_shot_duel_rate,pass_completion_rate,crosses_completed,cutbacks_completed,switches_completed,through_balls_completed,progressive_passes_completed,progressive_passes_accuracy,passes_final_third_accuracy,passes_to_box_accuracy,progressive_carries_rate,avg_carry_distance,duel_success_rate,yellow_cards,red_cards,dribble_success_rate,minutes_played,goals_scored,shot_accuracy,xg_total,avg_xg,goals_minus_xg,conversion_rate_inside_box,save_percentage,penalties_saved,penalty_save_percentage,xg_against,clean_sheets,goals_conceded,xg_against_minus_goals_conceded,tackles_successful_per90,interceptions_per90,clearances_per90,blocks_per90,head_clearances_per90,head_clearances_won_per90,times_dribbled_past_per90,ball_recoveries_per90,offensive_recoveries_per90,pressures_per90,counterpress_per90,total_passes_per90,completed_passes_per90,incomplete_passes_per90,passes_out_per90,offside_passes_per90,failed_passes_per90,ground_passes_per90,low_passes_per90,high_passes_per90,deflected_passes_per90,crosses_total_per90,crosses_completed_per90,cutbacks_total_per90,cutbacks_completed_per90,switches_total_per90,switches_completed_per90,through_balls_total_per90,through_balls_completed_per90,passes_own_half_per90,passes_opposition_half_per90,progressive_passes_per90,progressive_passes_completed_per90,passes_final_third_per90,passes_to_box_per90,carries_per90,progressive_carries_per90,dribbles_completed_per90,duels_total_per90,duels_won_per90,fouls_won_per90,fouls_committed_per90,penalties_won_per90,penalties_conceded_per90,penalties_saved_per90,saves_per90,keeper_sweeper_per90,shots_total_per90,non_blocked_shots_per90,shots_on_target_per90,shots_off_target_per90,blocked_shots_per90,shots_inside_box_per90,free_kick_goals_per90,goals_scored_per90,penalty_goals_per90,goal_assists_per90,key_passes_per90,chances_created_per90,goals_conceded_per90,xg_total_per90,goals_minus_xg_per90,xg_against_per90,xg_against_minus_goals_conceded_per90,yellow_cards_per90,red_cards_per90,main_position,aerial_dominance_index_per90,rating
3309,Sebastian Prödl,Watford,23,21,4100000.00,60000.00,28,194,92,,2020.00,4,Austria,Right,England - Premier League,66.67,47.83,45.65,62.50,74.48,1.00,1.00,10.00,0.00,65,41.94,35.79,28.57,65.91,12.72,66.67,5,0,0.00,1783,2,37.50,1.17,0.09,0.82,18.18,0.00,0,0.00,0.00,0,0,0.00,1.00,0.55,5.40,1.61,2.32,1.06,0.50,1.56,0.00,6.30,0.75,26.90,20.03,5.90,0.90,0.05,6.86,13.83,4.34,8.98,0.00,0.05,0.05,0.05,0.05,0.90,0.50,0.00,0.00,24.27,2.62,7.82,3.28,4.79,1.06,4.44,2.92,0.00,1.51,1.00,0.30,1.16,0.05,0.00,0.00,0.00,0.00,0.60,0.40,0.15,0.25,0.20,0.55,0.00,0.10,0.00,0.00,0.10,0.10,0.00,0.05,0.04,0.00,0.00,0.25,0.00,center back,0.0,58.44318581993192
3310,Tom Carroll,Tottenham Hotspur,38,19,2300000.00,25000.00,23,178,64,,2016.00,14,England,Left,England - Premier League,57.89,83.33,40.00,0.00,81.62,3.00,0.00,8.00,0.00,74,69.81,74.03,35.00,37.65,9.92,42.11,3,0,57.14,375,1,60.00,0.21,0.04,0.79,0.00,0.00,0,0.00,0.00,0,0,0.00,2.64,1.20,1.44,5.04,1.20,0.48,3.84,5.76,0.00,38.64,9.60,86.16,70.31,14.16,1.68,0.00,15.84,61.68,9.84,15.12,0.24,2.40,0.72,0.00,0.00,3.60,1.92,0.00,0.00,27.84,58.32,25.44,17.76,36.96,4.80,18.48,6.96,0.96,4.55,1.92,0.48,2.16,0.00,0.00,0.00,0.00,0.00,1.20,1.20,0.72,0.48,0.00,0.24,0.00,0.24,0.00,0.00,1.92,1.92,0.00,0.05,0.18,0.00,0.00,0.72,0.00,defensive midfield,0.0,S.V
3311,Daley Blind,Manchester United,39,35,15500000.00,100000.00,25,180,72,,2018.00,34,Netherlands,Left,England - Premier League,49.45,65.67,34.25,0.00,81.37,5.00,0.00,67.00,2.00,440,66.27,58.02,28.99,67.63,12.03,46.15,2,0,76.47,3284,1,100.00,0.11,0.02,0.89,50.00,0.00,0,0.00,0.00,0,0,0.00,1.23,1.20,4.11,2.00,2.00,0.68,0.93,4.00,0.00,14.82,2.98,60.15,48.94,10.11,1.04,0.05,11.20,40.17,5.78,14.74,0.02,0.68,0.13,0.05,0.00,2.68,1.83,0.13,0.05,41.57,18.58,18.19,12.05,15.21,4.63,19.81,13.40,0.35,2.49,1.15,0.46,0.90,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.05,0.00,0.05,0.05,0.00,0.02,0.00,0.02,0.73,0.76,0.00,0.00,0.02,0.00,0.00,0.05,0.00,center back,0.0,64.00584966936651
3312,Demarai Gray,Leicester City,22,12,5000000.00,60000.00,27,167,62,Swansea City,2016.00,14,England,Right,England - Premier League,50.00,83.33,0.00,0.00,72.00,3.00,0.00,3.00,0.00,4,33.33,66.00,35.71,64.09,15.32,50.00,0,0,63.64,93,0,75.00,0.15,0.03,-0.16,0.00,0.00,0,0.00,0.00,0,0,0.00,1.93,4.83,2.90,7.74,0.96,0.00,2.90,13.54,0.96,51.29,13.54,96.77,69.67,25.16,1.93,0.00,27.09,60.96,16.45,19.35,0.00,5.80,2.90,1.93,0.00,4.83,2.90,0.00,0.00,20.32,76.45,11.61,3.87,48.38,13.54,37.74,24.19,6.77,3.87,1.93,3.87,1.93,0.00,0.00,0.00,0.00,0.00,4.83,3.87,2.90,0.96,0.96,1.93,0.00,0.00,0.00,0.96,4.83,5.80,0.00,0.15,-0.16,0.00,0.00,0.00,0.00,winger,0.0,S.V
3314,Phil Jones,Manchester United,39,10,16000000.00,90000.00,23,185,71,,2019.00,14,England,Right,England - Premier League,40.00,57.14,33.33,0.00,85.58,1.00,0.00,2.00,0.00,56,63.64,64.91,40.00,75.86,12.35,40.00,0,0,0.00,561,0,0.00,0.05,0.05,-0.05,0.00,0.00,0,0.00,0.00,0,0,0.00,0.64,0.64,4.81,1.28,2.88,0.96,0.48,4.01,0.00,9.30,1.76,51.17,43.79,6.25,1.12,0.00,7.37,36.89,5.45,9.14,0.16,0.16,0.16,0.00,0.00,0.64,0.32,0.00,0.00,38.02,13.15,14.11,8.98,9.14,0.80,13.95,10.58,0.00,1.60,0.64,0.48,0.64,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,center back,0.0,S.V
3316,James Tomkins,West Ham United,40,25,2800000.00,45000.00,26,191,74,,2020.00,14,England,Right,England - Premier League,49.25,61.90,41.94,0.00,77.89,3.00,0.00,15.00,0.00,127,49.22,56.39,35.14,61.65,11.42,40.29,4,0,55.56,2172,0,14.29,0.50,0.06,-0.50,0.00,0.00,0,0.00,0.00,0,0,0.00,1.36,0.53,5.34,2.03,2.56,1.07,0.91,3.10,0.00,11.22,1.94,39.73,30.95,7.41,1.32,0.04,8.78,21.87,6.62,11.39,0.00,0.53,0.12,0.00,0.00,0.78,0.62,0.08,0.00,26.85,12.88,10.69,5.26,9.40,1.53,8.53,5.26,0.20,2.77,1.11,0.66,0.74,0.00,0.00,0.00,0.00,0.00,0.33,0.29,0.04,0.24,0.04,0.20,0.00,0.00,0.00,0.00,0.41,0.41,0.00,0.02,-0.03,0.00,0.00,0.16,0.00,side back,0.0,52.29084114558165
3318,Marcus Rashford,Manchester United,39,11,14500000.00,100000.00,33,183,78,,2016.00,45,Spain,Right,England - Premier League,20.00,100.00,20.00,0.00,74.16,0.00,0.00,1.00,0.00,9,56.25,64.80,33.33,65.48,14.10,20.00,0,0,36.11,1034,5,88.89,1.80,0.11,3.20,38.46,0.00,0,0.00,0.00,0,0,0.00,0.17,0.26,0.78,0.87,0.43,0.08,0.43,2.26,0.00,11.14,2.78,18.19,13.49,4.26,0.34,0.08,4.70,14.36,2.69,1.13,0.00,0.69,0.00,0.17,0.00,0.17,0.08,0.00,0.00,2.43,15.75,1.39,0.78,10.88,2.87,9.83,6.44,1.13,0.87,0.17,0.87,0.43,0.00,0.00,0.00,0.00,0.00,1.39,0.78,0.69,0.08,0.60,1.13,0.00,0.43,0.00,0.26,0.43,0.69,0.00,0.15,0.27,0.00,0.00,0.00,0.00,striker,0.0,65.82025554934509
3321,Patrick van Aanholt,Sunderland,41,33,3800000.00,35000.00,24,175,67,,2018.00,34,Netherlands,Left,England - Premier League,67.06,75.00,25.00,0.00,74.09,20.00,0.00,10.00,0.00,176,50.72,62.28,34.96,54.98,12.87,63.41,2,0,62.12,3106,4,27.78,2.39,0.05,1.61,14.29,0.00,0,0.00,0.00,0,0,0.00,1.59,1.13,2.08,1.99,0.69,0.17,1.04,5.12,0.00,12.80,2.08,40.82,30.25,9.62,0.89,0.05,10.57,22.89,9.73,8.43,0.05,1.41,0.57,0.02,0.00,0.78,0.28,0.05,0.00,21.35,19.47,10.05,5.09,14.51,3.56,12.22,6.72,1.18,2.37,1.50,0.46,0.52,0.00,0.00,0.00,0.00,0.00,1.33,1.04,0.28,0.75,0.28,0.40,0.02,0.11,0.00,0.11,0.75,0.86,0.00,0.06,0.04,0.00,0.00,0.05,0.00,side back,0.0,70.83872942237687
3325,Marko Arnautović,Stoke City,30,34,10500000.00,60000.00,26,192,83,,2017.00,4,Austria,Right,England - Premier League,72.41,90.62,50.00,50.00,77.83,16.00,2.00,23.00,5.00,131,60.09,69.50,41.18,48.61,14.06,67.23,2,0,57.46,3100,11,36.67,11.08,0.15,-0.08,23.26,0.00,0,0.00,0.00,0,0,0.00,1.21,0.84,0.49,1.19,0.05,0.02,1.07,4.09,0.02,14.22,3.01,33.38,25.98,6.59,0.69,0.11,7.40,25.22,4.23,4.23,0.11,1.36,0.46,0.14,0.05,0.95,0.66,0.58,0.14,9.02,24.35,6.32,3.80,16.37,3.94,16.66,8.10,2.23,1.68,1.13,0.95,1.42,0.02,0.02,0.00,0.00,0.00,2.09,1.74,0.63,1.10,0.34,1.24,0.00,0.31,0.08,0.17,1.27,1.45,0.00,0.32,-0.01,0.00,0.00,0.05,0.00,winger,0.0,64.09185239371217
3326,Chung-Yong Lee,Crystal Palace,31,13,3200000.00,45000.00,28,183,73,,2017.00,50,Wales,Left,England - Premier League,57.14,71.43,25.00,0.00,81.25,3.00,0.00,5.00,0.00,24,66.67,63.75,36.67,43.37,12.48,50.00,0,0,63.16,375,1,50.00,0.16,0.03,0.83,0.00,0.00,0,0.00,0.00,0,0,0.00,1.92,1.20,1.20,1.20,0.96,0.24,1.92,5.04,0.24,24.48,5.52,46.08,37.44,7.92,0.48,0.24,8.64,30.48,7.68,8.16,0.00,2.16,0.72,0.00,0.00,1.92,1.20,0.00,0.00,16.32,29.76,8.64,5.76,19.20,7.20,19.92,8.64,2.88,3.36,1.68,1.44,0.96,0.00,0.00,0.00,0.00,0.00,1.20,0.96,0.48,0.48,0.24,0.48,0.00,0.24,0.00,0.00,1.44,1.44,0.00,0.03,0.19,0.00,0.00,0.00,0.00,winger,0.0,S.V
3328,James Ward-Prowse,Southampton,25,33,5000000.00,30000.00,20,173,66,,2020.00,14,England,Right,England - Premier League,50.00,80.00,15.79,100.00,76.97,12.00,0.00,19.00,1.00,145,63.60,64.19,35.88,44.38,11.49,50.00,5,0,71.43,1318,2,38.10,2.26,0.07,-0.27,20.00,0.00,0,0.00,0.00,0,0,0.00,0.54,0.54,2.25,2.59,1.29,0.20,1.29,6.41,0.13,20.82,4.57,54.55,41.99,11.74,0.68,0.13,12.56,31.54,8.53,15.02,0.00,2.66,0.81,0.00,0.00,2.25,1.29,0.27,0.06,19.46,35.09,15.56,9.90,24.78,8.94,12.15,5.39,0.68,1.09,0.54,0.61,1.98,0.00,0.00,0.00,0.00,0.00,1.98,1.43,0.54,0.88,0.54,0.34,0.06,0.13,0.06,0.27,1.84,2.11,0.00,0.15,-0.02,0.00,0.00,0.34,0.00,center midfield,0.0,65.69328781407573
3329,Cédric Ricardo Alves Soares,Southampton,25,24,9500000.00,50000.00,23,172,67,,2019.00,38,Portugal,Right,England - Premier League,60.87,76.19,30.56,100.00,67.40,25.00,1.00,15.00,1.00,184,46.94,60.21,28.24,49.70,10.82,59.42,3,0,75.68,2168,0,12.50,0.29,0.02,-0.29,0.00,0.00,0,0.00,0.00,0,0,0.00,1.74,0.66,3.03,2.61,1.49,0.45,0.62,4.40,0.00,14.57,2.40,47.49,32.00,13.82,1.53,0.12,15.48,18.43,11.66,17.85,0.04,3.94,1.03,0.12,0.04,1.45,0.62,0.16,0.04,19.22,28.27,16.27,7.63,23.78,5.43,13.78,6.84,1.16,2.86,1.70,0.66,0.95,0.00,0.00,0.00,0.00,0.00,0.41,0.33,0.04,0.29,0.08,0.16,0.00,0.00,0.00,0.08,0.95,1.03,0.00,0.01,-0.02,0.00,0.00,0.12,0.00,side back,0.0,72.3214458297091
3333,David de Gea Quintana,Manchester United,39,34,42500000.00,180000.00,24,193,82,,2019.00,45,Spain,Right,England - Premier League,0.00,0.00,0.00,0.00,63.14,0.00,0.00,15.00,0.00,243,40.98,25.00,0.00,47.33,9.86,0.00,0,0,0.00,3190,0,0.00,0.00,0.00,0.00,0.00,72.56,0,0.00,15.10,15,31,-15.90,0.00,0.00,0.02,0.00,0.00,0.00,0.02,3.72,0.00,0.02,0.00,26.63,16.81,8.80,0.93,0.08,9.81,9.02,1.24,16.70,0.00,0.00,0.00,0.00,0.00,0.93,0.42,0.05,0.00,26.63,0.00,16.73,6.85,2.03,0.19,3.69,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.31,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,0.42,-0.45,0.00,0.00,goalkeeper,16.5,61.590088359585096
3337,Jermain Defoe,Sunderland,41,33,8500000.00,60000.00,32,170,70,,2018.00,14,England,Right,England - Premier League,59.09,60.00,0.00,33.33,73.50,1.00,0.00,7.00,1.00,48,52.75,65.88,48.89,48.05,11.71,50.00,3,0,46.51,2638,15,63.93,13.20,0.15,1.79,23.08,0.00,0,0.00,0.00,0,0,0.00,0.44,0.10,0.03,1.05,0.00,0.00,0.71,2.45,0.00,11.87,2.01,14.80,10.88,3.61,0.20,0.10,3.92,10.06,2.72,2.18,0.03,0.20,0.03,0.00,0.00,0.23,0.23,0.13,0.03,2.89,11.90,3.10,1.63,7.19,1.53,7.88,3.78,0.68,0.75,0.37,1.33,0.64,0.03,0.00,0.00,0.00,0.00,3.00,2.08,1.33,0.71,0.92,2.21,0.00,0.51,0.03,0.03,0.61,0.64,0.00,0.45,0.06,0.00,0.00,0.10,0.00,striker,0.0,61.7886890686012
3339,Asmir Begović,Chelsea,33,17,17500000.00,150000.00,28,200,83,,2019.00,8,Bosnia and Herzegovina,Right,England - Premier League,0.00,0.00,0.00,0.00,55.80,0.00,0.00,2.00,0.00,74,29.25,19.12,0.00,59.02,8.69,0.00,0,0,0.00,1415,0,0.00,0.00,0.00,0.00,0.00,71.08,0,0.00,9.48,4,22,-12.52,0.00,0.00,0.00,0.00,0.00,0.00,0.12,3.49,0.00,0.38,0.06,25.75,14.37,9.54,1.59,0.25,11.38,9.47,0.76,15.83,0.00,0.00,0.00,0.00,0.00,0.50,0.12,0.00,0.00,25.75,0.00,16.09,4.70,4.32,0.31,3.87,2.28,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,3.75,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.39,0.00,0.00,0.60,-0.80,0.00,0.00,goalkeeper,7.2,54.22406838263542
3340,Kyle Naughton,Swansea City,26,27,3200000.00,40000.00,26,180,73,,2018.00,14,England,Right,England - Premier League,45.83,78.95,50.00,0.00,78.41,11.00,2.00,8.00,0.00,200,55.10,63.74,30.68,58.72,11.20,45.83,2,1,50.00,1788,0,50.00,0.40,0.04,-0.41,0.00,0.00,0,0.00,0.00,0,0,0.00,1.10,0.75,3.32,1.86,1.40,0.70,1.76,4.27,0.00,14.64,2.61,69.46,54.46,13.74,1.15,0.10,15.00,37.70,15.60,16.56,0.05,1.96,0.55,0.30,0.10,1.05,0.40,0.20,0.00,31.66,37.80,18.27,10.06,22.90,4.42,14.14,8.30,0.55,2.41,1.10,1.10,1.20,0.00,0.00,0.00,0.00,0.00,0.45,0.20,0.10,0.10,0.25,0.10,0.00,0.00,0.00,0.15,0.80,0.95,0.00,0.02,-0.03,0.00,0.00,0.10,0.05,side back,0.0,65.52478979414325
3341,Steve Cook,AFC Bournemouth,28,36,2600000.00,20000.00,24,185,83,,2017.00,14,England,Right,England - Premier League,50.00,58.33,39.33,64.29,80.20,0.00,0.00,80.00,0.00,228,52.41,48.40,21.05,54.56,12.97,45.00,5,0,0.00,3388,4,38.10,2.35,0.09,1.65,18.18,0.00,0,0.00,0.00,0,0,0.00,0.53,0.92,6.72,1.64,3.98,1.56,0.55,3.47,0.00,5.02,0.92,43.45,34.85,7.11,1.32,0.15,8.60,27.57,4.72,11.28,0.02,0.07,0.00,0.00,0.00,2.68,2.12,0.02,0.00,37.82,5.63,11.55,6.05,5.81,0.50,14.55,7.94,0.00,1.06,0.47,0.26,0.53,0.00,0.02,0.00,0.00,0.00,0.69,0.55,0.21,0.31,0.13,0.58,0.00,0.10,0.00,0.00,0.10,0.10,0.00,0.06,0.04,0.00,0.00,0.13,0.00,center back,0.0,58.687541573737136
3343,Dan Gosling,AFC Bournemouth,28,34,2000000.00,20000.00,25,183,79,,2018.00,14,England,Right,England - Premier League,58.67,73.08,38.46,44.44,84.14,1.00,0.00,9.00,2.00,167,66.53,75.43,54.17,57.01,12.42,57.33,5,0,57.63,2637,3,37.93,3.07,0.07,-0.08,14.29,0.00,0,0.00,0.00,0,0,0.00,1.50,0.64,0.98,2.42,0.44,0.17,2.01,4.19,0.00,22.04,5.11,41.74,35.11,5.69,0.85,0.06,6.62,32.42,6.00,3.54,0.03,0.20,0.03,0.03,0.00,0.47,0.30,0.17,0.06,17.61,24.12,8.56,5.69,13.75,1.63,14.60,8.32,1.16,2.55,1.46,1.63,1.56,0.03,0.00,0.00,0.00,0.00,1.36,0.98,0.37,0.61,0.37,0.71,0.00,0.10,0.00,0.03,0.95,0.98,0.00,0.10,-0.01,0.00,0.00,0.17,0.00,center midfield,0.0,60.22440613081549
3344,Andrew Surman,AFC Bournemouth,28,38,2800000.00,40000.00,28,178,73,,2017.00,14,England,Left,England - Premier League,60.00,53.57,30.36,0.00,85.65,3.00,0.00,101.00,4.00,367,66.61,74.25,37.50,49.81,11.16,58.00,4,0,65.38,3578,0,0.00,0.76,0.04,-0.76,0.00,0.00,0,0.00,0.00,0,0,0.00,0.75,0.75,2.06,1.63,1.40,0.42,1.18,4.85,0.00,13.55,2.49,57.85,49.55,7.26,0.95,0.07,8.30,38.20,9.53,10.33,0.10,0.17,0.07,0.00,0.00,2.91,2.54,0.22,0.10,32.02,25.83,13.85,9.23,15.04,1.60,13.28,6.61,0.42,1.25,0.72,0.55,0.80,0.00,0.00,0.00,0.00,0.00,0.40,0.17,0.00,0.17,0.22,0.10,0.00,0.00,0.00,0.07,1.05,1.13,0.00,0.01,-0.02,0.00,0.00,0.10,0.00,defensive midfield,0.0,56.60363609085405
3345,Charlie Daniels,AFC Bournemouth,28,37,1300000.00,25000.00,28,178,75,,2017.00,14,England,Left,England - Premier League,43.75,62.50,44.19,0.00,79.40,28.00,2.00,29.00,0.00,300,58.37,68.81,29.59,69.84,14.25,41.25,1,0,70.15,3484,3,46.67,2.93,0.12,0.07,23.08,0.00,0,0.00,0.00,0,0,0.00,0.90,0.38,2.22,1.39,1.11,0.49,0.74,4.54,0.02,11.03,2.06,57.42,45.59,10.10,1.62,0.10,11.83,34.30,11.08,12.45,0.00,2.40,0.72,0.10,0.05,1.44,0.74,0.05,0.00,27.04,30.37,13.27,7.74,21.20,4.36,15.42,10.77,1.21,2.06,0.85,0.51,0.28,0.00,0.00,0.00,0.00,0.00,0.59,0.38,0.18,0.20,0.20,0.33,0.00,0.07,0.05,0.12,0.80,0.92,0.00,0.07,0.00,0.00,0.00,0.02,0.00,side back,0.0,63.2991849489385
3346,Joshua King,AFC Bournemouth,28,31,1400000.00,9000.00,23,180,74,,2018.00,36,Norway,Right,England - Premier League,72.73,70.00,28.57,50.00,74.61,8.00,1.00,1.00,4.00,37,56.92,62.78,38.71,64.59,15.66,66.67,1,0,55.34,2259,6,52.50,5.83,0.10,0.16,13.95,0.00,0,0.00,0.00,0,0,0.00,0.95,0.27,0.75,1.11,0.55,0.15,0.55,3.54,0.00,23.62,4.22,18.04,13.46,3.94,0.55,0.07,4.58,12.70,3.50,1.99,0.00,0.91,0.31,0.11,0.03,0.19,0.03,0.19,0.15,2.66,15.37,2.58,1.47,8.88,2.47,11.59,7.49,2.27,1.31,0.87,1.23,1.43,0.00,0.03,0.00,0.00,0.00,2.23,1.59,0.83,0.75,0.63,1.71,0.00,0.23,0.00,0.07,0.83,0.91,0.00,0.23,0.00,0.00,0.00,0.03,0.00,striker,0.0,58.19911585711438
3347,André Ayew Pelé,Swansea City,26,34,12500000.00,70000.00,25,176,72,,2019.00,117,Ghana,Left,England - Premier League,68.25,87.50,50.00,36.36,80.70,2.00,1.00,8.00,2.00,90,55.90,68.97,28.81,51.40,12.31,66.67,5,0,49.40,3198,12,48.15,7.59,0.11,4.41,21.57,0.00,0,0.00,0.00,0,0,0.00,1.21,0.39,0.45,1.88,0.28,0.14,0.92,2.92,0.00,16.85,3.99,30.75,24.82,5.34,0.47,0.11,5.93,20.88,5.82,4.19,0.00,0.42,0.05,0.08,0.02,0.30,0.22,0.22,0.05,9.09,21.66,4.53,2.53,10.97,1.66,11.06,5.68,1.15,1.77,1.18,2.27,1.06,0.08,0.00,0.00,0.00,0.00,1.94,1.51,0.73,0.78,0.42,1.43,0.02,0.33,0.00,0.05,0.47,0.53,0.00,0.21,0.12,0.00,0.00,0.14,0.00,winger,0.0,59.79247338331995
3349,Michail Antonio,West Ham United,40,26,7500000.00,45000.00,22,170,66,,2018.00,52,Argentina,Right,England - Premier League,64.00,56.86,51.52,43.75,65.34,17.00,0.00,18.00,2.00,81,46.02,51.40,30.51,64.70,15.36,56.00,3,0,62.77,2170,8,46.51,5.60,0.10,2.40,22.86,0.00,0,0.00,0.00,0,0,0.00,1.32,1.20,2.48,2.32,1.36,0.70,0.87,4.47,0.04,14.14,2.94,29.19,19.07,9.04,1.03,0.04,10.11,14.26,6.13,8.95,0.00,2.32,0.70,0.16,0.00,1.24,0.74,0.12,0.08,10.86,18.33,7.29,3.35,13.31,4.89,12.69,8.21,2.44,2.07,1.16,1.53,1.11,0.04,0.04,0.00,0.00,0.00,2.32,1.78,0.82,0.95,0.53,1.45,0.00,0.33,0.00,0.12,0.78,0.91,0.00,0.23,0.09,0.00,0.00,0.12,0.00,side back,0.0,69.25566186656359
3380,Christian Benteke Liolo,Liverpool,24,29,27000000.00,140000.00,24,190,83,,2020.00,7,Belgium,Right,England - Premier League,75.00,66.67,38.46,50.00,69.92,5.00,1.00,5.00,1.00,27,36.99,61.09,53.57,42.37,12.23,75.00,2,0,52.38,1323,9,38.29,11.00,0.17,-2.00,15.79,0.00,0,0.00,0.00,0,0,0.00,0.61,0.13,0.95,0.40,0.88,0.34,0.40,2.78,0.00,11.02,2.85,33.46,23.40,9.52,0.54,0.00,10.06,16.19,8.36,8.97,0.00,0.34,0.34,0.06,0.06,0.40,0.34,0.06,0.06,5.37,28.09,4.96,1.83,15.03,3.80,8.02,3.40,0.74,0.81,0.61,1.83,2.17,0.06,0.00,0.00,0.00,0.00,4.35,3.19,1.22,1.90,1.15,3.87,0.00,0.61,0.06,0.20,1.56,1.76,0.00,0.74,-0.14,0.00,0.00,0.13,0.00,striker,0.0,61.48021622804789
3381,Nemanja Matić,Chelsea,33,33,29500000.00,180000.00,26,194,84,,2019.00,51,Serbia,Left,England - Premier League,68.18,53.19,40.00,40.00,86.71,7.00,1.00,39.00,3.00,241,71.30,75.59,43.28,57.63,11.99,63.64,5,1,81.81,2646,2,38.10,2.35,0.06,-0.36,8.33,0.00,0,0.00,0.00,0,0,0.00,2.04,0.85,1.97,1.76,1.02,0.40,1.39,5.98,0.00,16.53,3.23,56.05,48.60,6.66,0.47,0.30,7.44,43.53,6.53,6.15,0.03,0.51,0.23,0.17,0.03,1.46,1.32,0.30,0.10,29.04,27.00,11.49,8.19,14.21,2.27,19.82,11.42,0.91,2.99,1.90,0.74,1.29,0.03,0.06,0.00,0.00,0.00,1.15,0.71,0.27,0.40,0.44,0.40,0.00,0.06,0.00,0.06,0.47,0.54,0.00,0.08,-0.02,0.00,0.00,0.17,0.03,defensive midfield,0.0,64.62404020811341
3382,Luke Shaw,Manchester United,39,5,11500000.00,70000.00,19,185,75,,2018.00,14,England,Left,England - Premier League,70.00,100.00,36.36,0.00,82.91,5.00,0.00,5.00,0.00,50,68.48,72.98,33.33,64.76,13.72,70.00,1,0,85.71,469,0,100.00,0.09,0.09,-0.09,0.00,0.00,0,0.00,0.00,0,0,0.00,1.34,0.19,3.45,1.91,2.11,0.76,0.95,3.64,0.00,13.04,2.68,67.35,55.84,10.74,0.19,0.57,11.51,41.44,14.77,11.13,0.00,1.91,0.95,0.00,0.00,1.15,0.95,0.00,0.00,27.24,40.10,14.00,9.59,26.28,4.02,20.14,13.04,1.15,1.91,1.34,0.57,1.53,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.57,0.76,0.00,0.01,-0.02,0.00,0.00,0.19,0.00,side back,0.0,S.V
3385,Alexis Alejandro Sánchez Sánchez,Arsenal,1,30,47000000.00,230000.00,26,169,62,,2019.00,55,Chile,Right,England - Premier League,64.09,78.56,33.33,58.82,77.30,22.00,6.00,39.00,13.00,230,62.33,68.52,46.62,48.41,12.17,58.97,1,0,62.42,2623,13,53.33,11.26,0.10,1.74,13.70,0.00,0,0.00,0.00,0,0,0.00,0.85,0.37,0.20,1.47,0.10,0.03,1.16,6.31,0.03,13.72,4.08,50.64,39.14,10.49,0.72,0.27,11.49,35.20,7.03,8.81,0.03,1.88,0.75,0.34,0.20,1.64,1.33,0.92,0.44,8.81,41.82,12.66,7.89,29.54,9.64,24.80,12.00,3.53,1.33,0.78,2.71,1.26,0.03,0.00,0.00,0.00,0.00,3.80,2.57,1.37,1.09,1.23,2.50,0.03,0.44,0.00,0.13,1.81,1.95,0.00,0.38,0.05,0.00,0.00,0.03,0.00,winger,0.0,72.53906032584064
3388,Jack Wilshere,Arsenal,1,3,21000000.00,110000.00,23,172,68,,2018.00,14,England,Left,England - Premier League,33.33,0.00,100.00,0.00,90.67,0.00,1.00,0.00,0.00,12,80.00,88.89,57.14,54.05,10.88,33.33,0,0,45.45,92,0,0.00,0.31,0.31,-0.31,0.00,0.00,0,0.00,0.00,0,0,0.00,0.97,0.00,3.91,0.97,0.97,0.97,2.93,8.80,0.00,32.28,7.82,73.36,66.52,6.84,0.00,0.00,6.84,66.52,4.89,3.91,0.00,0.00,0.00,0.97,0.97,0.00,0.00,0.97,0.00,14.67,58.69,14.67,11.73,44.02,6.84,36.19,19.56,4.89,2.93,0.97,6.84,1.95,0.00,0.00,0.00,0.00,0.00,0.97,0.97,0.00,0.97,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,-0.31,0.00,0.00,0.00,0.00,offensive midfield,0.0,S.V
