,main_position,player_id,player_name,team,team_id,minutes_played,tackle_success_rate,tackles_successful_per90,interceptions_per90,interception_success_rate,pressures_per90,chances_created_per90,pass_completion_rate,progressive_carries_per90,crosses_completed_per90,duels_won_per90,fouls_committed_per90,goals_scored_per90,goal_assists_per90
590,Right Back,3448,Martin Kelly,Crystal Palace,31,1035,30.544747081712064,75.87548638132296,12.2568093385214,12.645914396887159,38.13229571984436,8.560311284046692,35.60311284046693,11.673151750972762,8.171206225680933,77.04280155642024,23.151750972762645,29.18287937743191,16.731517509727624
600,Left Back,3467,Erik Pieters,Stoke City,30,3286,27.626459143968873,78.40466926070039,71.78988326848248,29.18287937743191,80.93385214007782,35.21400778210117,45.91439688715953,46.88715953307393,32.1011673151751,80.93385214007782,87.7431906614786,29.18287937743191,34.43579766536965
619,Left Back,3498,Ignacio Monreal Eraso,Arsenal,1,3375,74.70817120622569,62.06225680933852,85.60311284046692,89.88326848249028,28.98832684824903,57.97665369649806,93.77431906614785,31.1284046692607,66.14785992217898,57.39299610894941,14.202334630350194,29.18287937743191,65.75875486381322
624,Right Back,3511,Héctor Bellerín Moruno,Arsenal,1,3374,50.97276264591439,24.708171206225682,14.785992217898833,13.229571984435799,11.478599221789883,48.63813229571984,94.16342412451361,84.04669260700389,59.143968871595334,29.571984435797667,6.031128404669261,60.311284046692606,87.7431906614786
626,Left Back,3515,Alberto Moreno Pérez,Liverpool,24,2635,53.69649805447471,77.62645914396887,38.32684824902724,15.56420233463035,64.59143968871595,98.44357976653697,70.42801556420234,42.4124513618677,95.52529182879378,80.93385214007782,44.3579766536965,65.75875486381322,87.7431906614786
628,Left Back,3518,Leighton Baines,Everton,29,1507,72.37354085603113,38.13229571984436,53.89105058365759,42.023346303501945,85.7976653696498,91.05058365758755,65.56420233463035,61.08949416342413,72.37354085603113,36.38132295719844,1.9455252918287937,95.71984435797665,49.61089494163424
629,Left Back,3520,Jeffrey Schlupp,Leicester City,22,1329,1.556420233463035,38.91050583657588,16.926070038910506,40.856031128404666,46.30350194552529,87.93774319066148,18.28793774319066,89.49416342412452,87.7431906614786,45.525291828793776,45.719844357976655,80.93385214007782,87.7431906614786
631,Right Back,3523,Craig Dawson,West Bromwich Albion,27,3577,29.961089494163424,31.712062256809336,27.431906614785994,36.57587548638132,25.680933852140075,40.46692607003891,2.3346303501945527,5.447470817120623,61.478599221789885,32.490272373540854,21.595330739299612,93.77431906614785,16.731517509727624
641,Left Back,3541,Chris Brunt,West Bromwich Albion,27,1890,16.147859922178988,8.365758754863812,7.782101167315175,39.88326848249027,11.478599221789883,75.09727626459144,7.782101167315175,14.007782101167315,77.431906614786,9.72762645914397,35.019455252918284,29.18287937743191,89.6887159533074
645,Left Back,3576,Martin Olsson,Norwich City,56,1880,20.622568093385212,19.26070038910506,64.78599221789884,86.7704280155642,10.505836575875486,18.482490272373543,1.1673151750972763,24.31906614785992,63.035019455252915,14.591439688715955,58.17120622568094,71.78988326848248,71.40077821011673
650,Right Back,3590,Rhu-endly Martina,Southampton,25,1033,37.93774319066148,75.87548638132296,84.8249027237354,16.926070038910506,70.42801556420234,84.24124513618678,33.07392996108949,19.06614785992218,94.3579766536965,82.10116731517509,54.6692607003891,88.13229571984435,65.75875486381322
651,Left Back,3594,Danny Rose,Tottenham Hotspur,38,2250,80.54474708171206,84.63035019455253,52.14007782101168,61.284046692607006,33.46303501945525,77.82101167315176,49.221789883268485,65.75875486381322,53.69649805447471,90.07782101167315,80.1556420233463,71.78988326848248,84.43579766536965
656,Left Back,3602,Faustino Marcos Alberto Rojo,Manchester United,39,1411,84.63035019455253,87.15953307392996,53.11284046692607,76.65369649805449,59.72762645914397,47.85992217898833,26.653696498054476,59.92217898832685,70.8171206225681,80.93385214007782,62.45136186770428,29.18287937743191,55.252918287937746
662,Right Back,3608,Simon Francis,AFC Bournemouth,28,3578,66.9260700389105,77.62645914396887,67.50972762645915,70.42801556420234,14.396887159533073,75.09727626459144,71.20622568093385,90.07782101167315,81.51750972762646,77.82101167315176,23.151750972762645,29.18287937743191,75.29182879377431
665,Right Back,3612,Ashley Young,Manchester United,39,1026,7.782101167315175,16.926070038910506,55.05836575875487,64.59143968871595,36.18677042801556,70.03891050583657,38.52140077821012,96.49805447470817,95.52529182879378,16.147859922178988,73.34630350194551,88.13229571984435,94.16342412451361
