,main_position,player_id,player_name,team,team_id,minutes_played,tackle_success_rate,tackles_successful_per90,interceptions_per90,interception_success_rate,pressures_per90,chances_created_per90,pass_completion_rate,progressive_carries_per90,crosses_completed_per90,duels_won_per90,fouls_committed_per90,goals_scored_per90,goal_assists_per90
681,Right Back,3650,Daryl Janmaat,Newcastle United,37,3010,36.964980544747085,67.89883268482491,24.31906614785992,58.17120622568094,37.35408560311284,61.478599221789885,34.24124513618677,52.14007782101168,83.85214007782102,65.1750972762646,28.793774319066145,76.45914396887159,79.76653696498055
682,Left Back,3651,Matt Targett,Southampton,25,1223,16.731517509727624,3.8910505836575875,39.688715953307394,37.93774319066148,6.22568093385214,16.731517509727624,40.46692607003891,3.501945525291829,81.51750972762646,2.9182879377431905,1.1673151750972763,29.18287937743191,59.92217898832685
685,Right Back,3658,DeAndre Yedlin,Sunderland,41,1978,35.21400778210117,33.07392996108949,30.739299610894943,29.18287937743191,83.26848249027238,37.35408560311284,5.836575875486381,22.56809338521401,21.20622568093385,36.38132295719844,59.92217898832685,29.18287937743191,43.57976653696498
703,Left Back,3725,José Holebas,Watford,23,1029,63.81322957198443,59.33852140077821,90.27237354085604,99.22178988326849,17.509727626459142,45.3307392996109,31.1284046692607,74.31906614785993,23.73540856031128,51.36186770428015,25.291828793774318,29.18287937743191,16.731517509727624
707,Left Back,3812,Christian Fuchs,Leicester City,22,2818,96.49805447470817,97.47081712062257,74.31906614785993,17.509727626459142,76.65369649805449,93.96887159533074,11.478599221789883,8.560311284046692,35.992217898832685,97.27626459143968,45.719844357976655,29.18287937743191,84.43579766536965
719,Left Back,3957,César Azpilicueta Tanco,Chelsea,33,3401,29.18287937743191,86.57587548638132,29.18287937743191,9.33852140077821,82.87937743190662,38.52140077821012,88.52140077821011,19.844357976653697,38.32684824902724,90.07782101167315,51.55642023346303,76.45914396887159,75.29182879377431
728,Right Back,3973,Àngel Rangel Zaragoza,Swansea City,26,1878,99.61089494163424,72.568093385214,74.31906614785993,68.28793774319067,16.147859922178988,46.69260700389105,83.26848249027238,51.36186770428015,43.77431906614786,77.82101167315176,16.731517509727624,29.18287937743191,16.731517509727624
729,Right Back,3991,Allan Romeo Nyom,Watford,23,2734,72.37354085603113,90.46692607003891,36.77042801556421,69.45525291828794,27.82101167315175,8.560311284046692,6.614785992217899,22.17898832684825,18.09338521400778,90.6614785992218,48.44357976653696,29.18287937743191,38.13229571984436
748,Left Back,4347,Jordan Amavi,Aston Villa,59,852,51.55642023346303,98.83268482490273,50.583657587548636,29.18287937743191,80.1556420233463,67.12062256809338,46.88715953307393,90.6614785992218,84.43579766536965,97.66536964980544,90.6614785992218,29.18287937743191,98.0544747081712
753,Right Back,4587,Matteo Darmian,Manchester United,39,2250,67.50972762645915,94.94163424124513,44.16342412451362,19.06614785992218,54.86381322957199,27.626459143968873,70.8171206225681,39.494163424124515,45.719844357976655,94.16342412451361,47.276264591439684,71.78988326848248,16.731517509727624
754,Right Back,4589,Séamus Coleman,Everton,29,2537,82.87937743190662,70.42801556420234,58.754863813229576,78.59922178988327,32.68482490272373,36.38132295719844,84.04669260700389,91.82879377431907,56.22568093385214,73.15175097276264,14.785992217898833,65.75875486381322,59.92217898832685
755,Right Back,4590,Nathaniel Edwin Clyne,Liverpool,24,3106,56.03112840466926,49.416342412451364,20.233463035019454,25.680933852140075,41.82879377431907,65.56420233463035,72.17898832684824,77.23735408560312,30.544747081712064,51.36186770428015,5.058365758754864,60.311284046692606,16.731517509727624
761,Right Back,4724,Glen Johnson,Stoke City,30,2346,92.80155642023347,46.88715953307393,57.58754863813229,90.46692607003891,3.501945525291829,54.86381322957199,72.76264591439688,29.961089494163424,38.32684824902724,55.252918287937746,4.280155642023346,29.18287937743191,79.76653696498055
774,Left Back,4884,Pape N''Diaye Souaré,Crystal Palace,31,3196,1.9455252918287937,0.38910505836575876,60.11673151750973,29.18287937743191,1.9455252918287937,60.311284046692606,22.957198443579767,47.85992217898833,56.22568093385214,0.38910505836575876,18.09338521400778,29.18287937743191,34.43579766536965
789,Right Back,5594,Branislav Ivanović,Chelsea,33,3119,89.10505836575877,66.53696498054474,27.431906614785994,18.28793774319066,26.848249027237355,21.40077821011673,88.52140077821011,23.346303501945524,30.544747081712064,68.8715953307393,40.27237354085603,76.45914396887159,49.61089494163424
790,Left Back,5596,Aleksandar Kolarov,Manchester City,36,2340,49.0272373540856,10.700389105058365,34.43579766536965,79.1828793774319,4.669260700389105,92.99610894941634,52.723735408560316,64.59143968871595,87.7431906614786,12.45136186770428,20.038910505836576,95.71984435797665,79.76653696498055
793,Left Back,5836,Bryan Oviedo,Everton,29,1135,90.6614785992218,92.99610894941634,98.83268482490273,91.82879377431907,40.07782101167315,79.37743190661479,60.70038910505836,41.43968871595331,21.20622568093385,94.55252918287937,58.17120622568094,29.18287937743191,59.92217898832685
796,Right Back,6409,Adam Smith,AFC Bournemouth,28,2069,90.27237354085604,92.21789883268482,23.151750972762645,16.342412451361866,99.22178988326849,43.77431906614786,91.82879377431907,92.60700389105058,49.221789883268485,92.99610894941634,78.21011673151752,88.13229571984435,16.731517509727624
807,Right Back,7110,Bacary Sagna,Manchester City,36,2525,63.81322957198443,37.35408560311284,10.894941634241246,29.18287937743191,14.785992217898833,85.7976653696498,89.49416342412452,9.72762645914397,79.37743190661479,38.91050583657588,8.949416342412452,29.18287937743191,75.29182879377431
824,Right Back,9533,Leandro Bacuna,Aston Villa,59,2544,45.91439688715953,41.63424124513619,7.782101167315175,7.587548638132295,63.81322957198443,43.77431906614786,42.4124513618677,33.26848249027237,38.32684824902724,43.57976653696498,63.42412451361867,65.75875486381322,16.731517509727624
834,Left Back,9627,Neil Taylor,Swansea City,26,3105,25.680933852140075,8.365758754863812,6.809338521400778,9.72762645914397,14.007782101167315,29.377431906614788,74.31906614785993,48.44357976653696,42.4124513618677,13.424124513618677,41.43968871595331,29.18287937743191,34.43579766536965
839,Right Back,9642,Alan Hutton,Aston Villa,59,2459,59.143968871595334,52.52918287937744,36.77042801556421,87.15953307392996,34.824902723735406,70.03891050583657,22.17898832684825,69.8443579766537,77.431906614786,51.36186770428015,35.019455252918284,29.18287937743191,38.13229571984436
849,Right Back,10503,Billy Jones,Sunderland,41,2162,54.6692607003891,90.46692607003891,25.09727626459144,87.54863813229572,98.0544747081712,22.957198443579767,15.17509727626459,5.058365758754864,7.392996108949417,87.54863813229572,77.23735408560312,71.78988326848248,16.731517509727624
858,Left Back,10967,Robert Brady,Norwich City,56,3203,59.53307392996109,73.92996108949417,52.14007782101168,64.59143968871595,65.75875486381322,93.3852140077821,2.7237354085603114,71.98443579766537,75.68093385214007,74.90272373540856,65.1750972762646,88.13229571984435,49.61089494163424
865,Left Back,12325,Abdul Rahman Baba,Chelsea,33,1034,65.75875486381322,99.22178988326849,89.49416342412452,64.59143968871595,97.27626459143968,8.560311284046692,83.65758754863813,60.505836575875485,40.07782101167315,98.83268482490273,72.37354085603113,29.18287937743191,65.75875486381322
895,Left Back,20045,Ryan Bertrand,Southampton,25,3015,18.482490272373543,14.591439688715955,63.81322957198443,78.21011673151752,26.07003891050584,49.61089494163424,49.221789883268485,36.57587548638132,43.77431906614786,16.731517509727624,32.68482490272373,60.311284046692606,65.75875486381322
905,Left Back,20302,Gaël Clichy,Manchester City,36,1124,72.37354085603113,69.06614785992218,99.61089494163424,36.964980544747085,39.688715953307394,71.98443579766537,77.62645914396887,92.21789883268482,81.51750972762646,69.8443579766537,14.202334630350194,29.18287937743191,65.75875486381322
913,Right Back,21254,Carl Jenkinson,West Ham United,40,1226,19.45525291828794,35.019455252918284,5.836575875486381,73.15175097276264,16.147859922178988,27.626459143968873,33.85214007782101,49.221789883268485,59.143968871595334,23.540856031128403,36.964980544747085,97.85992217898833,16.731517509727624
930,Left Back,27146,Aly Cissokho,Aston Villa,59,1685,19.45525291828794,14.591439688715955,61.284046692607006,54.08560311284047,24.5136186770428,32.295719844357976,19.45525291828794,53.30739299610895,81.51750972762646,7.782101167315175,15.953307392996107,29.18287937743191,16.731517509727624
936,Left Back,30702,Brendan Joel Zibusiso Galloway,Everton,29,1317,72.37354085603113,94.55252918287937,25.09727626459144,93.3852140077821,82.10116731517509,15.56420233463035,84.8249027237354,19.45525291828794,4.863813229571985,85.99221789883269,15.369649805447471,29.18287937743191,55.252918287937746
940,Left Back,40118,Ikechi Anya,Watford,23,1601,58.17120622568094,3.11284046692607,34.43579766536965,81.32295719844358,28.404669260700388,73.54085603112841,25.291828793774318,85.01945525291829,56.22568093385214,2.9182879377431905,0.38910505836575876,29.18287937743191,49.61089494163424
977,Left Wing Back,3416,Gabriel Moisés Antunes da Silva,Genoa,233,2057,25.680933852140075,54.6692607003891,26.459143968871597,1.1673151750972763,77.82101167315176,32.295719844357976,8.171206225680933,50.583657587548636,56.22568093385214,61.86770428015564,81.90661478599222,29.18287937743191,65.75875486381322
985,Right Wing Back,3660,Davide Zappacosta,Torino,241,1217,9.33852140077821,4.669260700389105,13.618677042801556,29.18287937743191,98.44357976653697,83.46303501945526,30.35019455252918,95.3307392996109,99.22178988326849,4.669260700389105,94.55252918287937,84.63035019455253,59.92217898832685
989,Left Wing Back,3964,Marcos Alonso Mendoza,Fiorentina,239,2437,18.482490272373543,26.07003891050584,46.69260700389105,69.45525291828794,84.43579766536965,94.55252918287937,84.43579766536965,94.16342412451361,97.66536964980544,28.404669260700388,62.45136186770428,95.71984435797665,89.6887159533074
997,Right Back,5461,Šime Vrsaljko,Sassuolo,232,3279,12.840466926070038,26.848249027237355,27.431906614785994,14.007782101167315,31.517509727626457,84.24124513618678,43.57976653696498,79.37743190661479,98.0544747081712,25.680933852140075,79.1828793774319,29.18287937743191,65.75875486381322
1004,Right Wing Back,5541,Stephan Lichtsteiner,Juventus,224,2051,72.37354085603113,7.198443579766536,0.7782101167315175,2.7237354085603114,8.949416342412452,63.22957198443579,56.809338521400775,51.75097276264592,45.719844357976655,7.198443579766536,35.019455252918284,29.18287937743191,43.57976653696498
1022,Right Wing Back,5689,Juan Guillermo Cuadrado Bello,Juventus,224,1491,78.98832684824903,73.54085603112841,39.688715953307394,45.525291828793776,92.99610894941634,99.61089494163424,93.3852140077821,100.0,98.44357976653697,79.1828793774319,97.27626459143968,99.61089494163424,99.80544747081711
1023,Right Back,5690,Yuto Nagatomo,Inter Milan,238,1785,42.80155642023346,66.53696498054474,25.87548638132296,56.6147859922179,91.43968871595331,43.77431906614786,74.70817120622569,68.48249027237354,53.69649805447471,60.70038910505836,36.964980544747085,29.18287937743191,16.731517509727624
1024,Left Wing Back,5717,Diego Sebastián Laxalt Suárez,Genoa,233,3272,46.30350194552529,49.416342412451364,15.758754863813229,59.53307392996109,96.10894941634241,66.34241245136187,39.29961089494164,69.26070038910505,57.58754863813229,42.4124513618677,46.69260700389105,88.13229571984435,79.76653696498055
1044,Right Back,6830,Facundo Sebastián Roncaglia,Fiorentina,239,2431,64.59143968871595,91.43968871595331,46.69260700389105,61.284046692607006,87.54863813229572,10.700389105058365,98.83268482490273,55.252918287937746,1.9455252918287937,87.54863813229572,89.10505836575877,65.75875486381322,16.731517509727624
1045,Left Back,6849,Lucas Digne,AS Roma,229,2995,28.01556420233463,29.571984435797667,37.7431906614786,29.18287937743191,58.754863813229576,63.22957198443579,65.56420233463035,75.87548638132296,75.68093385214007,31.1284046692607,74.70817120622569,91.63424124513618,55.252918287937746
1052,Left Back,6944,Mattia De Sciglio,AC Milan,243,1972,35.21400778210117,33.07392996108949,20.817120622568094,68.28793774319067,49.416342412451364,66.34241245136187,48.63813229571984,54.86381322957199,83.26848249027238,36.38132295719844,85.60311284046692,29.18287937743191,43.57976653696498
1053,Left Wing Back,6945,Alex Sandro Lobo Silva,Juventus,224,1395,29.571984435797667,57.97665369649806,93.77431906614785,74.90272373540856,79.76653696498055,100.0,85.99221789883269,99.61089494163424,100.0,67.31517509727627,94.94163424124513,96.88715953307393,96.3035019455253
1062,Right Back,6964,Alessandro Florenzi,AS Roma,229,2902,62.06225680933852,20.428015564202333,88.52140077821011,84.43579766536965,52.52918287937744,89.10505836575877,63.42412451361867,90.07782101167315,89.6887159533074,23.540856031128403,12.840466926070038,98.83268482490273,71.40077821011673
1063,Right Wing Back,6965,Bruno da Silva Peres,Torino,241,2815,89.49416342412452,56.22568093385214,16.926070038910506,21.40077821011673,61.86770428015564,85.01945525291829,85.60311284046692,97.27626459143968,92.60700389105058,55.252918287937746,16.731517509727624,91.63424124513618,84.43579766536965
1064,Left Back,6969,Juan Guilherme Nunes Jesus,Inter Milan,238,1500,25.680933852140075,54.6692607003891,5.836575875486381,44.16342412451362,81.71206225680933,43.77431906614786,90.27237354085604,85.01945525291829,38.32684824902724,51.36186770428015,93.96887159533074,29.18287937743191,16.731517509727624
1070,Right Back,6984,Danilo D''Ambrosio,Inter Milan,238,1688,45.525291828793776,65.36964980544747,45.13618677042802,29.18287937743191,77.04280155642024,30.155642023346303,57.97665369649806,23.73540856031128,38.32684824902724,61.86770428015564,89.6887159533074,93.77431906614785,16.731517509727624
1074,Right Back,6992,Andrea Masiello,Atalanta,228,2533,36.57587548638132,14.591439688715955,55.05836575875487,21.011673151750973,20.622568093385212,20.038910505836576,59.53307392996109,8.171206225680933,38.32684824902724,18.67704280155642,29.766536964980546,29.18287937743191,38.13229571984436
1078,Right Back,6999,Davide Santon,Inter Milan,238,1030,58.17120622568094,16.926070038910506,0.38910505836575876,0.38910505836575876,32.295719844357976,35.21400778210117,95.3307392996109,99.22178988326849,69.06614785992218,15.369649805447471,73.34630350194551,29.18287937743191,65.75875486381322
1086,Left Back,7012,Vasco Regini,Napoli,227,1304,44.55252918287938,65.36964980544747,9.72762645914397,96.3035019455253,87.15953307392996,0.38910505836575876,92.21789883268482,78.59922178988327,0.5836575875486382,64.39688715953308,61.284046692607006,29.18287937743191,16.731517509727624
1091,Right Back,7020,Jacopo Sala,Sampdoria,234,1874,98.83268482490273,98.44357976653697,18.8715953307393,92.60700389105058,94.16342412451361,68.48249027237354,21.78988326848249,81.71206225680933,85.40856031128405,99.22178988326849,65.95330739299611,29.18287937743191,43.57976653696498
1100,Right Back,7031,Elseid Hysaj,Napoli,227,3443,77.04280155642024,53.11284046692607,13.618677042801556,83.26848249027238,36.964980544747085,51.9455252918288,96.88715953307393,87.93774319066148,10.700389105058365,46.69260700389105,8.171206225680933,29.18287937743191,49.61089494163424
1114,Right Back,7050,Fabrizio Cacciatore,Chievo,231,2338,84.63035019455253,38.13229571984436,1.9455252918287937,11.673151750972762,61.08949416342413,80.54474708171206,78.59922178988327,46.88715953307393,57.58754863813229,39.688715953307394,20.038910505836576,65.75875486381322,79.76653696498055
1125,Right Back,7114,Gaetano Letizia,Carpi,1683,3096,61.08949416342413,83.85214007782102,67.50972762645915,85.60311284046692,92.21789883268482,81.90661478599222,8.949416342412452,92.99610894941634,53.69649805447471,84.63035019455253,32.68482490272373,60.311284046692606,16.731517509727624
1126,Left Back,7118,Federico Peluso,Sassuolo,232,3182,60.311284046692606,43.77431906614786,53.11284046692607,15.953307392996107,36.57587548638132,42.217898832684824,40.856031128404666,44.55252918287938,41.245136186770424,44.55252918287938,76.65369649805449,60.311284046692606,34.43579766536965
1135,Right Back,7142,Luca Rossettini,Bologna,240,2626,70.03891050583657,54.6692607003891,77.23735408560312,79.1828793774319,34.24124513618677,7.392996108949417,52.14007782101168,37.35408560311284,3.11284046692607,51.36186770428015,71.59533073929961,93.77431906614785,38.13229571984436
1142,Left Back,7151,Mário Rui Silva Duarte,Empoli,290,3378,72.37354085603113,47.66536964980545,61.284046692607006,60.70038910505836,21.78988326848249,75.09727626459144,85.21400778210116,87.15953307392996,8.754863813229571,43.57976653696498,35.019455252918284,29.18287937743191,49.61089494163424
1143,Right Back,7155,Vincent Laurini,Empoli,290,2250,25.680933852140075,6.420233463035019,49.221789883268485,64.59143968871595,22.17898832684825,5.642023346303502,96.10894941634241,33.26848249027237,1.1673151750972763,8.754863813229571,20.038910505836576,71.78988326848248,16.731517509727624
1146,Right Back,7164,Ibrahima Mbaye,Bologna,240,1027,80.1556420233463,81.51750972762646,34.43579766536965,58.949416342412455,93.3852140077821,3.501945525291829,68.8715953307393,74.90272373540856,25.87548638132296,82.68482490272373,85.01945525291829,29.18287937743191,16.731517509727624
1150,Left Back,7169,Adam Masina,Bologna,240,2813,86.57587548638132,59.33852140077821,46.69260700389105,49.80544747081712,78.40466926070039,64.78599221789884,41.82879377431907,56.42023346303502,40.66147859922179,55.252918287937746,42.60700389105058,80.93385214007782,71.40077821011673
1161,Right Back,7462,Aleandro Rosi,Frosinone,291,2252,40.66147859922179,25.680933852140075,21.78988326848249,23.73540856031128,68.09338521400778,30.155642023346303,31.906614785992215,40.856031128404666,67.12062256809338,27.237354085603112,99.22178988326849,29.18287937743191,16.731517509727624
1162,Right Back,7463,Ignazio Abate,AC Milan,243,2531,83.26848249027238,91.43968871595331,32.1011673151751,34.43579766536965,57.97665369649806,51.9455252918288,63.81322957198443,82.10116731517509,50.0,92.21789883268482,68.8715953307393,65.75875486381322,38.13229571984436
1163,Right Wing Back,7464,Cristian Daniel Ansaldi,Genoa,233,2152,50.583657587548636,83.85214007782102,48.054474708171206,67.31517509727627,93.77431906614785,80.54474708171206,23.73540856031128,91.05058365758755,66.14785992217898,79.1828793774319,79.1828793774319,29.18287937743191,92.80155642023347
1169,Right Wing Back,7473,Lorenzo De Silvestri,Sampdoria,234,1593,42.80155642023346,1.1673151750972763,42.217898832684824,99.61089494163424,19.06614785992218,56.03112840466926,7.392996108949417,32.295719844357976,63.035019455252915,1.9455252918287937,89.6887159533074,76.45914396887159,79.76653696498055
1173,Left Wing Back,7479,Cristian Molinaro,Torino,241,2161,12.45136186770428,36.57587548638132,39.688715953307394,35.21400778210117,70.8171206225681,76.65369649805449,58.949416342412455,66.9260700389105,80.1556420233463,35.019455252918284,60.505836575875485,71.78988326848248,16.731517509727624
1174,Left Back,7695,Samuel Souprayen,Hellas Verona,226,1685,11.673151750972762,18.482490272373543,3.3073929961089497,19.844357976653697,52.14007782101168,57.97665369649806,64.2023346303502,77.82101167315176,50.0,18.67704280155642,81.90661478599222,29.18287937743191,16.731517509727624
1179,Right Back,7704,Alex Ferrari,Bologna,240,1216,66.14785992217898,98.0544747081712,97.85992217898833,71.78988326848248,98.83268482490273,10.700389105058365,75.4863813229572,72.76264591439688,5.642023346303502,96.49805447470817,96.88715953307393,29.18287937743191,16.731517509727624
1186,Right Wing Back,7777,Federico Bernardeschi,Fiorentina,239,2340,76.65369649805449,7.198443579766536,27.431906614785994,96.3035019455253,94.94163424124513,93.96887159533074,68.48249027237354,76.45914396887159,38.32684824902724,9.72762645914397,69.64980544747081,84.63035019455253,91.24513618677042
1187,Left Back,7778,Ştefan Daniel Radu,Lazio,236,1224,9.72762645914397,1.9455252918287937,57.58754863813229,87.93774319066148,16.731517509727624,87.15953307392996,91.05058365758755,83.65758754863813,28.21011673151751,1.1673151750972763,56.809338521400775,29.18287937743191,59.92217898832685
1188,Left Back,7785,Senad Lulić,Lazio,236,2619,60.70038910505836,78.40466926070039,66.53696498054474,98.83268482490273,88.715953307393,90.6614785992218,56.03112840466926,91.43968871595331,59.143968871595334,85.99221789883269,82.87937743190662,93.77431906614785,75.29182879377431
1193,Right Wing Back,7796,Silvan Widmer,Udinese,230,1963,53.30739299610895,29.571984435797667,38.32684824902724,98.0544747081712,95.3307392996109,61.478599221789885,6.22568093385214,58.36575875486382,68.09338521400778,31.1284046692607,75.87548638132296,29.18287937743191,71.40077821011673
1214,Left Wing Back,8191,Ali Adnan Kadhim Al Tameemi,Udinese,230,1958,98.0544747081712,96.10894941634241,74.31906614785993,94.55252918287937,78.98832684824903,76.65369649805449,4.280155642023346,63.42412451361867,95.52529182879378,96.10894941634241,86.57587548638132,71.78988326848248,43.57976653696498
1229,Right Back,8443,Dušan Basta,Lazio,236,1971,97.66536964980544,42.80155642023346,50.583657587548636,85.60311284046692,40.46692607003891,28.793774319066145,79.1828793774319,67.31517509727627,12.062256809338521,53.89105058365759,42.023346303501945,29.18287937743191,16.731517509727624
1234,Left Back,8645,Massimo Gobbi,Chievo,231,2898,55.252918287937746,35.019455252918284,12.2568093385214,16.926070038910506,63.035019455252915,35.21400778210117,46.88715953307393,68.09338521400778,49.221789883268485,35.40856031128405,73.92996108949417,29.18287937743191,38.13229571984436
1236,Right Back,8657,Andrea Conti,Atalanta,228,938,3.11284046692607,28.21011673151751,94.16342412451361,64.59143968871595,54.08560311284047,18.482490272373543,50.583657587548636,35.797665369649806,32.1011673151751,20.428015564202333,47.276264591439684,98.44357976653697,71.40077821011673
1237,Left Back,8661,Daniel Pavlovic,Frosinone,291,2057,67.50972762645915,41.63424124513619,23.151750972762645,19.844357976653697,70.03891050583657,98.83268482490273,4.669260700389105,4.280155642023346,86.38132295719845,31.1284046692607,81.90661478599222,29.18287937743191,98.0544747081712
1250,Left Back,8874,Luca Antonelli,AC Milan,243,2340,65.36964980544747,94.16342412451361,20.817120622568094,23.73540856031128,67.70428015564202,36.38132295719844,80.1556420233463,71.59533073929961,42.4124513618677,93.57976653696498,5.447470817120623,95.71984435797665,38.13229571984436
1252,Left Back,8876,Faouzi Ghoulam,Napoli,227,2977,80.93385214007782,26.848249027237355,45.13618677042802,71.78988326848248,1.556420233463035,78.59922178988327,92.60700389105058,96.10894941634241,64.2023346303502,33.85214007782101,9.53307392996109,29.18287937743191,71.40077821011673
1262,Left Back,10032,Achraf Lazaar,Palermo,2256,2427,78.59922178988327,69.06614785992218,53.89105058365759,90.46692607003891,83.85214007782102,50.583657587548636,10.505836575875486,94.55252918287937,70.8171206225681,71.20622568093385,68.28793774319067,65.75875486381322,38.13229571984436
1268,Left Back,11183,Alex Nicolao Telles,Inter Milan,238,1681,41.245136186770424,46.10894941634241,81.71206225680933,74.90272373540856,33.85214007782101,92.60700389105058,55.05836575875487,93.3852140077821,73.92996108949417,48.83268482490272,75.87548638132296,29.18287937743191,49.61089494163424
1270,Right Back,11342,Eros Pisano,Hellas Verona,226,3091,15.17509727626459,19.26070038910506,34.43579766536965,46.69260700389105,4.280155642023346,53.11284046692607,13.229571984435799,61.478599221789885,89.10505836575877,17.120622568093385,55.6420233463035,97.85992217898833,16.731517509727624
1279,Left Back,11516,Manuel Pasqual,Fiorentina,239,1118,49.0272373540856,29.571984435797667,8.949416342412452,29.18287937743191,49.0272373540856,97.66536964980544,70.03891050583657,53.69649805447471,94.3579766536965,32.490272373540854,40.27237354085603,29.18287937743191,92.80155642023347
1284,Left Back,11722,Boukary Dramé,Atalanta,228,2342,35.21400778210117,21.595330739299612,72.95719844357976,97.66536964980544,28.98832684824903,45.3307392996109,79.76653696498055,40.07782101167315,42.4124513618677,28.404669260700388,20.038910505836576,29.18287937743191,16.731517509727624
1308,Right Back,19299,Maicon Douglas Sisenando,AS Roma,229,1118,100.0,40.856031128404666,3.3073929961089497,29.18287937743191,7.782101167315175,71.98443579766537,87.54863813229572,98.24902723735408,87.7431906614786,48.83268482490272,25.291828793774318,88.13229571984435,92.80155642023347
1313,Left Wing Back,20008,Patrice Evra,Juventus,224,2239,76.26459143968872,72.568093385214,13.618677042801556,22.56809338521401,9.33852140077821,86.38132295719845,94.55252918287937,64.2023346303502,34.43579766536965,69.8443579766537,40.27237354085603,88.13229571984435,84.43579766536965
1327,Right Back,23324,Nicolas Sebastian Frey,Chievo,231,1589,0.38910505836575876,0.7782101167315175,4.085603112840467,5.058365758754864,29.961089494163424,6.614785992217899,36.964980544747085,6.614785992217899,12.062256809338521,0.7782101167315175,25.291828793774318,29.18287937743191,16.731517509727624
1332,Right Back,24061,Aljaž Struna,Palermo,2256,2053,46.69260700389105,39.29961089494164,5.058365758754864,39.88326848249027,64.2023346303502,16.342412451361866,51.36186770428015,30.739299610894943,25.87548638132296,39.688715953307394,92.80155642023347,71.78988326848248,16.731517509727624
1336,Right Wing Back,25116,Edenílson Andrade dos Santos,Udinese,230,2428,10.116731517509727,11.673151750972762,69.26070038910505,55.6420233463035,78.40466926070039,71.98443579766537,28.21011673151751,43.57976653696498,60.505836575875485,13.424124513618677,32.68482490272373,29.18287937743191,16.731517509727624
1340,Left Wing Back,25505,José Rodolfo Pires Ribeiro,Sampdoria,234,1501,8.949416342412452,4.669260700389105,83.46303501945526,85.60311284046692,41.82879377431907,79.37743190661479,64.98054474708171,69.8443579766537,88.715953307393,5.252918287937743,23.151750972762645,29.18287937743191,49.61089494163424
1346,Right Back,26683,Abdoulay Konko,Lazio,236,1599,15.56420233463035,57.97665369649806,71.78988326848248,79.76653696498055,94.55252918287937,20.038910505836576,64.59143968871595,96.88715953307393,33.26848249027237,48.83268482490272,96.49805447470817,29.18287937743191,16.731517509727624
1353,Left Wing Back,28289,Gastón Alexis Silva Perdomo,Torino,241,939,81.32295719844358,84.63035019455253,42.217898832684824,14.785992217898833,88.32684824902724,85.01945525291829,75.09727626459144,62.2568093385214,32.1011673151751,84.63035019455253,77.23735408560312,29.18287937743191,71.40077821011673
1364,Right Wing Back,30769,Andrea Rispoli,Palermo,2256,1497,49.0272373540856,12.645914396887159,60.11673151750973,48.44357976653696,19.45525291828794,82.87937743190662,18.67704280155642,81.32295719844358,96.49805447470817,13.424124513618677,50.19455252918288,29.18287937743191,99.80544747081711
1374,Left Back,31231,Davide Brivio,Atalanta,228,934,49.0272373540856,3.501945525291829,2.7237354085603114,29.18287937743191,43.190661478599225,40.46692607003891,57.19844357976653,87.54863813229572,45.719844357976655,3.8910505836575875,12.840466926070038,29.18287937743191,16.731517509727624
1375,Right Wing Back,31268,Michel Morganella,Palermo,2256,1025,5.252918287937743,17.704280155642024,12.2568093385214,29.18287937743191,89.88326848249028,26.07003891050584,16.342412451361866,39.494163424124515,14.785992217898833,16.147859922178988,98.44357976653697,29.18287937743191,65.75875486381322
1379,Right Back,31721,Matteo Ciofani,Frosinone,291,1295,72.37354085603113,36.57587548638132,18.8715953307393,29.18287937743191,23.73540856031128,2.3346303501945527,20.233463035019454,13.229571984435799,23.73540856031128,38.32684824902724,56.809338521400775,29.18287937743191,55.252918287937746
1384,Left Back,32525,Fabrizio Poli,Carpi,1683,939,54.6692607003891,28.21011673151751,16.926070038910506,18.28793774319066,50.19455252918288,4.669260700389105,15.953307392996107,2.3346303501945527,2.529182879377432,36.38132295719844,96.10894941634241,29.18287937743191,16.731517509727624
1406,Right Back,40250,Marco Zambelli,Empoli,290,1222,17.315175097276263,8.365758754863812,58.754863813229576,10.700389105058365,13.618677042801556,6.614785992217899,73.92996108949417,83.26848249027238,18.09338521400778,13.424124513618677,48.44357976653696,29.18287937743191,16.731517509727624
1438,Left Back,296873,Roberto Crivello,Frosinone,291,1490,79.76653696498055,60.505836575875485,10.894941634241246,4.085603112840467,48.63813229571984,54.86381322957199,50.97276264591439,10.505836575875486,28.21011673151751,53.89105058365759,56.809338521400775,29.18287937743191,55.252918287937746
1446,Right Back,386607,Gianpaolo Bellini,Atalanta,228,1028,56.03112840466926,50.97276264591439,23.151750972762645,6.809338521400778,49.80544747081712,0.9727626459143969,86.7704280155642,21.40077821011673,25.87548638132296,61.86770428015564,91.05058365758755,88.13229571984435,16.731517509727624
1455,Right Back,387300,Cristian Zaccardo,Carpi,1683,2443,22.762645914396888,49.416342412451364,60.11673151750973,66.53696498054474,47.85992217898833,10.700389105058365,24.90272373540856,7.392996108949417,22.17898832684825,57.39299610894941,29.766536964980546,65.75875486381322,16.731517509727624
1456,Right Back,387417,Mattia Cassani,Sampdoria,234,2150,38.91050583657588,8.365758754863812,56.42023346303502,43.190661478599225,10.894941634241246,14.396887159533073,77.62645914396887,68.8715953307393,14.007782101167315,11.089494163424124,74.70817120622569,29.18287937743191,43.57976653696498
