player_id,player,ultimo_equipo,ultimo_team_id,posiciones,partidos_jugados
9134,Aleksandar Ignjovski,Eintracht Frankfurt,184,"['Right Back', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Left Midfield', 'Right Wing Back', 'Right Wing', 'Center Attacking Midfield', 'Left Defensive Midfield']",18
9140,Luca-Milan Zander,Werder Bremen,176,"['Right Center Midfield', 'Right Back']",2
9148,Johannes Flum,Eintracht Frankfurt,184,"['Left Center Forward', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield']",5
9174,Marvin Friedrich,Schalke 04,181,"['Center Forward', 'Right Center Back']",2
9178,Felix Kroos,Werder Bremen,176,"['Left Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Right Midfield']",8
9184,Marcel Hartel,FC Köln,186,"['Left Wing', 'Left Midfield', 'Right Midfield']",6
9216,Slobodan Medojević,Eintracht Frankfurt,184,"['Left Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Left Center Back', 'Center Attacking Midfield']",12
9217,Aytac Sulu,Darmstadt 98,872,"['Right Center Back', 'Right Attacking Midfield', 'Center Back']",33
9219,Tobias Kempe,Darmstadt 98,872,"['Right Midfield', 'Right Wing', 'Left Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Wing', 'Right Defensive Midfield', 'Left Attacking Midfield']",31
9222,Fabian Holland,Darmstadt 98,872,"['Left Back', 'Left Defensive Midfield', 'Left Midfield', 'Left Wing Back']",18
9223,Phillipp Klement,FSV Mainz 05,177,"['Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield']",2
9224,Sandro Sirigu,Darmstadt 98,872,"['Right Midfield', 'Right Back', 'Right Wing Back', 'Right Wing']",5
9257,Lukas Fröde,Werder Bremen,176,"['Right Defensive Midfield', 'Left Center Forward', 'Left Defensive Midfield', 'Left Midfield', 'Center Defensive Midfield', 'Left Center Midfield']",6
9262,Philip Heise,VfB Stuttgart,174,"['Left Wing', 'Left Midfield', 'Right Center Back', 'Left Back']",5
9266,Borys Tashchy,VfB Stuttgart,174,"['Center Forward', 'Center Attacking Midfield', 'Right Wing', 'Right Center Forward', 'Right Defensive Midfield', 'Left Center Forward', 'Right Center Midfield']",9
9363,André Ramalho Silva,Bayer Leverkusen,904,"['Left Defensive Midfield', 'Left Center Back', 'Right Defensive Midfield', 'Right Center Forward', 'Right Center Back']",19
9396,Ermin Bičakčić,Hoffenheim,175,"['Right Center Back', 'Left Center Back', 'Center Back', 'Left Back']",21
9397,Pavel Kadeřábek,Hoffenheim,175,"['Right Back', 'Right Center Back', 'Right Wing Back']",28
9398,Nico Schulz,Borussia Mönchengladbach,185,"['Left Midfield', 'Left Center Midfield']",2
9399,Javier Martínez Aginaga,Bayern Munich,169,"['Left Center Midfield', 'Right Center Back', 'Center Back', 'Left Center Back', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield']",16
9400,Daniel Tawiah Opare,Augsburg,172,"['Right Back', 'Right Wing Back', 'Right Midfield']",4
9401,Marcel Heller,Darmstadt 98,872,"['Right Midfield', 'Left Midfield', 'Left Wing', 'Right Wing', 'Left Attacking Midfield', 'Center Attacking Midfield']",33
9404,Luca Caldirola,Darmstadt 98,872,"['Left Center Back', 'Left Back', 'Right Center Back']",34
9406,Holger Badstuber,Bayern Munich,169,"['Left Center Back', 'Left Back']",7
9407,Gojko Kačar,Hamburger SV,171,"['Right Defensive Midfield', 'Left Center Back', 'Right Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Center Attacking Midfield', 'Center Defensive Midfield']",19
9408,Jan Morávek,Augsburg,172,"['Center Attacking Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Wing']",11
9409,Daniel Ginczek,VfB Stuttgart,174,"['Left Center Forward', 'Right Center Forward', 'Center Forward']",7
9410,Marius Wolf,Hannover 96,178,['Left Midfield'],2
9459,Paweł Olkowski,FC Köln,186,"['Right Back', 'Right Wing Back', 'Right Center Forward', 'Left Center Midfield', 'Center Attacking Midfield', 'Right Midfield']",19
9461,Timm Klose,Wolfsburg,179,"['Left Center Back', 'Center Back']",8
9475,Moritz Leitner,Borussia Dortmund,180,"['Right Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield', 'Right Defensive Midfield']",9
