player_id,player,ultimo_equipo,ultimo_team_id,posiciones,partidos_jugados
19286,Miroslav Klose,Lazio,236,"['Center Forward', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Left Defensive Midfield', 'Left Center Forward', 'Right Midfield']",24
19299,Maicon Douglas Sisenando,AS Roma,229,"['Right Back', 'Right Wing Back']",15
19846,Antonio Di Natale,Udinese,230,"['Right Center Forward', 'Right Center Back', 'Left Center Forward', 'Center Forward', 'Center Defensive Midfield']",23
19847,Alessandro Diamanti,Atalanta,228,"['Left Center Forward', 'Center Attacking Midfield', 'Right Midfield', 'Right Wing', 'Left Midfield', 'Left Wing']",16
19850,Antonio Cassano,Sampdoria,234,"['Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Midfield', 'Center Attacking Midfield', 'Left Attacking Midfield', 'Left Wing']",24
20004,Paul Pogba,Juventus,224,"['Left Center Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Wing']",35
20008,Patrice Evra,Juventus,224,"['Left Wing Back', 'Left Back', 'Left Center Midfield', 'Left Center Back']",26
20043,Norbert Gyömbér,AS Roma,229,"['Right Midfield', 'Left Midfield', 'Right Center Back', 'Right Back', 'Right Center Midfield', 'Left Back']",6
20057,Nigel de Jong,AC Milan,243,"['Center Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield']",5
20169,Seydou Kéita,AS Roma,229,"['Center Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Center Midfield']",20
20252,Luca Toni,Hellas Verona,226,"['Center Forward', 'Right Center Forward', 'Left Center Forward']",23
20289,Philippe Mexès,AC Milan,243,"['Right Center Back', 'Left Center Back']",5
20300,Jérémy Ménez,AC Milan,243,"['Right Center Forward', 'Left Center Forward', 'Center Attacking Midfield', 'Right Midfield', 'Left Center Midfield']",10
20561,Antonio Nocerino,AC Milan,243,"['Right Center Midfield', 'Left Center Midfield']",2
20636,Mirko Gori,Frosinone,291,"['Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']",28
20637,Salih Uçan,AS Roma,229,"['Left Center Midfield', 'Left Defensive Midfield', 'Center Attacking Midfield']",3
20970,Nicolás Ignacio Castillo Mora,Frosinone,291,"['Left Center Forward', 'Center Attacking Midfield', 'Left Attacking Midfield', 'Center Forward', 'Right Center Forward', 'Left Midfield']",6
21272,Luiz Adriano de Souza da Silva,AC Milan,243,"['Left Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Midfield', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Midfield']",26
22041,Marko Livaja,Empoli,290,"['Left Center Forward', 'Right Center Forward', 'Center Attacking Midfield', 'Center Forward', 'Left Wing', 'Right Wing']",18
22271,Salvador Ichazo Fernández,Torino,241,['Goalkeeper'],3
